,code,N,meaning,codeID,path,path_meaning,Biomarker,parallel_group,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
codeI802,I802,457,I80.2 Phlebitis and thrombophlebitis of other deep vessels of lower extremities,codeI802,I80,I80 Phlebitis and thrombophlebitis,codeI802,23,22,0,0,-0.678756045619803,-0.223904831036146,0.536539159856264,0.0254427288711811
codeI803,I803,47,I80.3 Phlebitis and thrombophlebitis of lower extremities- unspecified,codeI803,I80,I80 Phlebitis and thrombophlebitis,codeI803,23,0,0,0,NaN,-0.0896056241485687,0.135693128247921,NA
codeI81,I81,40,I81 Portal vein thrombosis,codeI81,I81,I81 Portal vein thrombosis,codeI81,23,0,0,0,NaN,0.0622393569120781,0.162560714050201,NA
codeI828,I828,43,I82.8 Embolism and thrombosis of other specified veins,codeI828,I82,I82 Other venous embolism and thrombosis,codeI828,23,0,0,0,NaN,-0.290129355743825,0.241694280978272,NA
codeI830,I830,38,I83.0 Varicose veins of lower extremities with ulcer,codeI830,I83,I83 Varicose veins of lower extremities,codeI830,23,3,0,0,1.92082201235329,0.130381756931372,0.337264379952742,0.0455525217528004
codeI831,I831,78,I83.1 Varicose veins of lower extremities with inflammation,codeI831,I83,I83 Varicose veins of lower extremities,codeI831,24,0,0,0,NaN,0.0882497032481887,0.140326841769697,NA
codeI839,I839,1354,I83.9 Varicose veins of lower extremities without ulcer or inflammation,codeI839,I83,I83 Varicose veins of lower extremities,codeI839,24,0,0,0,NaN,0.0365877795868582,0.245117428660383,NA
codeI841,I841,205,I84.1 Internal haemorrhoids with other complications,codeI841,I84,I84 Haemorrhoids,codeI841,24,3009,18037,0,1.0219797705478,0.722905382274059,1.80362127407312,0.181453246994085
codeI842,I842,348,I84.2 Internal haemorrhoids without complication,codeI842,I84,I84 Haemorrhoids,codeI842,24,0,0,0,NaN,0.132044946726676,0.269433472019696,NA
codeI844,I844,40,I84.4 External haemorrhoids with other complications,codeI844,I84,I84 Haemorrhoids,codeI844,24,17,0,0,-1.8775202473809,-0.801900866601695,0.657873343791089,0.0771695861578315
codeI845,I845,94,I84.5 External haemorrhoids without complication,codeI845,I84,I84 Haemorrhoids,codeI845,24,0,0,0,NaN,-0.106457602106536,0.238093121411295,NA
codeI846,I846,390,I84.6 Residual haemorrhoidal skin tags,codeI846,I84,I84 Haemorrhoids,codeI846,24,0,0,0,NaN,-0.125802119930466,0.268479157810794,NA
codeI848,I848,355,I84.8 Unspecified haemorrhoids with other complications,codeI848,I84,I84 Haemorrhoids,codeI848,24,0,0,0,NaN,-0.0656478850328038,0.13530665011904,NA
codeI849,I849,1224,I84.9 Unspecified haemorrhoids without complication,codeI849,I84,I84 Haemorrhoids,codeI849,24,0,0,0,NaN,-0.00819897658412111,0.205631313470408,NA
codeI859,I859,61,I85.9 Oesophageal varices without bleeding,codeI859,I85,I85 Oesophageal varices,codeI859,24,147,0,0,-1.98386528166785,-0.941036375903963,0.993241281920225,0.0965452958377014
codeI872,I872,57,I87.2 Venous insufficiency (chronic) (peripheral),codeI872,I87,I87 Other disorders of veins,codeI872,24,9,0,0,-1.49996714744293,-0.80884610537182,0.798302938510257,1.16268706425283
codeI890,I890,116,I89.0 Lymphoedema- not elsewhere classified,codeI890,I89,I89 Other non-infective disorders of lymphatic vessels and lymph nodes,codeI890,24,0,0,0,NaN,-0.314810348350791,0.358695670798455,NA
codeI951,I951,343,I95.1 Orthostatic hypotension,codeI951,I95,I95 Hypotension,codeI951,24,0,0,0,NaN,-0.301235962551527,0.71092159397158,NA
codeI952,I952,32,I95.2 Hypotension due to drugs,codeI952,I95,I95 Hypotension,codeI952,24,0,0,0,NaN,-0.240452605097294,0.220223506700644,NA
codeI959,I959,871,I95.9 Hypotension- unspecified,codeI959,I95,I95 Hypotension,codeI959,24,7619,18992,0,-0.524395270834713,-0.38445896660014,2.06636582984116,0.0714963324596435
codeJ00,J00,55,J00 Acute nasopharyngitis [common cold],codeJ00,J00,J00 Acute nasopharyngitis [common cold],codeJ00,24,0,0,0,NaN,0.157851516957614,0.172657423589713,NA
codeJ029,J029,126,J02.9 Acute pharyngitis- unspecified,codeJ029,J02,J02 Acute pharyngitis,codeJ029,24,0,0,0,NaN,0.208912927259537,0.327122445129324,NA
codeJ039,J039,67,J03.9 Acute tonsillitis- unspecified,codeJ039,J03,J03 Acute tonsillitis,codeJ039,24,8,0,0,1.3851439177632,0.808277431591317,0.929319013991581,0.0620899635375339
codeJ069,J069,105,J06.9 Acute upper respiratory infection- unspecified,codeJ069,J06,J06 Acute upper respiratory infections of multiple and unspecified sites,codeJ069,24,2218,4404,0,-1.67792582242526,-0.647512294893685,0.71105162504452,0.202197468396187
codeJ101,J101,42,J10.1 Influenza with other respiratory manifestations- influenza virus identified,codeJ101,J10,J10 Influenza due to identified influenza virus,codeJ101,25,1267,2543,0,-2.48764133637489,-1.08395050083681,0.939536157323825,0.228147749750471
codeJ128,J128,181,J12.8 Other viral pneumonia,codeJ128,J12,J12 Viral pneumonia- not elsewhere classified,codeJ128,25,0,0,0,NaN,-0.380957007344033,0.647032806010616,NA
codeJ13,J13,46,J13 Pneumonia due to Streptococcus pneumoniae,codeJ13,J13,J13 Pneumonia due to Streptococcus pneumoniae,codeJ13,25,0,0,0,NaN,-0.252412358231742,0.285477193787298,NA
codeJ180,J180,35,J18.0 Bronchopneumonia- unspecified,codeJ180,J18,J18 Pneumonia- organism unspecified,codeJ180,25,0,0,0,NaN,-0.564296714190431,0.337600599755878,NA
codeJ181,J181,1112,J18.1 Lobar pneumonia- unspecified,codeJ181,J18,J18 Pneumonia- organism unspecified,codeJ181,25,9036,21941,0,-0.539120598345943,-0.381957224122529,2.21516713838228,0.100962128084017
codeJ189,J189,725,J18.9 Pneumonia- unspecified,codeJ189,J18,J18 Pneumonia- organism unspecified,codeJ189,25,9546,23641,2,-0.693547808287538,-0.486404638460082,2.26713012153496,0.114828276718727
codeJ22,J22,1064,J22 Unspecified acute lower respiratory infection,codeJ22,J22,J22 Unspecified acute lower respiratory infection,codeJ22,25,19189,28355,4,-0.570015501395901,-0.505389177579997,3.84751301842262,0.108445378654883
codeJ301,J301,361,J30.1 Allergic rhinitis due to pollen,codeJ301,J30,J30 Vasomotor and allergic rhinitis,codeJ301,25,0,0,0,NaN,0.175160838199905,0.378305716522726,NA
codeJ303,J303,51,J30.3 Other allergic rhinitis,codeJ303,J30,J30 Vasomotor and allergic rhinitis,codeJ303,25,0,0,0,NaN,-0.344942147690244,0.275909690591819,NA
codeJ304,J304,39,J30.4 Allergic rhinitis- unspecified,codeJ304,J30,J30 Vasomotor and allergic rhinitis,codeJ304,25,0,0,0,NaN,-0.555432062230738,0.370740725248745,NA
codeJ310,J310,125,J31.0 Chronic rhinitis,codeJ310,J31,J31 Chronic rhinitis- nasopharyngitis and pharyngitis,codeJ310,25,2,0,0,-1.33639341263483,-0.664314641665602,1.03752120445878,0.0288324732516454
codeJ320,J320,59,J32.0 Chronic maxillary sinusitis,codeJ320,J32,J32 Chronic sinusitis,codeJ320,25,0,0,0,NaN,0.532253945509468,0.462370374226727,NA
codeJ329,J329,274,J32.9 Chronic sinusitis- unspecified,codeJ329,J32,J32 Chronic sinusitis,codeJ329,25,0,0,0,NaN,-0.176667288071688,0.298714189134806,NA
codeJ330,J330,109,J33.0 Polyp of nasal cavity,codeJ330,J33,J33 Nasal polyp,codeJ330,25,0,0,0,NaN,0.0185519735326103,0.144359009761225,NA
codeJ338,J338,94,J33.8 Other polyp of sinus,codeJ338,J33,J33 Nasal polyp,codeJ338,25,0,0,0,NaN,0.178961188434247,0.186639097445298,NA
codeJ339,J339,214,J33.9 Nasal polyp- unspecified,codeJ339,J33,J33 Nasal polyp,codeJ339,25,0,0,0,NaN,-0.183801624481181,0.280523340696762,NA
codeJ342,J342,512,J34.2 Deviated nasal septum,codeJ342,J34,J34 Other disorders of nose and nasal sinuses,codeJ342,25,0,0,0,NaN,-0.128940370578082,0.33352705815736,NA
codeJ343,J343,225,J34.3 Hypertrophy of nasal turbinates,codeJ343,J34,J34 Other disorders of nose and nasal sinuses,codeJ343,25,0,0,0,NaN,-0.189746086515756,0.350412098062965,NA
codeJ348,J348,304,J34.8 Other specified disorders of nose and nasal sinuses,codeJ348,J34,J34 Other disorders of nose and nasal sinuses,codeJ348,25,0,0,0,NaN,-0.211987738852081,0.380209266785177,NA
codeJ350,J350,60,J35.0 Chronic tonsillitis,codeJ350,J35,J35 Chronic diseases of tonsils and adenoids,codeJ350,25,0,0,0,NaN,-0.304057421425113,0.23916341641333,NA
codeJ351,J351,38,J35.1 Hypertrophy of tonsils,codeJ351,J35,J35 Chronic diseases of tonsils and adenoids,codeJ351,25,0,0,0,NaN,0.476253577156792,0.314935878736835,NA
codeJ36,J36,51,J36 Peritonsillar abscess,codeJ36,J36,J36 Peritonsillar abscess,codeJ36,26,0,0,0,NaN,0.917308015481929,0.878974812684491,NA
codeJ383,J383,64,J38.3 Other diseases of vocal cords,codeJ383,J38,J38 Diseases of vocal cords and larynx- not elsewhere classified,codeJ383,26,0,0,0,NaN,-0.355818745481268,0.315508865987091,NA
codeJ387,J387,58,J38.7 Other diseases of larynx,codeJ387,J38,J38 Diseases of vocal cords and larynx- not elsewhere classified,codeJ387,26,0,0,0,NaN,0.208071942112891,0.1512507385937,NA
codeJ392,J392,63,J39.2 Other diseases of pharynx,codeJ392,J39,J39 Other diseases of upper respiratory tract,codeJ392,26,248,0,0,-1.46597434253744,-0.709454914740086,0.697807896822036,0.102392140194733
codeJ398,J398,35,J39.8 Other specified diseases of upper respiratory tract,codeJ398,J39,J39 Other diseases of upper respiratory tract,codeJ398,26,0,0,0,NaN,-0.350394356875993,0.205002198470453,NA
codeJ40,J40,94,J40 Bronchitis- not specified as acute or chronic,codeJ40,J40,J40 Bronchitis- not specified as acute or chronic,codeJ40,26,0,0,0,NaN,-0.0642724299672247,0.156481974161047,NA
codeJ42,J42,37,J42 Unspecified chronic bronchitis,codeJ42,J42,J42 Unspecified chronic bronchitis,codeJ42,26,2,0,0,1.7626802390358,0.135281951172785,0.193290636248598,0.00406939751902619
codeJ439,J439,266,J43.9 Emphysema- unspecified,codeJ439,J43,J43 Emphysema,codeJ439,26,5086,16785,0,-1.02768750818264,-0.63473649513928,1.74506573223516,0.0961202763476122
codeJ440,J440,336,J44.0 Chronic obstructive pulmonary disease with acute lower respiratory infection,codeJ440,J44,J44 Other chronic obstructive pulmonary disease,codeJ440,26,6660,17723,19,-1.0625744087095,-0.60229950511297,1.86428631817115,0.202119190185259
codeJ441,J441,110,J44.1 Chronic obstructive pulmonary disease with acute exacerbation- unspecified,codeJ441,J44,J44 Other chronic obstructive pulmonary disease,codeJ441,26,5897,19811,0,-1.50008956041898,-1.05605809399651,2.00340288330206,0.176742206249611
codeJ448,J448,83,J44.8 Other specified chronic obstructive pulmonary disease,codeJ448,J44,J44 Other chronic obstructive pulmonary disease,codeJ448,26,0,0,0,NaN,-0.248381538461405,0.243641515752317,NA
codeJ449,J449,1109,J44.9 Chronic obstructive pulmonary disease- unspecified,codeJ449,J44,J44 Other chronic obstructive pulmonary disease,codeJ449,26,14392,23414,2314,-0.64798380862517,-0.468489652344995,2.9597955060993,0.166290944940351
codeJ450,J450,147,J45.0 Predominantly allergic asthma,codeJ450,J45,J45 Asthma,codeJ450,26,0,0,0,NaN,0.067595908923843,0.215870623851368,NA
codeJ459,J459,3377,J45.9 Asthma- unspecified,codeJ459,J45,J45 Asthma,codeJ459,26,4230,18117,0,-0.247303339848866,-0.181825900912835,1.93573514747593,0.0282372258432891
codeJ47,J47,385,J47 Bronchiectasis,codeJ47,J47,J47 Bronchiectasis,codeJ47,26,1,0,0,-0.711854069831756,-0.209422955289759,0.492959041300368,NA
codeJ690,J690,166,J69.0 Pneumonitis due to food and vomit,codeJ690,J69,J69 Pneumonitis due to solids and liquids,codeJ690,26,0,0,0,NaN,0.111297754957543,0.17696396725829,NA
codeJ81,J81,58,J81 Pulmonary oedema,codeJ81,J81,J81 Pulmonary oedema,codeJ81,26,0,0,0,NaN,-0.162692967976496,0.241823563859462,NA
codeJ841,J841,163,J84.1 Other interstitial pulmonary diseases with fibrosis,codeJ841,J84,J84 Other interstitial pulmonary diseases,codeJ841,26,0,0,0,NaN,-0.325453140215922,0.530108424766509,NA
codeJ849,J849,83,J84.9 Interstitial pulmonary disease- unspecified,codeJ849,J84,J84 Other interstitial pulmonary diseases,codeJ849,26,0,0,0,NaN,-0.432118967481721,0.445787136510307,NA
codeJ869,J869,37,J86.9 Pyothorax without fistula,codeJ869,J86,J86 Pyothorax,codeJ869,27,0,0,0,NaN,-0.444685508279597,0.386856831055466,NA
codeJ90,J90,1070,J90 Pleural effusion- not elsewhere classified,codeJ90,J90,J90 Pleural effusion- not elsewhere classified,codeJ90,27,14,0,0,-0.432182437779753,-0.164702961389491,0.726793693509627,0.0151087427429821
codeJ920,J920,56,J92.0 Pleural plaque with presence of asbestos,codeJ920,J92,J92 Pleural plaque,codeJ920,27,61,0,0,-2.03266331238427,-0.986211346961358,1.1540524459404,0.146316193448016
codeJ929,J929,79,J92.9 Pleural plaque without asbestos,codeJ929,J92,J92 Pleural plaque,codeJ929,27,0,0,0,NaN,-0.24114259182081,0.186104856340211,NA
codeJ939,J939,124,J93.9 Pneumothorax- unspecified,codeJ939,J93,J93 Pneumothorax,codeJ939,27,0,0,0,NaN,-0.27369370986354,0.355498350340809,NA
codeJ958,J958,34,J95.8 Other postprocedural respiratory disorders,codeJ958,J95,J95 Postprocedural respiratory disorders- not elsewhere classified,codeJ958,27,0,0,0,NaN,-0.812978869016241,0.59216959736393,NA
codeJ969,J969,138,J96.9 Respiratory failure- unspecified,codeJ969,J96,J96 Respiratory failure- not elsewhere classified,codeJ969,27,13,0,0,-1.29639970796868,-0.143813706001422,0.236836986788229,0.0657660892061921
codeJ980,J980,52,J98.0 Diseases of bronchus- not elsewhere classified,codeJ980,J98,J98 Other respiratory disorders,codeJ980,27,0,0,0,NaN,0.392269232974335,0.303805620117179,NA
codeJ981,J981,568,J98.1 Pulmonary collapse,codeJ981,J98,J98 Other respiratory disorders,codeJ981,27,0,0,0,NaN,-0.215622199358412,0.701093570567609,NA
codeJ984,J984,233,J98.4 Other disorders of lung,codeJ984,J98,J98 Other respiratory disorders,codeJ984,27,0,0,0,NaN,-0.155920701993775,0.303766188659978,NA
codeK011,K011,207,K01.1 Impacted teeth,codeK011,K01,K01 Embedded and impacted teeth,codeK011,27,12,0,0,-1.37440752700922,-0.405832409728027,0.744387737476402,0.0766123549268498
codeK028,K028,47,K02.8 Other dental caries,codeK028,K02,K02 Dental caries,codeK028,27,121,0,0,-1.8491055143321,-1.11309039634743,1.28101388300873,0.146227465369279
codeK029,K029,479,K02.9 Dental caries- unspecified,codeK029,K02,K02 Dental caries,codeK029,27,0,0,0,NaN,-0.197322737698515,0.506065296272104,NA
codeK045,K045,76,K04.5 Chronic apical periodontitis,codeK045,K04,K04 Diseases of pulp and periapical tissues,codeK045,27,0,0,0,NaN,-0.523382866962037,0.525448696206115,NA
codeK047,K047,153,K04.7 Periapical abscess without sinus,codeK047,K04,K04 Diseases of pulp and periapical tissues,codeK047,27,0,0,0,NaN,-0.113723574659523,0.148801164889155,NA
codeK048,K048,49,K04.8 Radicular cyst,codeK048,K04,K04 Diseases of pulp and periapical tissues,codeK048,27,0,0,0,NaN,0.495740124444388,0.38771024802779,NA
codeK053,K053,78,K05.3 Chronic periodontitis,codeK053,K05,K05 Gingivitis and periodontal diseases,codeK053,27,0,0,0,NaN,-0.337874589721981,0.304083821401644,NA
codeK083,K083,204,K08.3 Retained dental root,codeK083,K08,K08 Other disorders of teeth and supporting structures,codeK083,27,18,0,0,-1.10529078093341,-0.495131444557153,1.03415862830833,0.0931744791975261
codeK088,K088,120,K08.8 Other specified disorders of teeth and supporting structures,codeK088,K08,K08 Other disorders of teeth and supporting structures,codeK088,27,2,0,0,1.14164595035794,-0.183750743317473,0.346334597401595,0.00860706858076102
codeK089,K089,34,K08.9 Disorder of teeth and supporting structures- unspecified,codeK089,K08,K08 Other disorders of teeth and supporting structures,codeK089,27,0,0,0,NaN,0.184926203707554,0.171511145690497,NA
codeK108,K108,35,K10.8 Other specified diseases of jaws,codeK108,K10,K10 Other diseases of jaws,codeK108,27,91,0,0,-2.00759549758147,-1.45857200540441,1.34314330172406,0.0936246994375021
codeK112,K112,40,K11.2 Sialoadenitis,codeK112,K11,K11 Diseases of salivary glands,codeK112,28,0,0,0,NaN,-1.01000571522222,0.945078005442626,NA
codeK121,K121,60,K12.1 Other forms of stomatitis,codeK121,K12,K12 Stomatitis and related lesions,codeK121,28,0,0,0,NaN,-0.367441307234494,0.35087988050254,NA
codeK123,K123,69,K12.3 Oral mucositis (ulcerative),codeK123,K12,K12 Stomatitis and related lesions,codeK123,28,1,0,0,2.45751633556242,0.495266457314107,0.4290277527049,NA
codeK130,K130,107,K13.0 Diseases of lips,codeK130,K13,K13 Other diseases of lip and oral mucosa,codeK130,28,0,0,0,NaN,0.241540845668011,0.274456260201682,NA
codeK132,K132,47,K13.2 Leukoplakia and other disturbances of oral epithelium- including tongue,codeK132,K13,K13 Other diseases of lip and oral mucosa,codeK132,28,0,0,0,NaN,0.402975589212363,0.25000028588786,NA
codeK137,K137,311,K13.7 Other and unspecified lesions of oral mucosa,codeK137,K13,K13 Other diseases of lip and oral mucosa,codeK137,28,0,0,0,NaN,-0.219321885358995,0.381462440731691,NA
codeK140,K140,36,K14.0 Glossitis,codeK140,K14,K14 Diseases of tongue,codeK140,28,10,0,0,-2.36715825378468,-1.16380250436458,1.04379573944015,0.0598154862135247
codeK148,K148,111,K14.8 Other diseases of tongue,codeK148,K14,K14 Diseases of tongue,codeK148,28,1,0,0,-1.30011898123356,-0.550622962700436,0.731895816219434,NA
codeK149,K149,38,K14.9 Disease of tongue- unspecified,codeK149,K14,K14 Diseases of tongue,codeK149,28,0,0,0,NaN,-0.268206712414286,0.163094082392563,NA
codeK20,K20,1148,K20 Oesophagitis,codeK20,K20,K20 Oesophagitis,codeK20,28,6661,15022,0,-0.422095191558657,-0.29334450153163,1.67793364923584,0.0551918128788316
codeK210,K210,1520,K21.0 Gastro-oesophageal reflux disease with oesophagitis,codeK210,K21,K21 Gastro-oesophageal reflux disease,codeK210,28,0,0,0,NaN,-0.0515284757057537,0.253544296976625,NA
codeK219,K219,3268,K21.9 Gastro-oesophageal reflux disease without oesophagitis,codeK219,K21,K21 Gastro-oesophageal reflux disease,codeK219,28,2,0,0,-0.224369528704006,-0.0619911155684826,0.393598191627857,0.00212109206795638
codeK221,K221,562,K22.1 Ulcer of oesophagus,codeK221,K22,K22 Other diseases of oesophagus,codeK221,28,0,0,0,NaN,0.0499094211960051,0.267841838413513,NA
codeK222,K222,350,K22.2 Oesophageal obstruction,codeK222,K22,K22 Other diseases of oesophagus,codeK222,28,0,0,0,NaN,-0.0411604689807465,0.207679753335896,NA
codeK224,K224,73,K22.4 Dyskinesia of oesophagus,codeK224,K22,K22 Other diseases of oesophagus,codeK224,28,0,0,0,NaN,-0.0878404213136234,0.135579491465017,NA
codeK226,K226,43,K22.6 Gastro-oesophageal laceration-haemorrhage syndrome,codeK226,K22,K22 Other diseases of oesophagus,codeK226,28,0,0,0,NaN,0.227990393152479,0.163598179208346,NA
codeK227,K227,552,K22.7 Barrett's oesophagus,codeK227,K22,K22 Other diseases of oesophagus,codeK227,28,0,0,0,NaN,0.165001663964972,0.447314974030769,NA
codeK228,K228,208,K22.8 Other specified diseases of oesophagus,codeK228,K22,K22 Other diseases of oesophagus,codeK228,28,40,0,0,1.509621953131,0.231879692276097,0.300881194084258,0.0516702426464209
codeK229,K229,89,K22.9 Disease of oesophagus- unspecified,codeK229,K22,K22 Other diseases of oesophagus,codeK229,28,0,0,0,NaN,-0.577927377597212,0.718773910396307,NA
codeK253,K253,36,K25.3 Acute without haemorrhage or perforation,codeK253,K25,K25 Gastric ulcer,codeK253,29,0,0,0,NaN,-0.669119613761481,0.439964237693195,NA
codeK257,K257,35,K25.7 Chronic without haemorrhage or perforation,codeK257,K25,K25 Gastric ulcer,codeK257,29,8,0,0,-2.0067503525053,-0.995479406782096,0.805723451842895,0.172048839805492
