met,PValue,adjPVal,logFC
Acetate,0.432,0.515,-0.031
Acetoacetate,0.013,0.025,-0.1
Acetone,0.785,0.833,-0.011
Ala,0.243,0.317,-0.047
Albumin,0.287,0.366,0.042
ApoA1,0.698,0.759,0.017
ApoB,0.0,0.0,0.167
ApoB_by_ApoA1,0.001,0.002,0.137
Cholines,0.05,0.082,0.084
Citrate,0.818,0.859,0.009
Clinical_LDL_C,0.0,0.0,0.196
Creatinine,0.435,0.519,-0.036
DHA,0.936,0.952,0.003
DHA_pct,0.994,0.996,0.0
Gln,0.243,0.318,0.047
Glucose,0.0,0.0,-0.217
Gly,0.02,0.037,0.098
GlycA,0.005,0.012,-0.112
HDL_C,0.097,0.145,0.074
HDL_CE,0.092,0.138,0.075
HDL_CE_pct,0.0,0.001,0.144
HDL_CE_pct_C,0.493,0.574,0.028
HDL_C_pct,0.0,0.0,0.165
HDL_FC,0.128,0.183,0.069
HDL_FC_by_CE,0.509,0.59,-0.026
HDL_FC_pct,0.0,0.0,0.172
HDL_FC_pct_C,0.549,0.627,-0.024
HDL_L,0.548,0.626,0.027
HDL_P,0.352,0.434,0.04
HDL_PL,0.921,0.941,-0.004
HDL_PL_pct,0.0,0.0,-0.23
HDL_TG,0.026,0.047,-0.089
HDL_TG_pct,0.03,0.054,-0.089
HDL_size,0.171,0.236,0.061
His,0.586,0.661,0.022
IDL_C,0.0,0.0,0.211
IDL_CE,0.0,0.0,0.208
IDL_CE_pct,0.0,0.0,0.169
IDL_CE_pct_C,0.722,0.78,-0.014
IDL_C_pct,0.0,0.0,0.197
IDL_FC,0.0,0.0,0.214
IDL_FC_by_CE,0.717,0.776,0.014
IDL_FC_pct,0.0,0.001,0.151
IDL_FC_pct_C,0.699,0.761,0.015
IDL_L,0.0,0.0,0.196
IDL_P,0.0,0.0,0.182
IDL_PL,0.0,0.0,0.196
IDL_PL_pct,0.179,0.245,-0.053
IDL_TG,0.214,0.286,-0.05
IDL_TG_pct,0.0,0.0,-0.223
Ile,0.021,0.039,-0.093
LA,0.0,0.0,0.164
LA_pct,0.0,0.0,0.269
LDL_C,0.0,0.0,0.18
LDL_CE,0.0,0.0,0.165
LDL_CE_pct,0.097,0.145,0.066
LDL_CE_pct_C,0.0,0.001,-0.154
LDL_C_pct,0.0,0.0,0.238
LDL_FC,0.0,0.0,0.215
LDL_FC_by_CE,0.0,0.001,0.155
LDL_FC_pct,0.0,0.0,0.197
LDL_FC_pct_C,0.0,0.0,0.158
LDL_L,0.0,0.0,0.169
LDL_P,0.0,0.0,0.169
LDL_PL,0.0,0.0,0.175
LDL_PL_pct,0.962,0.972,-0.002
LDL_TG,0.199,0.268,-0.051
LDL_TG_pct,0.0,0.0,-0.226
LDL_size,0.002,0.005,0.128
L_HDL_C,0.021,0.038,0.104
L_HDL_CE,0.016,0.031,0.108
L_HDL_CE_pct,0.0,0.0,0.17
L_HDL_CE_pct_C,0.009,0.019,0.103
L_HDL_C_pct,0.0,0.0,0.17
L_HDL_FC,0.047,0.078,0.09
L_HDL_FC_by_CE,0.012,0.024,-0.1
L_HDL_FC_pct,0.02,0.037,0.098
L_HDL_FC_pct_C,0.02,0.038,-0.092
L_HDL_L,0.098,0.146,0.075
L_HDL_P,0.033,0.058,0.097
L_HDL_PL,0.278,0.356,0.049
L_HDL_PL_pct,0.0,0.0,-0.218
L_HDL_TG,0.461,0.543,-0.031
L_HDL_TG_pct,0.064,0.101,-0.077
L_LDL_C,0.0,0.0,0.193
L_LDL_CE,0.0,0.0,0.181
L_LDL_CE_pct,0.025,0.046,0.088
L_LDL_CE_pct_C,0.0,0.0,-0.163
L_LDL_C_pct,0.0,0.0,0.232
L_LDL_FC,0.0,0.0,0.22
L_LDL_FC_by_CE,0.0,0.0,0.164
L_LDL_FC_pct,0.0,0.0,0.212
L_LDL_FC_pct_C,0.0,0.0,0.166
L_LDL_L,0.0,0.0,0.182
L_LDL_P,0.0,0.0,0.181
L_LDL_PL,0.0,0.0,0.188
L_LDL_PL_pct,0.863,0.896,0.007
L_LDL_TG,0.235,0.309,-0.047
L_LDL_TG_pct,0.0,0.0,-0.231
L_VLDL_C,0.592,0.667,0.022
L_VLDL_CE,0.162,0.225,0.056
L_VLDL_CE_pct,0.0,0.0,0.156
L_VLDL_CE_pct_C,0.0,0.0,0.186
L_VLDL_C_pct,0.002,0.006,0.121
L_VLDL_FC,0.756,0.809,-0.013
L_VLDL_FC_by_CE,0.0,0.0,-0.187
L_VLDL_FC_pct,0.721,0.779,0.014
L_VLDL_FC_pct_C,0.0,0.0,-0.181
L_VLDL_L,0.66,0.727,-0.018
L_VLDL_P,0.525,0.604,-0.026
L_VLDL_PL,0.53,0.609,-0.026
L_VLDL_PL_pct,0.639,0.708,-0.019
L_VLDL_TG,0.368,0.45,-0.037
L_VLDL_TG_pct,0.062,0.099,-0.074
Lactate,0.151,0.212,0.058
Leu,0.218,0.29,-0.051
MUFA,0.154,0.215,-0.057
MUFA_pct,0.002,0.004,-0.129
M_HDL_C,0.877,0.906,0.007
M_HDL_CE,0.9,0.925,0.005
M_HDL_CE_pct,0.008,0.017,0.107
M_HDL_CE_pct_C,0.599,0.672,-0.022
M_HDL_C_pct,0.003,0.008,0.122
M_HDL_FC,0.775,0.825,0.013
M_HDL_FC_by_CE,0.581,0.657,0.024
M_HDL_FC_pct,0.005,0.011,0.127
M_HDL_FC_pct_C,0.561,0.638,0.025
M_HDL_L,0.446,0.529,-0.033
M_HDL_P,0.935,0.951,-0.004
M_HDL_PL,0.175,0.24,-0.058
M_HDL_PL_pct,0.0,0.0,-0.173
M_HDL_TG,0.01,0.021,-0.102
M_HDL_TG_pct,0.059,0.095,-0.077
M_LDL_C,0.0,0.001,0.149
