met,PValue,adjPVal,logFC
Acetate,0.052,0.085,-0.082
Acetoacetate,0.002,0.006,-0.129
Acetone,0.423,0.507,-0.034
Ala,0.288,0.367,-0.045
Albumin,0.665,0.732,0.018
ApoA1,0.522,0.602,0.03
ApoB,0.0,0.002,0.147
ApoB_by_ApoA1,0.009,0.019,0.113
Cholines,0.079,0.121,0.08
Citrate,0.751,0.805,-0.014
Clinical_LDL_C,0.0,0.0,0.181
Creatinine,0.183,0.249,-0.066
DHA,0.707,0.767,-0.017
DHA_pct,0.761,0.813,-0.013
Gln,0.121,0.175,0.066
Glucose,0.0,0.0,-0.233
Gly,0.089,0.135,0.076
GlycA,0.01,0.021,-0.11
HDL_C,0.068,0.108,0.086
HDL_CE,0.06,0.096,0.089
HDL_CE_pct,0.0,0.001,0.159
HDL_CE_pct_C,0.257,0.333,0.048
HDL_C_pct,0.0,0.0,0.176
HDL_FC,0.121,0.175,0.074
HDL_FC_by_CE,0.261,0.337,-0.048
HDL_FC_pct,0.001,0.002,0.157
HDL_FC_pct_C,0.271,0.348,-0.047
HDL_L,0.413,0.496,0.039
HDL_P,0.253,0.329,0.052
HDL_PL,0.836,0.874,0.01
HDL_PL_pct,0.0,0.0,-0.219
HDL_TG,0.008,0.017,-0.113
HDL_TG_pct,0.005,0.012,-0.122
HDL_size,0.171,0.236,0.065
His,0.34,0.422,0.041
IDL_C,0.0,0.0,0.195
IDL_CE,0.0,0.0,0.192
IDL_CE_pct,0.0,0.001,0.164
IDL_CE_pct_C,0.706,0.767,-0.016
IDL_C_pct,0.0,0.0,0.193
IDL_FC,0.0,0.0,0.199
IDL_FC_by_CE,0.7,0.762,0.016
IDL_FC_pct,0.0,0.001,0.15
IDL_FC_pct_C,0.678,0.742,0.018
IDL_L,0.0,0.0,0.179
IDL_P,0.0,0.001,0.155
IDL_PL,0.0,0.0,0.18
IDL_PL_pct,0.275,0.353,-0.046
IDL_TG,0.155,0.217,-0.061
IDL_TG_pct,0.0,0.0,-0.225
Ile,0.006,0.012,-0.119
LA,0.0,0.001,0.163
LA_pct,0.0,0.0,0.291
LDL_C,0.0,0.0,0.164
LDL_CE,0.0,0.001,0.149
LDL_CE_pct,0.32,0.401,0.042
LDL_CE_pct_C,0.0,0.001,-0.165
LDL_C_pct,0.0,0.0,0.226
LDL_FC,0.0,0.0,0.199
LDL_FC_by_CE,0.0,0.0,0.166
LDL_FC_pct,0.0,0.0,0.201
LDL_FC_pct_C,0.0,0.0,0.167
LDL_L,0.0,0.001,0.153
LDL_P,0.0,0.001,0.151
LDL_PL,0.0,0.001,0.161
LDL_PL_pct,0.589,0.663,0.023
LDL_TG,0.155,0.217,-0.061
LDL_TG_pct,0.0,0.0,-0.226
LDL_size,0.0,0.001,0.152
L_HDL_C,0.024,0.043,0.109
L_HDL_CE,0.018,0.035,0.113
L_HDL_CE_pct,0.0,0.0,0.171
L_HDL_CE_pct_C,0.008,0.016,0.113
L_HDL_C_pct,0.0,0.0,0.169
L_HDL_FC,0.055,0.09,0.093
L_HDL_FC_by_CE,0.009,0.018,-0.111
L_HDL_FC_pct,0.056,0.091,0.085
L_HDL_FC_pct_C,0.012,0.024,-0.106
L_HDL_L,0.096,0.144,0.08
L_HDL_P,0.037,0.063,0.101
L_HDL_PL,0.235,0.309,0.057
L_HDL_PL_pct,0.0,0.0,-0.202
L_HDL_TG,0.153,0.214,-0.063
L_HDL_TG_pct,0.016,0.031,-0.106
L_LDL_C,0.0,0.0,0.177
L_LDL_CE,0.0,0.0,0.165
L_LDL_CE_pct,0.075,0.116,0.075
L_LDL_CE_pct_C,0.0,0.001,-0.166
L_LDL_C_pct,0.0,0.0,0.221
L_LDL_FC,0.0,0.0,0.204
L_LDL_FC_by_CE,0.0,0.0,0.166
L_LDL_FC_pct,0.0,0.0,0.21
L_LDL_FC_pct_C,0.0,0.0,0.168
L_LDL_L,0.0,0.0,0.166
L_LDL_P,0.0,0.0,0.165
L_LDL_PL,0.0,0.0,0.173
L_LDL_PL_pct,0.639,0.709,0.02
L_LDL_TG,0.202,0.271,-0.054
L_LDL_TG_pct,0.0,0.0,-0.229
L_VLDL_C,0.922,0.942,-0.004
L_VLDL_CE,0.495,0.576,0.029
L_VLDL_CE_pct,0.0,0.001,0.158
L_VLDL_CE_pct_C,0.0,0.0,0.201
L_VLDL_C_pct,0.007,0.015,0.114
L_VLDL_FC,0.397,0.481,-0.037
L_VLDL_FC_by_CE,0.0,0.0,-0.202
L_VLDL_FC_pct,0.879,0.908,-0.006
L_VLDL_FC_pct_C,0.0,0.0,-0.196
L_VLDL_L,0.329,0.41,-0.042
L_VLDL_P,0.275,0.353,-0.048
L_VLDL_PL,0.25,0.326,-0.05
L_VLDL_PL_pct,0.45,0.532,-0.033
L_VLDL_TG,0.18,0.246,-0.058
L_VLDL_TG_pct,0.278,0.356,-0.046
Lactate,0.069,0.108,0.079
Leu,0.202,0.272,-0.056
MUFA,0.13,0.186,-0.064
MUFA_pct,0.001,0.004,-0.14
M_HDL_C,0.562,0.639,0.027
M_HDL_CE,0.56,0.637,0.027
M_HDL_CE_pct,0.003,0.007,0.128
M_HDL_CE_pct_C,0.855,0.889,-0.008
M_HDL_C_pct,0.001,0.004,0.141
M_HDL_FC,0.577,0.653,0.026
M_HDL_FC_by_CE,0.847,0.883,0.009
M_HDL_FC_pct,0.008,0.016,0.127
M_HDL_FC_pct_C,0.835,0.873,0.009
M_HDL_L,0.747,0.801,-0.015
M_HDL_P,0.8,0.845,0.012
M_HDL_PL,0.391,0.474,-0.039
M_HDL_PL_pct,0.0,0.0,-0.174
M_HDL_TG,0.004,0.009,-0.122
M_HDL_TG_pct,0.01,0.02,-0.113
M_LDL_C,0.002,0.005,0.132
M_LDL_CE,0.009,0.018,0.111
M_LDL_CE_pct,0.5,0.581,-0.029
M_LDL_CE_pct_C,0.001,0.002,-0.146
M_LDL_C_pct,0.0,0.0,0.172
M_LDL_FC,0.0,0.0,0.182
M_LDL_FC_by_CE,0.001,0.002,0.146
M_LDL_FC_pct,0.0,0.0,0.179
M_LDL_FC_pct_C,0.001,0.002,0.146
M_LDL_L,0.003,0.008,0.124
M_LDL_P,0.005,0.012,0.118
M_LDL_PL,0.002,0.005,0.132
M_LDL_PL_pct,0.296,0.375,0.044
M_LDL_TG,0.128,0.184,-0.065
M_LDL_TG_pct,0.0,0.0,-0.215
M_VLDL_C,0.0,0.0,0.175
M_VLDL_CE,0.0,0.0,0.211
M_VLDL_CE_pct,0.0,0.0,0.231
M_VLDL_CE_pct_C,0.0,0.0,0.222
M_VLDL_C_pct,0.0,0.0,0.229
M_VLDL_FC,0.004,0.009,0.123
M_VLDL_FC_by_CE,0.004,0.009,-0.122
M_VLDL_FC_pct,0.0,0.0,0.22
M_VLDL_FC_pct_C,0.0,0.0,-0.229
M_VLDL_L,0.174,0.24,0.058
M_VLDL_P,0.043,0.072,0.086
M_VLDL_PL,0.022,0.041,0.097
M_VLDL_PL_pct,0.0,0.0,0.211
M_VLDL_TG,0.389,0.472,-0.037
M_VLDL_TG_pct,0.0,0.0,-0.22
Omega_3,0.196,0.264,-0.057
Omega_3_pct,0.16,0.222,-0.062
Omega_3_pct_PUFA,0.011,0.022,-0.111
Omega_6,0.003,0.008,0.128
Omega_6_by_Omega_3,0.034,0.059,0.092
Omega_6_pct,0.0,0.0,0.215
Omega_6_pct_PUFA,0.006,0.013,0.12
PUFA,0.038,0.064,0.091
PUFA_by_MUFA,0.0,0.001,0.158
PUFA_pct,0.0,0.0,0.181
Phe,0.413,0.497,-0.035
Phosphatidylc,0.13,0.186,0.069
Phosphoglyc,0.341,0.423,0.043
Pyruvate,0.916,0.937,-0.005
Remnant_C,0.001,0.003,0.14
SFA,0.276,0.354,-0.046
SFA_pct,0.001,0.003,-0.138
S_HDL_C,0.569,0.645,0.024
S_HDL_CE,0.529,0.608,0.027
S_HDL_CE_pct,0.001,0.004,0.136
S_HDL_CE_pct_C,0.634,0.704,0.021
S_HDL_C_pct,0.0,0.0,0.173
S_HDL_FC,0.757,0.81,0.013
S_HDL_FC_by_CE,0.633,0.703,-0.021
S_HDL_FC_pct,0.002,0.005,0.139
S_HDL_FC_pct_C,0.635,0.705,-0.021
S_HDL_L,0.363,0.446,-0.039
S_HDL_P,0.668,0.734,0.018
S_HDL_PL,0.172,0.237,-0.058
S_HDL_PL_pct,0.002,0.005,-0.138
S_HDL_TG,0.004,0.009,-0.124
S_HDL_TG_pct,0.004,0.009,-0.128
S_LDL_C,0.0,0.001,0.149
S_LDL_CE,0.003,0.008,0.124
S_LDL_CE_pct,0.677,0.741,-0.018
S_LDL_CE_pct_C,0.001,0.003,-0.138
S_LDL_C_pct,0.0,0.001,0.149
S_LDL_FC,0.0,0.0,0.199
S_LDL_FC_by_CE,0.001,0.003,0.138
S_LDL_FC_pct,0.0,0.0,0.169
S_LDL_FC_pct_C,0.001,0.003,0.138
S_LDL_L,0.001,0.003,0.141
S_LDL_P,0.003,0.007,0.125
S_LDL_PL,0.0,0.001,0.16
S_LDL_PL_pct,0.495,0.576,0.029
