met,PValue,adjPVal,logFC
Acetate,0.293,0.373,-0.047
Acetoacetate,0.007,0.015,-0.121
Acetone,0.478,0.56,-0.032
Ala,0.291,0.37,-0.048
Albumin,0.108,0.16,0.072
ApoA1,0.358,0.44,0.045
ApoB,0.0,0.0,0.197
ApoB_by_ApoA1,0.001,0.003,0.151
Cholines,0.015,0.03,0.117
Citrate,0.959,0.97,0.002
Clinical_LDL_C,0.0,0.0,0.245
Creatinine,0.083,0.126,-0.091
DHA,0.832,0.871,0.01
DHA_pct,0.982,0.987,0.001
Gln,0.272,0.349,0.05
Glucose,0.0,0.0,-0.229
Gly,0.028,0.051,0.104
GlycA,0.002,0.006,-0.138
HDL_C,0.021,0.039,0.116
HDL_CE,0.019,0.035,0.118
HDL_CE_pct,0.0,0.0,0.197
HDL_CE_pct_C,0.314,0.395,0.046
HDL_C_pct,0.0,0.0,0.223
HDL_FC,0.038,0.064,0.106
HDL_FC_by_CE,0.323,0.404,-0.045
HDL_FC_pct,0.0,0.0,0.217
HDL_FC_pct_C,0.344,0.426,-0.043
HDL_L,0.265,0.342,0.056
HDL_P,0.128,0.184,0.073
HDL_PL,0.725,0.783,0.018
HDL_PL_pct,0.0,0.0,-0.289
HDL_TG,0.005,0.011,-0.127
HDL_TG_pct,0.003,0.007,-0.14
HDL_size,0.094,0.141,0.085
His,0.15,0.211,0.065
IDL_C,0.0,0.0,0.262
IDL_CE,0.0,0.0,0.259
IDL_CE_pct,0.0,0.0,0.226
IDL_CE_pct_C,0.97,0.978,-0.002
IDL_C_pct,0.0,0.0,0.257
IDL_FC,0.0,0.0,0.263
IDL_FC_by_CE,0.958,0.969,0.002
IDL_FC_pct,0.0,0.0,0.185
IDL_FC_pct_C,0.914,0.935,0.005
IDL_L,0.0,0.0,0.24
IDL_P,0.0,0.0,0.216
IDL_PL,0.0,0.0,0.234
IDL_PL_pct,0.02,0.038,-0.104
IDL_TG,0.13,0.186,-0.069
IDL_TG_pct,0.0,0.0,-0.284
Ile,0.057,0.091,-0.087
LA,0.0,0.0,0.205
LA_pct,0.0,0.0,0.327
LDL_C,0.0,0.0,0.226
LDL_CE,0.0,0.0,0.207
LDL_CE_pct,0.082,0.126,0.078
LDL_CE_pct_C,0.0,0.0,-0.195
LDL_C_pct,0.0,0.0,0.297
LDL_FC,0.0,0.0,0.269
LDL_FC_by_CE,0.0,0.0,0.196
LDL_FC_pct,0.0,0.0,0.246
LDL_FC_pct_C,0.0,0.0,0.197
LDL_L,0.0,0.0,0.212
LDL_P,0.0,0.0,0.202
LDL_PL,0.0,0.0,0.22
LDL_PL_pct,0.833,0.872,-0.01
LDL_TG,0.197,0.266,-0.058
LDL_TG_pct,0.0,0.0,-0.28
LDL_size,0.001,0.002,0.158
L_HDL_C,0.006,0.013,0.141
L_HDL_CE,0.004,0.009,0.146
L_HDL_CE_pct,0.0,0.0,0.22
L_HDL_CE_pct_C,0.003,0.007,0.135
L_HDL_C_pct,0.0,0.0,0.219
L_HDL_FC,0.017,0.033,0.122
L_HDL_FC_by_CE,0.004,0.01,-0.128
L_HDL_FC_pct,0.01,0.02,0.122
L_HDL_FC_pct_C,0.009,0.018,-0.118
L_HDL_L,0.04,0.068,0.105
L_HDL_P,0.012,0.024,0.129
L_HDL_PL,0.142,0.201,0.075
L_HDL_PL_pct,0.0,0.0,-0.26
L_HDL_TG,0.209,0.28,-0.059
L_HDL_TG_pct,0.008,0.016,-0.125
L_LDL_C,0.0,0.0,0.241
L_LDL_CE,0.0,0.0,0.226
L_LDL_CE_pct,0.014,0.028,0.11
L_LDL_CE_pct_C,0.0,0.0,-0.204
L_LDL_C_pct,0.0,0.0,0.291
L_LDL_FC,0.0,0.0,0.276
L_LDL_FC_by_CE,0.0,0.0,0.205
L_LDL_FC_pct,0.0,0.0,0.266
L_LDL_FC_pct_C,0.0,0.0,0.207
L_LDL_L,0.0,0.0,0.228
L_LDL_P,0.0,0.0,0.215
L_LDL_PL,0.0,0.0,0.233
L_LDL_PL_pct,0.915,0.936,-0.005
L_LDL_TG,0.245,0.32,-0.053
L_LDL_TG_pct,0.0,0.0,-0.286
L_VLDL_C,0.859,0.893,0.008
L_VLDL_CE,0.321,0.402,0.045
L_VLDL_CE_pct,0.001,0.002,0.16
L_VLDL_CE_pct_C,0.0,0.0,0.2
L_VLDL_C_pct,0.009,0.018,0.118
L_VLDL_FC,0.542,0.621,-0.028
L_VLDL_FC_by_CE,0.0,0.0,-0.201
L_VLDL_FC_pct,0.968,0.976,0.002
L_VLDL_FC_pct_C,0.0,0.0,-0.194
L_VLDL_L,0.457,0.54,-0.034
L_VLDL_P,0.344,0.426,-0.044
