met,PValue,adjPVal,logFC
Acetate,0.096,0.144,-0.068
Acetoacetate,0.001,0.002,-0.139
Acetone,0.284,0.363,-0.044
Ala,0.052,0.085,-0.08
Albumin,0.55,0.628,0.025
ApoA1,0.996,0.997,0.0
ApoB,0.004,0.01,0.117
ApoB_by_ApoA1,0.015,0.029,0.102
Cholines,0.332,0.413,0.043
Citrate,0.888,0.915,-0.006
Clinical_LDL_C,0.0,0.001,0.145
Creatinine,0.08,0.123,-0.084
DHA,0.663,0.729,-0.019
DHA_pct,0.914,0.935,0.005
Gln,0.235,0.308,0.049
Glucose,0.0,0.0,-0.259
Gly,0.072,0.112,0.078
GlycA,0.002,0.004,-0.132
HDL_C,0.173,0.238,0.063
HDL_CE,0.148,0.208,0.066
HDL_CE_pct,0.0,0.001,0.157
HDL_CE_pct_C,0.126,0.181,0.063
HDL_C_pct,0.0,0.0,0.17
HDL_FC,0.306,0.386,0.048
HDL_FC_by_CE,0.129,0.185,-0.063
HDL_FC_pct,0.002,0.006,0.135
HDL_FC_pct_C,0.137,0.195,-0.062
HDL_L,0.77,0.821,0.013
HDL_P,0.722,0.781,0.016
HDL_PL,0.73,0.787,-0.016
HDL_PL_pct,0.0,0.0,-0.218
HDL_TG,0.007,0.015,-0.112
HDL_TG_pct,0.011,0.023,-0.108
HDL_size,0.154,0.215,0.066
His,0.826,0.866,0.009
IDL_C,0.0,0.001,0.159
IDL_CE,0.0,0.001,0.155
IDL_CE_pct,0.001,0.004,0.134
IDL_CE_pct_C,0.254,0.33,-0.047
IDL_C_pct,0.0,0.0,0.171
IDL_FC,0.0,0.0,0.168
IDL_FC_by_CE,0.251,0.327,0.047
IDL_FC_pct,0.0,0.0,0.159
IDL_FC_pct_C,0.241,0.316,0.048
IDL_L,0.001,0.002,0.144
IDL_P,0.003,0.006,0.125
IDL_PL,0.0,0.001,0.149
IDL_PL_pct,0.809,0.853,-0.01
IDL_TG,0.042,0.071,-0.084
IDL_TG_pct,0.0,0.0,-0.212
Ile,0.0,0.0,-0.183
LA,0.003,0.007,0.124
LA_pct,0.0,0.0,0.277
LDL_C,0.002,0.005,0.127
LDL_CE,0.007,0.014,0.112
LDL_CE_pct,0.386,0.47,0.035
