met,PValue,adjPVal,logFC
Acetate,0.241,0.315,-0.04
Acetoacetate,0.054,0.088,-0.065
Acetone,0.975,0.982,-0.001
Ala,0.273,0.351,-0.037
Albumin,0.794,0.84,-0.009
ApoA1,0.169,0.234,0.051
ApoB,0.004,0.009,0.097
ApoB_by_ApoA1,0.095,0.143,0.058
Cholines,0.04,0.068,0.075
Citrate,0.586,0.661,0.019
Clinical_LDL_C,0.0,0.001,0.124
Creatinine,0.266,0.344,-0.044
DHA,0.957,0.968,-0.002
DHA_pct,0.853,0.888,0.006
Gln,0.341,0.423,0.032
Glucose,0.0,0.0,-0.205
Gly,0.07,0.109,0.065
GlycA,0.0,0.001,-0.129
HDL_C,0.007,0.016,0.102
HDL_CE,0.006,0.014,0.103
HDL_CE_pct,0.0,0.0,0.143
HDL_CE_pct_C,0.205,0.276,0.043
HDL_C_pct,0.0,0.0,0.158
HDL_FC,0.016,0.03,0.093
HDL_FC_by_CE,0.21,0.281,-0.043
HDL_FC_pct,0.0,0.0,0.142
HDL_FC_pct_C,0.223,0.296,-0.042
HDL_L,0.096,0.143,0.063
HDL_P,0.116,0.169,0.057
HDL_PL,0.318,0.398,0.038
HDL_PL_pct,0.0,0.0,-0.199
HDL_TG,0.021,0.038,-0.079
HDL_TG_pct,0.003,0.008,-0.104
HDL_size,0.007,0.015,0.103
His,0.448,0.531,-0.026
IDL_C,0.0,0.0,0.142
IDL_CE,0.0,0.0,0.14
IDL_CE_pct,0.0,0.001,0.13
IDL_CE_pct_C,0.698,0.76,-0.013
IDL_C_pct,0.0,0.0,0.152
IDL_FC,0.0,0.0,0.143
IDL_FC_by_CE,0.697,0.759,0.013
IDL_FC_pct,0.001,0.002,0.117
IDL_FC_pct_C,0.693,0.756,0.013
IDL_L,0.0,0.001,0.129
IDL_P,0.001,0.004,0.108
IDL_PL,0.0,0.001,0.132
IDL_PL_pct,0.488,0.57,-0.023
IDL_TG,0.075,0.116,-0.061
IDL_TG_pct,0.0,0.0,-0.18
Ile,0.006,0.013,-0.095
LA,0.0,0.0,0.133
LA_pct,0.0,0.0,0.247
LDL_C,0.001,0.003,0.112
LDL_CE,0.003,0.008,0.1
LDL_CE_pct,0.218,0.29,0.042
LDL_CE_pct_C,0.0,0.0,-0.133
LDL_C_pct,0.0,0.0,0.189
LDL_FC,0.0,0.0,0.14
LDL_FC_by_CE,0.0,0.0,0.133
LDL_FC_pct,0.0,0.0,0.164
LDL_FC_pct_C,0.0,0.0,0.134
LDL_L,0.003,0.007,0.101
LDL_P,0.004,0.009,0.098
LDL_PL,0.002,0.005,0.105
LDL_PL_pct,0.915,0.936,-0.004
LDL_TG,0.054,0.088,-0.066
LDL_TG_pct,0.0,0.0,-0.178
LDL_size,0.017,0.032,0.083
L_HDL_C,0.001,0.002,0.13
L_HDL_CE,0.0,0.002,0.134
L_HDL_CE_pct,0.0,0.0,0.162
L_HDL_CE_pct_C,0.002,0.005,0.105
L_HDL_C_pct,0.0,0.0,0.159
L_HDL_FC,0.003,0.007,0.116
L_HDL_FC_by_CE,0.002,0.005,-0.105
L_HDL_FC_pct,0.03,0.053,0.078
L_HDL_FC_pct_C,0.003,0.007,-0.102
L_HDL_L,0.005,0.012,0.108
L_HDL_P,0.001,0.003,0.128
L_HDL_PL,0.023,0.042,0.088
L_HDL_PL_pct,0.0,0.0,-0.194
L_HDL_TG,0.729,0.786,-0.012
L_HDL_TG_pct,0.008,0.017,-0.094
L_LDL_C,0.0,0.001,0.122
L_LDL_CE,0.001,0.003,0.112
L_LDL_CE_pct,0.214,0.286,0.042
L_LDL_CE_pct_C,0.0,0.0,-0.15
L_LDL_C_pct,0.0,0.0,0.174
L_LDL_FC,0.0,0.0,0.148
