met,PValue,adjPVal,logFC
Acetate,0.187,0.255,-0.056
Acetoacetate,0.005,0.011,-0.121
Acetone,0.146,0.206,-0.063
Ala,0.003,0.007,-0.128
Albumin,0.602,0.675,0.022
ApoA1,0.235,0.308,0.056
ApoB,0.0,0.0,0.186
ApoB_by_ApoA1,0.002,0.006,0.134
Cholines,0.014,0.028,0.113
Citrate,0.741,0.796,-0.015
Clinical_LDL_C,0.0,0.0,0.228
Creatinine,0.001,0.002,-0.17
DHA,0.963,0.973,-0.002
DHA_pct,0.933,0.95,0.004
Gln,0.022,0.041,0.098
Glucose,0.0,0.0,-0.252
Gly,0.019,0.035,0.107
GlycA,0.0,0.0,-0.174
HDL_C,0.005,0.01,0.137
HDL_CE,0.004,0.009,0.139
HDL_CE_pct,0.0,0.0,0.221
HDL_CE_pct_C,0.13,0.186,0.065
HDL_C_pct,0.0,0.0,0.246
HDL_FC,0.012,0.023,0.123
HDL_FC_by_CE,0.136,0.194,-0.064
HDL_FC_pct,0.0,0.0,0.223
HDL_FC_pct_C,0.153,0.214,-0.062
HDL_L,0.128,0.184,0.073
HDL_P,0.12,0.174,0.072
HDL_PL,0.496,0.577,0.033
HDL_PL_pct,0.0,0.0,-0.308
HDL_TG,0.002,0.004,-0.136
HDL_TG_pct,0.0,0.001,-0.163
HDL_size,0.01,0.021,0.124
His,0.777,0.827,0.012
IDL_C,0.0,0.0,0.254
IDL_CE,0.0,0.0,0.251
IDL_CE_pct,0.0,0.0,0.223
IDL_CE_pct_C,0.99,0.993,0.001
IDL_C_pct,0.0,0.0,0.252
IDL_FC,0.0,0.0,0.256
IDL_FC_by_CE,1.0,1.0,0.0
IDL_FC_pct,0.0,0.0,0.18
IDL_FC_pct_C,0.958,0.968,0.002
IDL_L,0.0,0.0,0.234
IDL_P,0.0,0.0,0.205
IDL_PL,0.0,0.0,0.235
IDL_PL_pct,0.147,0.207,-0.062
IDL_TG,0.07,0.11,-0.078
IDL_TG_pct,0.0,0.0,-0.293
Ile,0.004,0.009,-0.126
LA,0.0,0.0,0.207
LA_pct,0.0,0.0,0.363
LDL_C,0.0,0.0,0.209
LDL_CE,0.0,0.0,0.189
LDL_CE_pct,0.091,0.137,0.072
LDL_CE_pct_C,0.0,0.0,-0.206
LDL_C_pct,0.0,0.0,0.303
LDL_FC,0.0,0.0,0.254
LDL_FC_by_CE,0.0,0.0,0.207
LDL_FC_pct,0.0,0.0,0.257
LDL_FC_pct_C,0.0,0.0,0.208
LDL_L,0.0,0.0,0.194
LDL_P,0.0,0.0,0.193
LDL_PL,0.0,0.0,0.2
LDL_PL_pct,0.752,0.806,-0.014
LDL_TG,0.065,0.103,-0.08
LDL_TG_pct,0.0,0.0,-0.285
LDL_size,0.0,0.0,0.172
L_HDL_C,0.0,0.001,0.175
L_HDL_CE,0.0,0.001,0.181
