met,PValue,adjPVal,logFC
Acetate,0.105,0.156,-0.071
Acetoacetate,0.003,0.008,-0.129
Acetone,0.464,0.546,-0.032
Ala,0.217,0.289,-0.054
Albumin,0.81,0.854,0.011
ApoA1,0.733,0.79,0.017
ApoB,0.0,0.0,0.171
ApoB_by_ApoA1,0.002,0.005,0.139
Cholines,0.066,0.105,0.087
Citrate,0.595,0.669,-0.024
Clinical_LDL_C,0.0,0.0,0.2
Creatinine,0.204,0.274,-0.065
DHA,0.515,0.595,-0.03
DHA_pct,0.438,0.521,-0.035
Gln,0.297,0.377,0.046
Glucose,0.0,0.0,-0.225
Gly,0.061,0.097,0.087
GlycA,0.011,0.022,-0.113
HDL_C,0.137,0.195,0.074
HDL_CE,0.126,0.181,0.075
HDL_CE_pct,0.001,0.002,0.155
HDL_CE_pct_C,0.355,0.437,0.041
HDL_C_pct,0.0,0.001,0.174
HDL_FC,0.197,0.266,0.064
HDL_FC_by_CE,0.361,0.443,-0.041
HDL_FC_pct,0.001,0.002,0.162
HDL_FC_pct_C,0.375,0.458,-0.039
HDL_L,0.613,0.686,0.025
HDL_P,0.382,0.465,0.041
HDL_PL,0.904,0.927,-0.006
HDL_PL_pct,0.0,0.0,-0.231
HDL_TG,0.019,0.036,-0.103
HDL_TG_pct,0.019,0.036,-0.107
HDL_size,0.245,0.32,0.058
His,0.628,0.699,0.021
IDL_C,0.0,0.0,0.211
IDL_CE,0.0,0.0,0.208
IDL_CE_pct,0.0,0.001,0.166
IDL_CE_pct_C,0.598,0.672,-0.023
IDL_C_pct,0.0,0.0,0.197
IDL_FC,0.0,0.0,0.216
IDL_FC_by_CE,0.591,0.665,0.024
IDL_FC_pct,0.0,0.001,0.16
IDL_FC_pct_C,0.567,0.643,0.025
IDL_L,0.0,0.0,0.196
IDL_P,0.0,0.0,0.179
IDL_PL,0.0,0.0,0.197
IDL_PL_pct,0.212,0.283,-0.055
IDL_TG,0.257,0.333,-0.05
IDL_TG_pct,0.0,0.0,-0.228
Ile,0.004,0.009,-0.13
LA,0.0,0.0,0.187
LA_pct,0.0,0.0,0.306
LDL_C,0.0,0.0,0.183
LDL_CE,0.0,0.001,0.168
LDL_CE_pct,0.154,0.215,0.063
LDL_CE_pct_C,0.001,0.002,-0.155
LDL_C_pct,0.0,0.0,0.237
LDL_FC,0.0,0.0,0.216
LDL_FC_by_CE,0.001,0.002,0.156
LDL_FC_pct,0.0,0.0,0.196
