met,PValue,adjPVal,logFC
Acetate,0.721,0.78,-0.012
Acetoacetate,0.078,0.12,-0.061
Acetone,0.872,0.902,0.006
Ala,0.08,0.124,-0.06
Albumin,0.42,0.503,-0.028
ApoA1,0.999,0.999,0.0
ApoB,0.31,0.391,0.035
ApoB_by_ApoA1,0.356,0.438,0.032
Cholines,0.818,0.86,-0.008
Citrate,0.33,0.411,0.034
Clinical_LDL_C,0.067,0.106,0.063
Creatinine,0.03,0.053,-0.087
DHA,0.283,0.361,-0.039
DHA_pct,0.555,0.633,0.021
Gln,0.016,0.032,0.083
Glucose,0.0,0.0,-0.178
Gly,0.025,0.045,0.082
GlycA,0.0,0.0,-0.173
HDL_C,0.068,0.107,0.07
HDL_CE,0.054,0.088,0.074
HDL_CE_pct,0.0,0.0,0.162
HDL_CE_pct_C,0.052,0.086,0.067
HDL_C_pct,0.0,0.0,0.175
HDL_FC,0.155,0.217,0.055
HDL_FC_by_CE,0.054,0.088,-0.067
HDL_FC_pct,0.0,0.001,0.135
HDL_FC_pct_C,0.059,0.095,-0.065
HDL_L,0.586,0.661,0.021
HDL_P,0.737,0.793,-0.012
HDL_PL,0.847,0.883,-0.007
HDL_PL_pct,0.0,0.0,-0.211
HDL_TG,0.001,0.002,-0.12
HDL_TG_pct,0.001,0.002,-0.121
HDL_size,0.003,0.006,0.117
His,0.091,0.138,-0.058
IDL_C,0.012,0.025,0.089
IDL_CE,0.014,0.027,0.087
IDL_CE_pct,0.0,0.0,0.134
IDL_CE_pct_C,0.71,0.77,-0.013
IDL_C_pct,0.0,0.0,0.157
IDL_FC,0.011,0.022,0.09
IDL_FC_by_CE,0.706,0.767,0.013
IDL_FC_pct,0.0,0.001,0.12
IDL_FC_pct_C,0.692,0.755,0.014
IDL_L,0.046,0.077,0.07
IDL_P,0.068,0.107,0.063
IDL_PL,0.051,0.084,0.069
IDL_PL_pct,0.342,0.424,-0.033
IDL_TG,0.002,0.005,-0.109
IDL_TG_pct,0.0,0.0,-0.18
Ile,0.008,0.017,-0.093
LA,0.139,0.197,0.051
LA_pct,0.0,0.0,0.242
LDL_C,0.184,0.251,0.046
LDL_CE,0.37,0.452,0.031
LDL_CE_pct,0.459,0.541,-0.025
LDL_CE_pct_C,0.0,0.0,-0.174
LDL_C_pct,0.0,0.0,0.163
LDL_FC,0.014,0.028,0.085
LDL_FC_by_CE,0.0,0.0,0.175
LDL_FC_pct,0.0,0.0,0.191
LDL_FC_pct_C,0.0,0.0,0.175
LDL_L,0.311,0.391,0.035
LDL_P,0.31,0.39,0.035
LDL_PL,0.242,0.317,0.04
LDL_PL_pct,0.328,0.41,0.034
LDL_TG,0.001,0.003,-0.115
LDL_TG_pct,0.0,0.0,-0.168
LDL_size,0.069,0.109,0.064
L_HDL_C,0.001,0.003,0.128
L_HDL_CE,0.001,0.002,0.133
L_HDL_CE_pct,0.0,0.0,0.186
L_HDL_CE_pct_C,0.0,0.0,0.134
L_HDL_C_pct,0.0,0.0,0.179
L_HDL_FC,0.006,0.012,0.109
L_HDL_FC_by_CE,0.0,0.001,-0.13
L_HDL_FC_pct,0.038,0.065,0.075
L_HDL_FC_pct_C,0.0,0.001,-0.124
L_HDL_L,0.01,0.021,0.1
L_HDL_P,0.003,0.008,0.115
L_HDL_PL,0.051,0.083,0.077
L_HDL_PL_pct,0.0,0.0,-0.215
L_HDL_TG,0.304,0.384,-0.037
L_HDL_TG_pct,0.003,0.007,-0.106
L_LDL_C,0.087,0.132,0.059
L_LDL_CE,0.178,0.244,0.046
L_LDL_CE_pct,0.944,0.958,0.002
L_LDL_CE_pct_C,0.0,0.0,-0.184
L_LDL_C_pct,0.0,0.0,0.163
L_LDL_FC,0.008,0.016,0.093
L_LDL_FC_by_CE,0.0,0.0,0.185
L_LDL_FC_pct,0.0,0.0,0.206
L_LDL_FC_pct_C,0.0,0.0,0.186
