met,PValue,adjPVal,logFC
Acetate,0.056,0.091,-0.081
Acetoacetate,0.001,0.002,-0.144
Acetone,0.29,0.369,-0.045
Ala,0.135,0.192,-0.064
Albumin,0.714,0.773,0.016
ApoA1,0.749,0.803,0.015
ApoB,0.006,0.012,0.118
ApoB_by_ApoA1,0.032,0.056,0.093
Cholines,0.287,0.366,0.049
Citrate,0.783,0.831,0.012
Clinical_LDL_C,0.001,0.002,0.144
Creatinine,0.027,0.049,-0.11
DHA,0.847,0.883,-0.009
DHA_pct,0.662,0.729,0.019
Gln,0.386,0.47,0.037
Glucose,0.0,0.0,-0.243
Gly,0.076,0.117,0.08
GlycA,0.002,0.006,-0.131
HDL_C,0.08,0.123,0.084
HDL_CE,0.07,0.109,0.086
HDL_CE_pct,0.0,0.0,0.167
HDL_CE_pct_C,0.217,0.289,0.053
HDL_C_pct,0.0,0.0,0.185
HDL_FC,0.137,0.195,0.072
HDL_FC_by_CE,0.224,0.297,-0.052
HDL_FC_pct,0.0,0.001,0.164
HDL_FC_pct_C,0.239,0.313,-0.051
HDL_L,0.491,0.573,0.033
HDL_P,0.662,0.729,0.02
HDL_PL,0.957,0.968,0.003
HDL_PL_pct,0.0,0.0,-0.228
HDL_TG,0.005,0.012,-0.12
HDL_TG_pct,0.004,0.01,-0.126
HDL_size,0.039,0.067,0.099
His,0.865,0.897,-0.007
IDL_C,0.0,0.001,0.168
IDL_CE,0.0,0.001,0.161
IDL_CE_pct,0.005,0.011,0.122
IDL_CE_pct_C,0.06,0.096,-0.08
IDL_C_pct,0.0,0.0,0.171
IDL_FC,0.0,0.0,0.182
IDL_FC_by_CE,0.059,0.094,0.081
IDL_FC_pct,0.0,0.0,0.186
IDL_FC_pct_C,0.055,0.09,0.082
IDL_L,0.0,0.002,0.153
IDL_P,0.002,0.005,0.134
IDL_PL,0.0,0.001,0.16
IDL_PL_pct,0.971,0.979,-0.002
IDL_TG,0.085,0.13,-0.074
IDL_TG_pct,0.0,0.0,-0.213
Ile,0.0,0.0,-0.189
LA,0.004,0.009,0.124
LA_pct,0.0,0.0,0.286
LDL_C,0.004,0.009,0.124
LDL_CE,0.011,0.023,0.108
