met,PValue,adjPVal,logFC
Acetate,0.571,0.647,-0.02
Acetoacetate,0.045,0.076,-0.071
Acetone,0.952,0.964,0.002
Ala,0.357,0.44,-0.033
Albumin,0.721,0.78,0.013
ApoA1,0.087,0.132,0.066
ApoB,0.003,0.007,0.105
ApoB_by_ApoA1,0.077,0.119,0.064
Cholines,0.024,0.043,0.086
Citrate,0.806,0.85,0.009
Clinical_LDL_C,0.0,0.001,0.134
Creatinine,0.145,0.205,-0.06
DHA,0.98,0.985,-0.001
DHA_pct,0.721,0.779,0.013
Gln,0.007,0.014,0.096
Glucose,0.0,0.0,-0.18
Gly,0.006,0.014,0.102
GlycA,0.0,0.0,-0.156
HDL_C,0.001,0.003,0.129
HDL_CE,0.001,0.003,0.129
HDL_CE_pct,0.0,0.0,0.168
HDL_CE_pct_C,0.43,0.513,0.028
HDL_C_pct,0.0,0.0,0.192
HDL_FC,0.002,0.005,0.124
HDL_FC_by_CE,0.439,0.522,-0.027
HDL_FC_pct,0.0,0.0,0.198
HDL_FC_pct_C,0.462,0.545,-0.026
HDL_L,0.035,0.061,0.083
HDL_P,0.1,0.15,0.062
HDL_PL,0.19,0.258,0.052
HDL_PL_pct,0.0,0.0,-0.25
HDL_TG,0.012,0.025,-0.088
HDL_TG_pct,0.001,0.002,-0.124
HDL_size,0.0,0.001,0.142
His,0.89,0.917,-0.005
IDL_C,0.0,0.0,0.156
IDL_CE,0.0,0.0,0.156
IDL_CE_pct,0.0,0.0,0.158
IDL_CE_pct_C,0.52,0.6,0.023
IDL_C_pct,0.0,0.0,0.169
IDL_FC,0.0,0.0,0.151
IDL_FC_by_CE,0.523,0.603,-0.022
IDL_FC_pct,0.004,0.009,0.101
IDL_FC_pct_C,0.536,0.615,-0.022
IDL_L,0.0,0.0,0.143
IDL_P,0.001,0.002,0.119
IDL_PL,0.0,0.0,0.143
IDL_PL_pct,0.201,0.27,-0.045
IDL_TG,0.159,0.221,-0.05
IDL_TG_pct,0.0,0.0,-0.191
Ile,0.004,0.01,-0.102
LA,0.0,0.0,0.137
LA_pct,0.0,0.0,0.264
LDL_C,0.0,0.001,0.124
LDL_CE,0.002,0.004,0.111
LDL_CE_pct,0.221,0.293,0.043
LDL_CE_pct_C,0.0,0.0,-0.152
LDL_C_pct,0.0,0.0,0.212
LDL_FC,0.0,0.0,0.155
LDL_FC_by_CE,0.0,0.0,0.152
LDL_FC_pct,0.0,0.0,0.185
LDL_FC_pct_C,0.0,0.0,0.153
LDL_L,0.001,0.004,0.113
LDL_P,0.002,0.005,0.11
LDL_PL,0.001,0.004,0.113
LDL_PL_pct,0.179,0.245,-0.048
LDL_TG,0.147,0.208,-0.051
LDL_TG_pct,0.0,0.0,-0.181
LDL_size,0.001,0.004,0.116
L_HDL_C,0.0,0.0,0.169
L_HDL_CE,0.0,0.0,0.172
L_HDL_CE_pct,0.0,0.0,0.201
L_HDL_CE_pct_C,0.004,0.01,0.1
L_HDL_C_pct,0.0,0.0,0.204
L_HDL_FC,0.0,0.001,0.154
L_HDL_FC_by_CE,0.006,0.014,-0.096
