met,PValue,adjPVal,logFC
Acetate,0.043,0.073,-0.085
Acetoacetate,0.001,0.002,-0.143
Acetone,0.216,0.288,-0.052
Ala,0.003,0.006,-0.127
Albumin,0.061,0.097,0.079
ApoA1,0.951,0.963,0.003
ApoB,0.0,0.0,0.226
ApoB_by_ApoA1,0.0,0.0,0.19
Cholines,0.037,0.064,0.094
Citrate,0.518,0.598,0.028
Clinical_LDL_C,0.0,0.0,0.259
Creatinine,0.138,0.197,-0.073
DHA,0.667,0.733,-0.019
DHA_pct,0.6,0.674,-0.023
Gln,0.012,0.024,0.106
Glucose,0.0,0.0,-0.257
Gly,0.0,0.001,0.17
GlycA,0.0,0.0,-0.163
HDL_C,0.094,0.142,0.079
HDL_CE,0.082,0.126,0.082
HDL_CE_pct,0.0,0.0,0.202
HDL_CE_pct_C,0.187,0.255,0.056
HDL_C_pct,0.0,0.0,0.226
HDL_FC,0.163,0.227,0.066
HDL_FC_by_CE,0.192,0.26,-0.055
HDL_FC_pct,0.0,0.0,0.207
HDL_FC_pct_C,0.202,0.272,-0.054
HDL_L,0.783,0.831,0.013
HDL_P,0.481,0.563,0.032
HDL_PL,0.51,0.59,-0.031
HDL_PL_pct,0.0,0.0,-0.323
HDL_TG,0.002,0.005,-0.129
HDL_TG_pct,0.004,0.01,-0.125
HDL_size,0.123,0.178,0.073
His,0.127,0.182,0.064
IDL_C,0.0,0.0,0.263
IDL_CE,0.0,0.0,0.261
IDL_CE_pct,0.0,0.0,0.226
IDL_CE_pct_C,0.926,0.944,0.004
IDL_C_pct,0.0,0.0,0.255
IDL_FC,0.0,0.0,0.263
IDL_FC_by_CE,0.933,0.95,-0.004
IDL_FC_pct,0.0,0.0,0.178
IDL_FC_pct_C,0.961,0.971,-0.002
IDL_L,0.0,0.0,0.243
IDL_P,0.0,0.0,0.219
IDL_PL,0.0,0.0,0.245
IDL_PL_pct,0.122,0.177,-0.065
IDL_TG,0.083,0.127,-0.073
IDL_TG_pct,0.0,0.0,-0.296
Ile,0.003,0.006,-0.129
LA,0.0,0.0,0.233
LA_pct,0.0,0.0,0.378
LDL_C,0.0,0.0,0.241
LDL_CE,0.0,0.0,0.223
LDL_CE_pct,0.01,0.021,0.108
LDL_CE_pct_C,0.0,0.0,-0.186
LDL_C_pct,0.0,0.0,0.319
LDL_FC,0.0,0.0,0.28
LDL_FC_by_CE,0.0,0.0,0.187
LDL_FC_pct,0.0,0.0,0.244
LDL_FC_pct_C,0.0,0.0,0.188
LDL_L,0.0,0.0,0.226
LDL_P,0.0,0.0,0.238
LDL_PL,0.0,0.0,0.234
LDL_PL_pct,0.954,0.966,-0.002
LDL_TG,0.12,0.174,-0.066
LDL_TG_pct,0.0,0.0,-0.306
LDL_size,0.0,0.001,0.162
L_HDL_C,0.016,0.03,0.115
L_HDL_CE,0.01,0.021,0.122
L_HDL_CE_pct,0.0,0.0,0.219
L_HDL_CE_pct_C,0.0,0.001,0.153
L_HDL_C_pct,0.0,0.0,0.211
L_HDL_FC,0.058,0.093,0.091
L_HDL_FC_by_CE,0.0,0.001,-0.147
L_HDL_FC_pct,0.048,0.079,0.088
L_HDL_FC_pct_C,0.001,0.003,-0.139
L_HDL_L,0.121,0.175,0.074
L_HDL_P,0.027,0.048,0.106
L_HDL_PL,0.441,0.524,0.037
L_HDL_PL_pct,0.0,0.0,-0.298
L_HDL_TG,0.132,0.189,-0.066
L_HDL_TG_pct,0.028,0.05,-0.096
L_LDL_C,0.0,0.0,0.253
L_LDL_CE,0.0,0.0,0.24
L_LDL_CE_pct,0.001,0.003,0.136
L_LDL_CE_pct_C,0.0,0.0,-0.197
L_LDL_C_pct,0.0,0.0,0.312
L_LDL_FC,0.0,0.0,0.284
L_LDL_FC_by_CE,0.0,0.0,0.198
L_LDL_FC_pct,0.0,0.0,0.266
L_LDL_FC_pct_C,0.0,0.0,0.2
L_LDL_L,0.0,0.0,0.239
L_LDL_P,0.0,0.0,0.253
L_LDL_PL,0.0,0.0,0.244
