met,PValue,adjPVal,logFC
Acetate,0.143,0.202,-0.051
Acetoacetate,0.033,0.057,-0.075
Acetone,0.943,0.958,-0.002
Ala,0.429,0.513,-0.028
Albumin,0.812,0.855,-0.008
ApoA1,0.028,0.05,0.085
ApoB,0.001,0.003,0.114
ApoB_by_ApoA1,0.085,0.13,0.061
Cholines,0.006,0.013,0.104
Citrate,0.454,0.536,0.027
Clinical_LDL_C,0.0,0.0,0.148
Creatinine,0.074,0.115,-0.073
DHA,0.979,0.985,0.001
DHA_pct,0.864,0.896,0.006
Gln,0.084,0.128,0.061
Glucose,0.0,0.0,-0.152
Gly,0.007,0.015,0.1
GlycA,0.0,0.0,-0.138
HDL_C,0.0,0.001,0.148
HDL_CE,0.0,0.001,0.147
HDL_CE_pct,0.0,0.0,0.168
HDL_CE_pct_C,0.431,0.515,0.028
HDL_C_pct,0.0,0.0,0.193
HDL_FC,0.0,0.001,0.144
HDL_FC_by_CE,0.44,0.523,-0.027
HDL_FC_pct,0.0,0.0,0.2
HDL_FC_pct_C,0.461,0.544,-0.026
HDL_L,0.008,0.017,0.104
HDL_P,0.032,0.056,0.08
HDL_PL,0.063,0.101,0.072
HDL_PL_pct,0.0,0.0,-0.245
HDL_TG,0.011,0.023,-0.089
HDL_TG_pct,0.0,0.001,-0.13
HDL_size,0.0,0.0,0.152
His,0.932,0.949,-0.003
IDL_C,0.0,0.0,0.171
IDL_CE,0.0,0.0,0.168
IDL_CE_pct,0.0,0.0,0.147
IDL_CE_pct_C,0.37,0.453,-0.031
IDL_C_pct,0.0,0.0,0.179
IDL_FC,0.0,0.0,0.177
IDL_FC_by_CE,0.366,0.449,0.032
IDL_FC_pct,0.0,0.0,0.153
IDL_FC_pct_C,0.349,0.432,0.033
IDL_L,0.0,0.0,0.157
IDL_P,0.0,0.001,0.126
IDL_PL,0.0,0.0,0.162
IDL_PL_pct,0.457,0.539,-0.026
IDL_TG,0.077,0.12,-0.062
IDL_TG_pct,0.0,0.0,-0.214
Ile,0.0,0.001,-0.128
LA,0.0,0.0,0.141
LA_pct,0.0,0.0,0.25
LDL_C,0.0,0.0,0.138
LDL_CE,0.0,0.001,0.124
LDL_CE_pct,0.076,0.117,0.062
LDL_CE_pct_C,0.0,0.0,-0.158
LDL_C_pct,0.0,0.0,0.238
LDL_FC,0.0,0.0,0.171
LDL_FC_by_CE,0.0,0.0,0.158
LDL_FC_pct,0.0,0.0,0.197
LDL_FC_pct_C,0.0,0.0,0.158
LDL_L,0.0,0.001,0.126
LDL_P,0.001,0.002,0.118
LDL_PL,0.0,0.001,0.124
LDL_PL_pct,0.113,0.165,-0.056
LDL_TG,0.08,0.122,-0.062
LDL_TG_pct,0.0,0.0,-0.204
LDL_size,0.011,0.023,0.091
L_HDL_C,0.0,0.0,0.182
L_HDL_CE,0.0,0.0,0.186
L_HDL_CE_pct,0.0,0.0,0.2
L_HDL_CE_pct_C,0.0,0.001,0.124
L_HDL_C_pct,0.0,0.0,0.199
L_HDL_FC,0.0,0.0,0.167
L_HDL_FC_by_CE,0.0,0.001,-0.122
L_HDL_FC_pct,0.005,0.011,0.104
L_HDL_FC_pct_C,0.001,0.002,-0.117
L_HDL_L,0.0,0.0,0.158
L_HDL_P,0.0,0.0,0.176
L_HDL_PL,0.001,0.003,0.133
L_HDL_PL_pct,0.0,0.0,-0.247
L_HDL_TG,0.856,0.89,0.007
L_HDL_TG_pct,0.002,0.006,-0.111
L_LDL_C,0.0,0.0,0.154
L_LDL_CE,0.0,0.0,0.142
L_LDL_CE_pct,0.026,0.048,0.077
L_LDL_CE_pct_C,0.0,0.0,-0.176
L_LDL_C_pct,0.0,0.0,0.232
L_LDL_FC,0.0,0.0,0.183
L_LDL_FC_by_CE,0.0,0.0,0.176
L_LDL_FC_pct,0.0,0.0,0.222
L_LDL_FC_pct_C,0.0,0.0,0.178
L_LDL_L,0.0,0.0,0.142
L_LDL_P,0.0,0.001,0.125
L_LDL_PL,0.0,0.0,0.14
