met,PValue,adjPVal,logFC
Acetate,0.055,0.09,-0.085
Acetoacetate,0.007,0.016,-0.119
Acetone,0.536,0.615,-0.028
Ala,0.13,0.187,-0.068
Albumin,0.271,0.348,0.049
ApoA1,0.31,0.39,0.05
ApoB,0.0,0.0,0.205
ApoB_by_ApoA1,0.001,0.003,0.151
Cholines,0.007,0.015,0.129
Citrate,0.85,0.885,-0.009
Clinical_LDL_C,0.0,0.0,0.24
Creatinine,0.41,0.493,-0.043
DHA,0.78,0.829,0.013
DHA_pct,0.869,0.9,-0.008
Gln,0.183,0.25,0.06
Glucose,0.0,0.0,-0.245
Gly,0.04,0.068,0.097
GlycA,0.017,0.033,-0.107
HDL_C,0.03,0.053,0.109
HDL_CE,0.026,0.047,0.111
HDL_CE_pct,0.0,0.0,0.186
HDL_CE_pct_C,0.247,0.323,0.052
HDL_C_pct,0.0,0.0,0.207
HDL_FC,0.056,0.091,0.096
HDL_FC_by_CE,0.252,0.328,-0.051
HDL_FC_pct,0.0,0.0,0.189
HDL_FC_pct_C,0.265,0.342,-0.05
HDL_L,0.279,0.358,0.054
HDL_P,0.087,0.132,0.082
HDL_PL,0.733,0.789,0.017
HDL_PL_pct,0.0,0.0,-0.281
HDL_TG,0.017,0.033,-0.106
HDL_TG_pct,0.007,0.016,-0.124
HDL_size,0.18,0.246,0.067
His,0.194,0.262,0.058
IDL_C,0.0,0.0,0.243
IDL_CE,0.0,0.0,0.239
IDL_CE_pct,0.0,0.0,0.177
IDL_CE_pct_C,0.689,0.752,-0.018
IDL_C_pct,0.0,0.0,0.209
IDL_FC,0.0,0.0,0.248
IDL_FC_by_CE,0.683,0.747,0.018
IDL_FC_pct,0.0,0.001,0.164
IDL_FC_pct_C,0.662,0.729,0.019
IDL_L,0.0,0.0,0.229
IDL_P,0.0,0.0,0.203
IDL_PL,0.0,0.0,0.229
IDL_PL_pct,0.13,0.187,-0.067
IDL_TG,0.475,0.557,-0.032
IDL_TG_pct,0.0,0.0,-0.238
Ile,0.023,0.042,-0.103
LA,0.0,0.0,0.23
LA_pct,0.0,0.0,0.325
LDL_C,0.0,0.0,0.226
LDL_CE,0.0,0.0,0.211
LDL_CE_pct,0.081,0.124,0.078
LDL_CE_pct_C,0.0,0.001,-0.159
LDL_C_pct,0.0,0.0,0.257
LDL_FC,0.0,0.0,0.259
LDL_FC_by_CE,0.0,0.001,0.16
LDL_FC_pct,0.0,0.0,0.205
LDL_FC_pct_C,0.0,0.001,0.161
LDL_L,0.0,0.0,0.216
LDL_P,0.0,0.0,0.213
LDL_PL,0.0,0.0,0.222
LDL_PL_pct,0.801,0.846,-0.011
LDL_TG,0.603,0.677,-0.023
LDL_TG_pct,0.0,0.0,-0.243
LDL_size,0.001,0.004,0.146
L_HDL_C,0.02,0.037,0.117
L_HDL_CE,0.015,0.029,0.123
L_HDL_CE_pct,0.0,0.0,0.193
L_HDL_CE_pct_C,0.005,0.011,0.126
L_HDL_C_pct,0.0,0.0,0.188
L_HDL_FC,0.055,0.089,0.098
L_HDL_FC_by_CE,0.007,0.015,-0.12
L_HDL_FC_pct,0.056,0.091,0.09
L_HDL_FC_pct_C,0.012,0.024,-0.112
L_HDL_L,0.095,0.142,0.085
L_HDL_P,0.027,0.049,0.112
L_HDL_PL,0.266,0.343,0.057
L_HDL_PL_pct,0.0,0.0,-0.237
L_HDL_TG,0.216,0.287,-0.057
L_HDL_TG_pct,0.024,0.044,-0.105
L_LDL_C,0.0,0.0,0.239
L_LDL_CE,0.0,0.0,0.228
L_LDL_CE_pct,0.009,0.019,0.115
L_LDL_CE_pct_C,0.0,0.002,-0.159
L_LDL_C_pct,0.0,0.0,0.257
L_LDL_FC,0.0,0.0,0.262
L_LDL_FC_by_CE,0.0,0.002,0.159
L_LDL_FC_pct,0.0,0.0,0.216
L_LDL_FC_pct_C,0.0,0.001,0.161
L_LDL_L,0.0,0.0,0.228
L_LDL_P,0.0,0.0,0.226
L_LDL_PL,0.0,0.0,0.231
L_LDL_PL_pct,0.702,0.763,-0.017
L_LDL_TG,0.691,0.754,-0.018
L_LDL_TG_pct,0.0,0.0,-0.247
L_VLDL_C,0.493,0.574,0.031
L_VLDL_CE,0.13,0.187,0.068
L_VLDL_CE_pct,0.0,0.001,0.167
L_VLDL_CE_pct_C,0.0,0.0,0.217
L_VLDL_C_pct,0.007,0.016,0.119
L_VLDL_FC,0.893,0.919,-0.006
L_VLDL_FC_by_CE,0.0,0.0,-0.217
L_VLDL_FC_pct,0.756,0.809,-0.014
L_VLDL_FC_pct_C,0.0,0.0,-0.214
L_VLDL_L,0.781,0.83,-0.013
L_VLDL_P,0.624,0.696,-0.022
L_VLDL_PL,0.594,0.668,-0.025
L_VLDL_PL_pct,0.483,0.565,-0.032
L_VLDL_TG,0.482,0.564,-0.032
L_VLDL_TG_pct,0.266,0.344,-0.049
Lactate,0.126,0.181,0.07
Leu,0.271,0.349,-0.051
MUFA,0.56,0.637,-0.026
MUFA_pct,0.007,0.015,-0.125
M_HDL_C,0.407,0.491,0.04
M_HDL_CE,0.414,0.497,0.04
M_HDL_CE_pct,0.001,0.003,0.148
M_HDL_CE_pct_C,0.555,0.632,-0.028
M_HDL_C_pct,0.0,0.001,0.168
M_HDL_FC,0.39,0.473,0.042
M_HDL_FC_by_CE,0.542,0.621,0.029
M_HDL_FC_pct,0.001,0.003,0.167
M_HDL_FC_pct_C,0.527,0.607,0.03
M_HDL_L,0.884,0.912,-0.007
M_HDL_P,0.615,0.687,0.025
M_HDL_PL,0.438,0.521,-0.037
M_HDL_PL_pct,0.0,0.0,-0.225
M_HDL_TG,0.005,0.012,-0.124
M_HDL_TG_pct,0.009,0.019,-0.119
M_LDL_C,0.0,0.0,0.193
M_LDL_CE,0.0,0.001,0.17
M_LDL_CE_pct,0.681,0.745,-0.018
M_LDL_CE_pct_C,0.002,0.005,-0.142
M_LDL_C_pct,0.0,0.0,0.184
M_LDL_FC,0.0,0.0,0.244
M_LDL_FC_by_CE,0.002,0.005,0.142
M_LDL_FC_pct,0.0,0.0,0.179
M_LDL_FC_pct_C,0.002,0.005,0.142
M_LDL_L,0.0,0.0,0.185
M_LDL_P,0.0,0.0,0.175
M_LDL_PL,0.0,0.0,0.194
M_LDL_PL_pct,0.345,0.427,0.042
M_LDL_TG,0.577,0.653,-0.025
M_LDL_TG_pct,0.0,0.0,-0.23
M_VLDL_C,0.0,0.0,0.231
M_VLDL_CE,0.0,0.0,0.265
M_VLDL_CE_pct,0.0,0.0,0.248
M_VLDL_CE_pct_C,0.0,0.0,0.222
M_VLDL_C_pct,0.0,0.0,0.25
M_VLDL_FC,0.0,0.0,0.178
M_VLDL_FC_by_CE,0.022,0.041,-0.102
M_VLDL_FC_pct,0.0,0.0,0.249
M_VLDL_FC_pct_C,0.0,0.0,-0.235
M_VLDL_L,0.017,0.032,0.107
M_VLDL_P,0.002,0.005,0.138
M_VLDL_PL,0.001,0.002,0.15
M_VLDL_PL_pct,0.0,0.0,0.248
M_VLDL_TG,0.947,0.961,-0.003
M_VLDL_TG_pct,0.0,0.0,-0.244
Omega_3,0.536,0.615,-0.029
Omega_3_pct,0.282,0.36,-0.05
Omega_3_pct_PUFA,0.027,0.049,-0.102
Omega_6,0.0,0.0,0.191
Omega_6_by_Omega_3,0.094,0.141,0.077
Omega_6_pct,0.0,0.0,0.217
Omega_6_pct_PUFA,0.015,0.028,0.112
PUFA,0.001,0.003,0.152
PUFA_by_MUFA,0.001,0.002,0.153
PUFA_pct,0.0,0.0,0.186
Phe,0.024,0.044,-0.1
Phosphatidylc,0.019,0.036,0.112
Phosphoglyc,0.069,0.109,0.086
Pyruvate,0.379,0.462,-0.04
Remnant_C,0.0,0.0,0.193
SFA,0.757,0.809,-0.014
SFA_pct,0.0,0.0,-0.17
S_HDL_C,0.184,0.251,0.059
S_HDL_CE,0.194,0.263,0.058
S_HDL_CE_pct,0.0,0.001,0.159
S_HDL_CE_pct_C,0.906,0.929,0.005
S_HDL_C_pct,0.0,0.0,0.211
S_HDL_FC,0.226,0.299,0.055
S_HDL_FC_by_CE,0.905,0.928,-0.006
S_HDL_FC_pct,0.0,0.0,0.194
S_HDL_FC_pct_C,0.909,0.932,-0.005
S_HDL_L,0.696,0.758,-0.017
S_HDL_P,0.262,0.339,0.05
S_HDL_PL,0.298,0.378,-0.047
S_HDL_PL_pct,0.0,0.0,-0.195
S_HDL_TG,0.011,0.022,-0.116
S_HDL_TG_pct,0.005,0.012,-0.13
S_LDL_C,0.0,0.0,0.213
S_LDL_CE,0.0,0.0,0.187
S_LDL_CE_pct,0.885,0.913,0.006
S_LDL_CE_pct_C,0.003,0.008,-0.131
S_LDL_C_pct,0.0,0.0,0.179
S_LDL_FC,0.0,0.0,0.258
S_LDL_FC_by_CE,0.003,0.008,0.132
S_LDL_FC_pct,0.0,0.0,0.172
S_LDL_FC_pct_C,0.003,0.007,0.133
S_LDL_L,0.0,0.0,0.205
S_LDL_P,0.0,0.0,0.188
S_LDL_PL,0.0,0.0,0.224
S_LDL_PL_pct,0.87,0.901,0.007
S_LDL_TG,0.367,0.45,-0.041
S_LDL_TG_pct,0.0,0.0,-0.213
S_VLDL_C,0.001,0.002,0.151
S_VLDL_CE,0.003,0.008,0.131
S_VLDL_CE_pct,0.0,0.0,0.195
S_VLDL_CE_pct_C,0.001,0.002,-0.157
S_VLDL_C_pct,0.0,0.0,0.24
S_VLDL_FC,0.0,0.0,0.185
S_VLDL_FC_by_CE,0.001,0.002,0.155
S_VLDL_FC_pct,0.0,0.0,0.263
S_VLDL_FC_pct_C,0.0,0.001,0.163
S_VLDL_L,0.126,0.182,0.069
S_VLDL_P,0.172,0.237,0.061
S_VLDL_PL,0.002,0.005,0.139
S_VLDL_PL_pct,0.0,0.0,0.266
S_VLDL_TG,0.224,0.297,-0.055
S_VLDL_TG_pct,0.0,0.0,-0.244
Sphingomyelins,0.0,0.0,0.193
TG_by_PG,0.023,0.042,-0.108
Total_BCAA,0.092,0.139,-0.077
Total_C,0.0,0.0,0.235
Total_CE,0.0,0.0,0.239
Total_CE_pct,0.0,0.0,0.232
Total_CE_pct_C,0.542,0.621,-0.028
Total_C_pct,0.0,0.0,0.248
Total_FA,0.433,0.516,0.035
Total_FC,0.0,0.0,0.224
Total_FC_by_CE,0.539,0.618,0.028
Total_FC_pct,0.0,0.0,0.264
Total_FC_pct_C,0.526,0.605,0.029
Total_L,0.001,0.003,0.148
Total_P,0.017,0.032,0.114
Total_PL,0.003,0.007,0.14
Total_PL_pct,0.024,0.044,-0.105
Total_TG,0.199,0.268,-0.058
Total_TG_pct,0.001,0.002,-0.159
Tyr,0.22,0.292,-0.055
Unsaturation,0.017,0.032,0.111
VLDL_C,0.006,0.013,0.123
VLDL_CE,0.001,0.002,0.151
VLDL_CE_pct,0.0,0.0,0.21
VLDL_CE_pct_C,0.0,0.0,0.194
VLDL_C_pct,0.0,0.0,0.214
VLDL_FC,0.067,0.105,0.082
VLDL_FC_by_CE,0.0,0.0,-0.195
VLDL_FC_pct,0.0,0.0,0.225
VLDL_FC_pct_C,0.0,0.0,-0.192
VLDL_L,0.666,0.732,0.019
