met,PValue,adjPVal,logFC
Acetate,0.237,0.311,-0.049
Acetoacetate,0.002,0.005,-0.128
Acetone,0.258,0.335,-0.047
Ala,0.47,0.553,-0.03
Albumin,0.457,0.539,0.031
ApoA1,0.051,0.084,0.088
ApoB,0.0,0.001,0.154
ApoB_by_ApoA1,0.028,0.049,0.092
Cholines,0.004,0.009,0.128
Citrate,0.861,0.894,0.007
Clinical_LDL_C,0.0,0.0,0.193
Creatinine,0.131,0.187,-0.073
DHA,0.566,0.643,0.025
DHA_pct,0.668,0.734,0.018
Gln,0.028,0.05,0.091
Glucose,0.0,0.0,-0.199
Gly,0.003,0.007,0.131
GlycA,0.0,0.001,-0.159
HDL_C,0.001,0.003,0.152
HDL_CE,0.001,0.003,0.152
HDL_CE_pct,0.0,0.0,0.185
HDL_CE_pct_C,0.352,0.434,0.039
HDL_C_pct,0.0,0.0,0.21
HDL_FC,0.002,0.005,0.145
HDL_FC_by_CE,0.365,0.448,-0.038
HDL_FC_pct,0.0,0.0,0.212
HDL_FC_pct_C,0.397,0.481,-0.035
HDL_L,0.026,0.047,0.103
HDL_P,0.02,0.037,0.103
HDL_PL,0.14,0.199,0.068
HDL_PL_pct,0.0,0.0,-0.276
HDL_TG,0.037,0.064,-0.086
HDL_TG_pct,0.003,0.007,-0.128
HDL_size,0.003,0.008,0.136
His,0.518,0.598,0.027
IDL_C,0.0,0.0,0.217
IDL_CE,0.0,0.0,0.216
IDL_CE_pct,0.0,0.0,0.195
IDL_CE_pct_C,0.692,0.755,0.016
IDL_C_pct,0.0,0.0,0.214
IDL_FC,0.0,0.0,0.215
IDL_FC_by_CE,0.704,0.765,-0.016
IDL_FC_pct,0.001,0.002,0.14
IDL_FC_pct_C,0.748,0.802,-0.013
IDL_L,0.0,0.0,0.2
IDL_P,0.0,0.0,0.163
IDL_PL,0.0,0.0,0.198
IDL_PL_pct,0.065,0.103,-0.076
IDL_TG,0.205,0.275,-0.053
IDL_TG_pct,0.0,0.0,-0.237
Ile,0.009,0.019,-0.109
LA,0.0,0.0,0.192
LA_pct,0.0,0.0,0.31
LDL_C,0.0,0.0,0.182
