met,PValue,adjPVal,logFC
Acetate,0.01,0.021,-0.091
Acetoacetate,0.016,0.032,-0.085
Acetone,0.64,0.71,-0.017
Ala,0.412,0.495,-0.029
Albumin,0.6,0.674,-0.019
ApoA1,0.933,0.95,0.003
ApoB,0.014,0.028,0.086
ApoB_by_ApoA1,0.053,0.086,0.07
Cholines,0.513,0.593,0.025
Citrate,0.577,0.653,0.02
Clinical_LDL_C,0.002,0.005,0.109
Creatinine,0.192,0.26,-0.054
DHA,0.917,0.938,-0.004
DHA_pct,0.586,0.661,0.02
Gln,0.903,0.927,0.004
Glucose,0.0,0.0,-0.22
Gly,0.027,0.048,0.083
GlycA,0.002,0.005,-0.111
HDL_C,0.16,0.223,0.056
HDL_CE,0.137,0.196,0.059
HDL_CE_pct,0.0,0.001,0.138
HDL_CE_pct_C,0.105,0.156,0.058
HDL_C_pct,0.0,0.0,0.149
HDL_FC,0.281,0.36,0.043
HDL_FC_by_CE,0.108,0.159,-0.057
HDL_FC_pct,0.002,0.006,0.116
HDL_FC_pct_C,0.115,0.168,-0.056
HDL_L,0.738,0.794,0.013
HDL_P,0.748,0.802,0.012
HDL_PL,0.749,0.803,-0.013
HDL_PL_pct,0.0,0.0,-0.193
HDL_TG,0.01,0.02,-0.092
HDL_TG_pct,0.012,0.024,-0.092
HDL_size,0.097,0.145,0.066
His,0.171,0.236,-0.049
IDL_C,0.002,0.005,0.114
IDL_CE,0.002,0.005,0.112
IDL_CE_pct,0.004,0.009,0.105
IDL_CE_pct_C,0.581,0.656,-0.02
IDL_C_pct,0.0,0.001,0.126
IDL_FC,0.001,0.004,0.117
IDL_FC_by_CE,0.579,0.654,0.02
IDL_FC_pct,0.003,0.008,0.104
IDL_FC_pct_C,0.572,0.649,0.02
IDL_L,0.005,0.011,0.103
IDL_P,0.013,0.026,0.088
IDL_PL,0.003,0.008,0.108
IDL_PL_pct,0.994,0.995,-0.0
IDL_TG,0.065,0.103,-0.066
IDL_TG_pct,0.0,0.0,-0.158
Ile,0.0,0.001,-0.131
LA,0.01,0.02,0.092
LA_pct,0.0,0.0,0.221
LDL_C,0.005,0.012,0.099
LDL_CE,0.013,0.027,0.087
LDL_CE_pct,0.318,0.398,0.035
LDL_CE_pct_C,0.001,0.002,-0.122
LDL_C_pct,0.0,0.0,0.171
LDL_FC,0.0,0.001,0.126
LDL_FC_by_CE,0.001,0.002,0.122
LDL_FC_pct,0.0,0.0,0.149
LDL_FC_pct_C,0.001,0.002,0.123
LDL_L,0.012,0.024,0.089
LDL_P,0.009,0.018,0.093
LDL_PL,0.008,0.018,0.093
LDL_PL_pct,0.804,0.848,0.009
LDL_TG,0.059,0.094,-0.067
LDL_TG_pct,0.0,0.0,-0.166
LDL_size,0.011,0.023,0.092
L_HDL_C,0.03,0.053,0.087
L_HDL_CE,0.022,0.04,0.092
L_HDL_CE_pct,0.0,0.0,0.144
L_HDL_CE_pct_C,0.0,0.001,0.131
L_HDL_C_pct,0.0,0.001,0.133
L_HDL_FC,0.09,0.136,0.069
L_HDL_FC_by_CE,0.0,0.001,-0.131
L_HDL_FC_pct,0.419,0.503,0.03
L_HDL_FC_pct_C,0.0,0.001,-0.129
L_HDL_L,0.117,0.17,0.063
L_HDL_P,0.046,0.077,0.081
L_HDL_PL,0.287,0.366,0.043
L_HDL_PL_pct,0.0,0.0,-0.172
L_HDL_TG,0.286,0.365,-0.039
L_HDL_TG_pct,0.045,0.075,-0.074
L_LDL_C,0.002,0.006,0.108
L_LDL_CE,0.005,0.012,0.099
L_LDL_CE_pct,0.115,0.168,0.055
L_LDL_CE_pct_C,0.001,0.002,-0.125
L_LDL_C_pct,0.0,0.0,0.166
L_LDL_FC,0.0,0.001,0.13
L_LDL_FC_by_CE,0.001,0.002,0.126
L_LDL_FC_pct,0.0,0.0,0.159
L_LDL_FC_pct_C,0.0,0.001,0.127
L_LDL_L,0.006,0.012,0.099
L_LDL_P,0.004,0.01,0.101
L_LDL_PL,0.004,0.01,0.102
L_LDL_PL_pct,0.756,0.809,0.011
L_LDL_TG,0.07,0.11,-0.064
L_LDL_TG_pct,0.0,0.0,-0.169
L_VLDL_C,0.629,0.699,-0.018
L_VLDL_CE,0.839,0.876,0.007
L_VLDL_CE_pct,0.002,0.004,0.115
L_VLDL_CE_pct_C,0.0,0.001,0.138
L_VLDL_C_pct,0.013,0.026,0.088
L_VLDL_FC,0.256,0.332,-0.042
L_VLDL_FC_by_CE,0.0,0.001,-0.139
L_VLDL_FC_pct,0.801,0.846,0.009
L_VLDL_FC_pct_C,0.0,0.001,-0.133
L_VLDL_L,0.204,0.274,-0.046
L_VLDL_P,0.138,0.196,-0.054
L_VLDL_PL,0.167,0.231,-0.051
L_VLDL_PL_pct,0.54,0.619,-0.022
L_VLDL_TG,0.111,0.162,-0.058
L_VLDL_TG_pct,0.297,0.377,-0.037
Lactate,0.108,0.159,0.058
Leu,0.002,0.005,-0.114
MUFA,0.021,0.04,-0.082
MUFA_pct,0.001,0.002,-0.126
M_HDL_C,0.914,0.935,0.004
M_HDL_CE,0.899,0.924,0.005
M_HDL_CE_pct,0.002,0.004,0.114
M_HDL_CE_pct_C,0.682,0.746,0.016
M_HDL_C_pct,0.001,0.003,0.121
M_HDL_FC,0.975,0.982,0.001
M_HDL_FC_by_CE,0.679,0.744,-0.016
M_HDL_FC_pct,0.023,0.043,0.09
M_HDL_FC_pct_C,0.68,0.744,-0.016
M_HDL_L,0.39,0.473,-0.033
M_HDL_P,0.802,0.847,-0.01
M_HDL_PL,0.148,0.209,-0.055
M_HDL_PL_pct,0.0,0.0,-0.156
M_HDL_TG,0.004,0.009,-0.103
M_HDL_TG_pct,0.018,0.035,-0.086
M_LDL_C,0.03,0.054,0.076
M_LDL_CE,0.082,0.126,0.061
M_LDL_CE_pct,0.807,0.851,-0.009
M_LDL_CE_pct_C,0.005,0.012,-0.101
M_LDL_C_pct,0.0,0.0,0.139
M_LDL_FC,0.001,0.004,0.113
M_LDL_FC_by_CE,0.005,0.012,0.101
M_LDL_FC_pct,0.0,0.001,0.13
M_LDL_FC_pct_C,0.005,0.011,0.102
M_LDL_L,0.053,0.086,0.068
M_LDL_P,0.034,0.059,0.075
M_LDL_PL,0.043,0.072,0.072
M_LDL_PL_pct,0.832,0.871,0.008
M_LDL_TG,0.058,0.094,-0.067
M_LDL_TG_pct,0.0,0.0,-0.156
M_VLDL_C,0.002,0.006,0.107
M_VLDL_CE,0.0,0.001,0.135
M_VLDL_CE_pct,0.0,0.0,0.159
M_VLDL_CE_pct_C,0.0,0.0,0.164
M_VLDL_C_pct,0.0,0.0,0.157
M_VLDL_FC,0.049,0.08,0.07
M_VLDL_FC_by_CE,0.0,0.001,-0.128
M_VLDL_FC_pct,0.0,0.0,0.153
M_VLDL_FC_pct_C,0.0,0.0,-0.158
M_VLDL_L,0.53,0.609,0.022
M_VLDL_P,0.209,0.28,0.044
M_VLDL_PL,0.157,0.219,0.05
M_VLDL_PL_pct,0.0,0.0,0.141
M_VLDL_TG,0.238,0.312,-0.043
M_VLDL_TG_pct,0.0,0.0,-0.149
Omega_3,0.156,0.218,-0.052
Omega_3_pct,0.309,0.389,-0.037
Omega_3_pct_PUFA,0.025,0.045,-0.082
Omega_6,0.089,0.135,0.062
Omega_6_by_Omega_3,0.015,0.029,0.088
Omega_6_pct,0.0,0.0,0.175
Omega_6_pct_PUFA,0.034,0.059,0.077
PUFA,0.29,0.369,0.039
PUFA_by_MUFA,0.0,0.0,0.141
PUFA_pct,0.0,0.0,0.157
Phe,0.026,0.048,-0.078
Phosphatidylc,0.753,0.806,0.012
Phosphoglyc,0.888,0.915,-0.005
Pyruvate,0.56,0.638,0.021
Remnant_C,0.034,0.059,0.075
SFA,0.054,0.088,-0.069
SFA_pct,0.001,0.004,-0.114
S_HDL_C,0.599,0.673,-0.019
S_HDL_CE,0.64,0.709,-0.017
S_HDL_CE_pct,0.004,0.008,0.104
S_HDL_CE_pct_C,0.88,0.909,0.006
S_HDL_C_pct,0.0,0.0,0.137
S_HDL_FC,0.537,0.616,-0.022
S_HDL_FC_by_CE,0.877,0.907,-0.006
S_HDL_FC_pct,0.001,0.003,0.124
S_HDL_FC_pct_C,0.87,0.901,-0.006
S_HDL_L,0.053,0.086,-0.069
S_HDL_P,0.491,0.572,-0.024
S_HDL_PL,0.018,0.034,-0.084
S_HDL_PL_pct,0.002,0.006,-0.112
S_HDL_TG,0.003,0.007,-0.108
S_HDL_TG_pct,0.01,0.021,-0.095
S_LDL_C,0.013,0.026,0.088
S_LDL_CE,0.047,0.077,0.07
S_LDL_CE_pct,0.759,0.812,-0.011
S_LDL_CE_pct_C,0.006,0.013,-0.099
S_LDL_C_pct,0.002,0.005,0.109
S_LDL_FC,0.0,0.001,0.125
S_LDL_FC_by_CE,0.006,0.013,0.098
S_LDL_FC_pct,0.001,0.002,0.12
S_LDL_FC_pct_C,0.007,0.014,0.097
S_LDL_L,0.023,0.042,0.08
S_LDL_P,0.044,0.073,0.071
S_LDL_PL,0.007,0.016,0.095
S_LDL_PL_pct,0.483,0.565,0.025
S_LDL_TG,0.043,0.072,-0.072
S_LDL_TG_pct,0.0,0.0,-0.15
S_VLDL_C,0.128,0.184,0.054
S_VLDL_CE,0.24,0.315,0.042
S_VLDL_CE_pct,0.001,0.002,0.121
S_VLDL_CE_pct_C,0.009,0.019,-0.096
S_VLDL_C_pct,0.0,0.0,0.15
S_VLDL_FC,0.035,0.06,0.075
S_VLDL_FC_by_CE,0.011,0.023,0.093
S_VLDL_FC_pct,0.0,0.0,0.166
S_VLDL_FC_pct_C,0.006,0.013,0.102
S_VLDL_L,0.983,0.987,-0.001
S_VLDL_P,0.873,0.904,-0.006
S_VLDL_PL,0.231,0.305,0.042
S_VLDL_PL_pct,0.0,0.0,0.163
S_VLDL_TG,0.046,0.077,-0.072
S_VLDL_TG_pct,0.0,0.0,-0.151
Sphingomyelins,0.024,0.044,0.086
TG_by_PG,0.018,0.034,-0.089
Total_BCAA,0.0,0.002,-0.127
Total_C,0.006,0.013,0.1
Total_CE,0.005,0.011,0.103
Total_CE_pct,0.0,0.0,0.16
Total_CE_pct_C,0.753,0.807,0.011
Total_C_pct,0.0,0.0,0.166
Total_FA,0.232,0.306,-0.043
Total_FC,0.011,0.022,0.092
Total_FC_by_CE,0.759,0.811,-0.011
Total_FC_pct,0.0,0.0,0.165
Total_FC_pct_C,0.785,0.833,-0.01
Total_L,0.32,0.401,0.036
Total_P,0.487,0.569,0.026
Total_PL,0.394,0.478,0.032
Total_PL_pct,0.388,0.471,-0.032
Total_TG,0.028,0.05,-0.079
Total_TG_pct,0.001,0.004,-0.12
Tyr,0.222,0.294,-0.044
Unsaturation,0.03,0.053,0.08
VLDL_C,0.345,0.427,0.033
VLDL_CE,0.135,0.193,0.053
VLDL_CE_pct,0.0,0.001,0.139
VLDL_CE_pct_C,0.0,0.001,0.134
VLDL_C_pct,0.0,0.0,0.141
VLDL_FC,0.848,0.884,0.007
VLDL_FC_by_CE,0.0,0.001,-0.135
VLDL_FC_pct,0.0,0.0,0.146
VLDL_FC_pct_C,0.0,0.001,-0.131
VLDL_L,0.363,0.446,-0.033
VLDL_P,0.809,0.852,0.009
VLDL_PL,0.722,0.78,-0.013
VLDL_PL_pct,0.001,0.003,0.118
VLDL_TG,0.041,0.069,-0.074
VLDL_TG_pct,0.0,0.001,-0.132
VLDL_size,0.059,0.095,-0.071
Val,0.001,0.002,-0.121
XL_HDL_C,0.004,0.01,0.113
XL_HDL_CE,0.004,0.009,0.114
XL_HDL_CE_pct,0.001,0.002,0.119
XL_HDL_CE_pct_C,0.037,0.063,0.08
XL_HDL_C_pct,0.035,0.06,0.079
XL_HDL_FC,0.007,0.015,0.103
XL_HDL_FC_by_CE,0.346,0.428,-0.033
XL_HDL_FC_pct,0.553,0.631,-0.024
XL_HDL_FC_pct_C,0.025,0.046,-0.088
XL_HDL_L,0.02,0.037,0.092
XL_HDL_P,0.01,0.02,0.102
XL_HDL_PL,0.054,0.088,0.076
XL_HDL_PL_pct,0.659,0.726,-0.016
XL_HDL_TG,0.458,0.541,-0.027
XL_HDL_TG_pct,0.017,0.033,-0.088
XL_VLDL_C,0.533,0.613,-0.023
XL_VLDL_CE,0.962,0.972,0.002
XL_VLDL_CE_pct,0.004,0.01,0.103
XL_VLDL_CE_pct_C,0.001,0.003,0.118
XL_VLDL_C_pct,0.007,0.016,0.097
XL_VLDL_FC,0.186,0.254,-0.048
XL_VLDL_FC_by_CE,0.001,0.003,-0.119
XL_VLDL_FC_pct,0.106,0.156,0.058
XL_VLDL_FC_pct_C,0.002,0.005,-0.112
XL_VLDL_L,0.069,0.109,-0.066
XL_VLDL_P,0.061,0.098,-0.069
XL_VLDL_PL,0.118,0.172,-0.057
XL_VLDL_PL_pct,0.543,0.622,0.022
XL_VLDL_TG,0.023,0.042,-0.083
XL_VLDL_TG_pct,0.044,0.074,-0.072
XS_VLDL_C,0.032,0.056,0.078
XS_VLDL_CE,0.014,0.028,0.09
XS_VLDL_CE_pct,0.0,0.0,0.152
XS_VLDL_CE_pct_C,0.0,0.001,0.135
XS_VLDL_C_pct,0.0,0.0,0.155
XS_VLDL_FC,0.182,0.249,0.048
XS_VLDL_FC_by_CE,0.0,0.001,-0.136
XS_VLDL_FC_pct,0.0,0.001,0.131
XS_VLDL_FC_pct_C,0.0,0.001,-0.135
XS_VLDL_L,0.409,0.492,0.03
XS_VLDL_P,0.272,0.349,0.039
XS_VLDL_PL,0.576,0.652,0.02
XS_VLDL_PL_pct,0.023,0.042,-0.082
XS_VLDL_TG,0.03,0.053,-0.077
XS_VLDL_TG_pct,0.0,0.0,-0.154
XXL_VLDL_C,0.032,0.056,-0.078
XXL_VLDL_CE,0.052,0.085,-0.071
XXL_VLDL_CE_pct,0.39,0.473,0.03
XXL_VLDL_CE_pct_C,0.877,0.907,0.005
XXL_VLDL_C_pct,0.377,0.46,0.031
XXL_VLDL_FC,0.017,0.032,-0.087
XXL_VLDL_FC_by_CE,0.907,0.93,0.004
XXL_VLDL_FC_pct,0.487,0.569,0.025
XXL_VLDL_FC_pct_C,0.662,0.729,-0.015
XXL_VLDL_L,0.016,0.032,-0.087
XXL_VLDL_P,0.011,0.023,-0.092
XXL_VLDL_PL,0.013,0.026,-0.091
XXL_VLDL_PL_pct,0.244,0.319,-0.042
XXL_VLDL_TG,0.018,0.034,-0.086
XXL_VLDL_TG_pct,0.821,0.862,-0.008
bOHbutyrate,0.836,0.874,-0.007
non_HDL_C,0.012,0.024,0.089
