met,PValue,adjPVal,logFC
Acetate,0.056,0.091,-0.082
Acetoacetate,0.001,0.002,-0.146
Acetone,0.334,0.415,-0.042
Ala,0.043,0.072,-0.087
Albumin,0.628,0.699,0.021
ApoA1,0.918,0.938,0.005
ApoB,0.001,0.003,0.138
ApoB_by_ApoA1,0.008,0.017,0.115
Cholines,0.217,0.288,0.057
Citrate,0.887,0.914,-0.006
Clinical_LDL_C,0.0,0.001,0.162
Creatinine,0.082,0.125,-0.087
DHA,0.884,0.912,0.007
DHA_pct,0.631,0.702,0.021
Gln,0.456,0.538,0.032
Glucose,0.0,0.0,-0.243
Gly,0.173,0.238,0.062
GlycA,0.011,0.022,-0.11
HDL_C,0.17,0.234,0.066
HDL_CE,0.156,0.218,0.068
HDL_CE_pct,0.001,0.003,0.144
HDL_CE_pct_C,0.367,0.45,0.039
HDL_C_pct,0.0,0.001,0.162
HDL_FC,0.238,0.313,0.057
HDL_FC_by_CE,0.376,0.459,-0.038
HDL_FC_pct,0.001,0.003,0.153
HDL_FC_pct_C,0.395,0.478,-0.037
HDL_L,0.688,0.752,0.019
HDL_P,0.702,0.763,0.018
HDL_PL,0.849,0.884,-0.009
HDL_PL_pct,0.0,0.0,-0.21
HDL_TG,0.013,0.026,-0.106
HDL_TG_pct,0.02,0.037,-0.103
HDL_size,0.143,0.203,0.071
His,0.867,0.899,0.007
IDL_C,0.0,0.0,0.18
IDL_CE,0.0,0.0,0.174
IDL_CE_pct,0.003,0.008,0.127
IDL_CE_pct_C,0.163,0.226,-0.06
IDL_C_pct,0.0,0.0,0.168
IDL_FC,0.0,0.0,0.19
IDL_FC_by_CE,0.161,0.224,0.06
IDL_FC_pct,0.0,0.0,0.167
IDL_FC_pct_C,0.154,0.216,0.061
IDL_L,0.0,0.001,0.166
IDL_P,0.0,0.002,0.15
IDL_PL,0.0,0.0,0.173
IDL_PL_pct,0.844,0.881,-0.008
IDL_TG,0.175,0.241,-0.058
IDL_TG_pct,0.0,0.0,-0.208
Ile,0.0,0.0,-0.17
LA,0.003,0.007,0.128
LA_pct,0.0,0.0,0.259
LDL_C,0.001,0.003,0.142
LDL_CE,0.003,0.007,0.127
LDL_CE_pct,0.477,0.559,0.03
LDL_CE_pct_C,0.0,0.001,-0.16
LDL_C_pct,0.0,0.0,0.207
LDL_FC,0.0,0.0,0.178
LDL_FC_by_CE,0.0,0.001,0.161
LDL_FC_pct,0.0,0.0,0.192
LDL_FC_pct_C,0.0,0.001,0.162
LDL_L,0.002,0.005,0.132
LDL_P,0.001,0.003,0.138
LDL_PL,0.001,0.003,0.14
LDL_PL_pct,0.481,0.563,0.03
LDL_TG,0.114,0.167,-0.068
LDL_TG_pct,0.0,0.0,-0.209
LDL_size,0.004,0.009,0.127
L_HDL_C,0.036,0.062,0.102
L_HDL_CE,0.028,0.05,0.106
L_HDL_CE_pct,0.0,0.001,0.164
L_HDL_CE_pct_C,0.007,0.014,0.116
L_HDL_C_pct,0.0,0.001,0.16
L_HDL_FC,0.077,0.119,0.086
L_HDL_FC_by_CE,0.008,0.016,-0.114
L_HDL_FC_pct,0.092,0.138,0.076
L_HDL_FC_pct_C,0.011,0.023,-0.109
L_HDL_L,0.132,0.189,0.074
L_HDL_P,0.055,0.089,0.094
L_HDL_PL,0.312,0.392,0.049
L_HDL_PL_pct,0.0,0.0,-0.209
L_HDL_TG,0.279,0.357,-0.048
L_HDL_TG_pct,0.068,0.107,-0.081
L_LDL_C,0.0,0.001,0.154
L_LDL_CE,0.001,0.003,0.141
L_LDL_CE_pct,0.403,0.486,0.036
L_LDL_CE_pct_C,0.0,0.0,-0.179
L_LDL_C_pct,0.0,0.0,0.193
L_LDL_FC,0.0,0.0,0.185
L_LDL_FC_by_CE,0.0,0.0,0.18
L_LDL_FC_pct,0.0,0.0,0.212
L_LDL_FC_pct_C,0.0,0.0,0.182
L_LDL_L,0.001,0.002,0.144
L_LDL_P,0.0,0.001,0.15
L_LDL_PL,0.0,0.001,0.154
L_LDL_PL_pct,0.296,0.375,0.045
L_LDL_TG,0.154,0.216,-0.061
L_LDL_TG_pct,0.0,0.0,-0.21
L_VLDL_C,0.963,0.973,-0.002
L_VLDL_CE,0.427,0.51,0.034
L_VLDL_CE_pct,0.0,0.0,0.188
L_VLDL_CE_pct_C,0.0,0.0,0.219
L_VLDL_C_pct,0.001,0.002,0.148
L_VLDL_FC,0.391,0.474,-0.038
L_VLDL_FC_by_CE,0.0,0.0,-0.22
L_VLDL_FC_pct,0.593,0.667,0.023
L_VLDL_FC_pct_C,0.0,0.0,-0.214
L_VLDL_L,0.279,0.357,-0.048
L_VLDL_P,0.205,0.275,-0.056
L_VLDL_PL,0.238,0.312,-0.052
L_VLDL_PL_pct,0.467,0.549,-0.032
L_VLDL_TG,0.11,0.162,-0.07
L_VLDL_TG_pct,0.049,0.081,-0.084
Lactate,0.13,0.186,0.066
Leu,0.001,0.003,-0.146
MUFA,0.037,0.064,-0.089
MUFA_pct,0.0,0.001,-0.165
M_HDL_C,0.974,0.981,0.002
M_HDL_CE,0.975,0.982,0.001
M_HDL_CE_pct,0.01,0.02,0.113
M_HDL_CE_pct_C,0.969,0.977,-0.002
M_HDL_C_pct,0.005,0.012,0.124
M_HDL_FC,0.962,0.972,0.002
M_HDL_FC_by_CE,0.959,0.97,0.002
M_HDL_FC_pct,0.024,0.044,0.109
M_HDL_FC_pct_C,0.947,0.96,0.003
M_HDL_L,0.406,0.49,-0.039
M_HDL_P,0.792,0.838,-0.012
M_HDL_PL,0.175,0.24,-0.063
M_HDL_PL_pct,0.0,0.001,-0.164
M_HDL_TG,0.007,0.015,-0.116
M_HDL_TG_pct,0.04,0.068,-0.09
M_LDL_C,0.007,0.015,0.115
M_LDL_CE,0.025,0.045,0.096
M_LDL_CE_pct,0.994,0.996,0.0
M_LDL_CE_pct_C,0.006,0.013,-0.12
M_LDL_C_pct,0.0,0.0,0.184
M_LDL_FC,0.0,0.001,0.158
M_LDL_FC_by_CE,0.006,0.013,0.121
M_LDL_FC_pct,0.0,0.001,0.159
M_LDL_FC_pct_C,0.005,0.012,0.122
M_LDL_L,0.014,0.028,0.104
M_LDL_P,0.012,0.024,0.108
M_LDL_PL,0.011,0.023,0.108
M_LDL_PL_pct,0.96,0.97,0.002
M_LDL_TG,0.087,0.133,-0.074
M_LDL_TG_pct,0.0,0.0,-0.201
M_VLDL_C,0.0,0.0,0.17
M_VLDL_CE,0.0,0.0,0.207
M_VLDL_CE_pct,0.0,0.0,0.231
M_VLDL_CE_pct_C,0.0,0.0,0.227
M_VLDL_C_pct,0.0,0.0,0.23
M_VLDL_FC,0.005,0.012,0.118
M_VLDL_FC_by_CE,0.0,0.001,-0.154
M_VLDL_FC_pct,0.0,0.0,0.229
M_VLDL_FC_pct_C,0.0,0.0,-0.225
M_VLDL_L,0.234,0.308,0.051
M_VLDL_P,0.06,0.096,0.081
M_VLDL_PL,0.032,0.057,0.091
M_VLDL_PL_pct,0.0,0.0,0.218
M_VLDL_TG,0.307,0.388,-0.045
M_VLDL_TG_pct,0.0,0.0,-0.224
Omega_3,0.304,0.384,-0.046
Omega_3_pct,0.412,0.495,-0.036
Omega_3_pct_PUFA,0.052,0.084,-0.086
Omega_6,0.025,0.045,0.098
Omega_6_by_Omega_3,0.094,0.141,0.074
Omega_6_pct,0.0,0.0,0.203
Omega_6_pct_PUFA,0.04,0.068,0.09
PUFA,0.114,0.166,0.07
PUFA_by_MUFA,0.0,0.0,0.172
PUFA_pct,0.0,0.0,0.181
Phe,0.056,0.091,-0.081
Phosphatidylc,0.402,0.485,0.039
Phosphoglyc,0.672,0.737,0.019
Pyruvate,0.438,0.521,0.034
Remnant_C,0.002,0.005,0.134
SFA,0.198,0.267,-0.055
SFA_pct,0.016,0.03,-0.103
S_HDL_C,0.73,0.787,-0.015
S_HDL_CE,0.768,0.818,-0.013
S_HDL_CE_pct,0.008,0.017,0.114
S_HDL_CE_pct_C,0.886,0.914,0.006
