met,PValue,adjPVal,logFC
Acetate,0.298,0.377,-0.032
Acetoacetate,0.533,0.612,-0.019
Acetone,0.652,0.72,0.014
Ala,0.024,0.043,-0.07
Albumin,0.945,0.959,0.002
ApoA1,0.524,0.604,0.022
ApoB,0.058,0.093,0.059
ApoB_by_ApoA1,0.222,0.295,0.039
Cholines,0.389,0.473,0.029
Citrate,0.226,0.299,0.039
Clinical_LDL_C,0.008,0.016,0.083
Creatinine,0.195,0.263,-0.047
DHA,0.636,0.705,-0.015
DHA_pct,0.601,0.675,0.017
Gln,0.14,0.199,0.046
Glucose,0.0,0.0,-0.17
Gly,0.062,0.099,0.061
GlycA,0.0,0.0,-0.131
HDL_C,0.018,0.034,0.083
HDL_CE,0.014,0.028,0.085
HDL_CE_pct,0.0,0.0,0.15
HDL_CE_pct_C,0.087,0.132,0.054
HDL_C_pct,0.0,0.0,0.164
HDL_FC,0.044,0.073,0.071
HDL_FC_by_CE,0.089,0.135,-0.053
HDL_FC_pct,0.0,0.0,0.138
HDL_FC_pct_C,0.095,0.142,-0.052
HDL_L,0.253,0.329,0.04
HDL_P,0.573,0.649,0.019
HDL_PL,0.66,0.727,0.015
HDL_PL_pct,0.0,0.0,-0.19
HDL_TG,0.001,0.003,-0.101
HDL_TG_pct,0.0,0.001,-0.116
HDL_size,0.002,0.005,0.109
His,0.057,0.092,-0.059
IDL_C,0.001,0.003,0.106
IDL_CE,0.001,0.003,0.104
IDL_CE_pct,0.0,0.001,0.117
IDL_CE_pct_C,0.54,0.618,-0.019
IDL_C_pct,0.0,0.0,0.14
IDL_FC,0.001,0.002,0.108
IDL_FC_by_CE,0.538,0.617,0.019
IDL_FC_pct,0.0,0.001,0.114
IDL_FC_pct_C,0.532,0.611,0.019
IDL_L,0.004,0.01,0.091
IDL_P,0.016,0.031,0.075
IDL_PL,0.003,0.008,0.094
IDL_PL_pct,0.74,0.796,-0.01
IDL_TG,0.008,0.018,-0.083
IDL_TG_pct,0.0,0.0,-0.167
Ile,0.008,0.018,-0.083
LA,0.016,0.031,0.076
LA_pct,0.0,0.0,0.214
LDL_C,0.028,0.05,0.068
LDL_CE,0.072,0.112,0.056
LDL_CE_pct,0.972,0.979,0.001
LDL_CE_pct_C,0.0,0.0,-0.145
LDL_C_pct,0.0,0.0,0.159
LDL_FC,0.001,0.004,0.1
LDL_FC_by_CE,0.0,0.0,0.145
LDL_FC_pct,0.0,0.0,0.165
LDL_FC_pct_C,0.0,0.0,0.146
LDL_L,0.06,0.096,0.058
LDL_P,0.053,0.086,0.06
LDL_PL,0.04,0.068,0.064
LDL_PL_pct,0.291,0.37,0.033
LDL_TG,0.003,0.007,-0.092
LDL_TG_pct,0.0,0.0,-0.163
LDL_size,0.04,0.067,0.066
L_HDL_C,0.0,0.001,0.127
L_HDL_CE,0.0,0.001,0.13
L_HDL_CE_pct,0.0,0.0,0.172
L_HDL_CE_pct_C,0.0,0.002,0.108
L_HDL_C_pct,0.0,0.0,0.17
L_HDL_FC,0.002,0.004,0.112
