met,PValue,adjPVal,logFC
Acetate,0.345,0.427,-0.032
Acetoacetate,0.009,0.019,-0.089
Acetone,0.72,0.779,0.012
Ala,0.597,0.671,-0.018
Albumin,0.651,0.719,0.016
ApoA1,0.038,0.065,0.078
ApoB,0.0,0.0,0.133
ApoB_by_ApoA1,0.026,0.047,0.078
Cholines,0.003,0.008,0.109
Citrate,0.121,0.175,0.055
Clinical_LDL_C,0.0,0.0,0.171
Creatinine,0.184,0.251,-0.053
DHA,0.666,0.733,0.016
DHA_pct,0.83,0.87,0.008
Gln,0.108,0.159,0.055
Glucose,0.0,0.0,-0.196
Gly,0.0,0.002,0.127
GlycA,0.001,0.002,-0.116
HDL_C,0.001,0.003,0.128
HDL_CE,0.001,0.002,0.13
HDL_CE_pct,0.0,0.0,0.167
HDL_CE_pct_C,0.081,0.124,0.06
HDL_C_pct,0.0,0.0,0.183
HDL_FC,0.004,0.009,0.113
HDL_FC_by_CE,0.085,0.129,-0.06
HDL_FC_pct,0.0,0.0,0.153
HDL_FC_pct_C,0.093,0.141,-0.058
HDL_L,0.027,0.049,0.085
HDL_P,0.007,0.016,0.099
HDL_PL,0.137,0.195,0.057
HDL_PL_pct,0.0,0.0,-0.222
HDL_TG,0.008,0.016,-0.092
HDL_TG_pct,0.0,0.001,-0.126
HDL_size,0.016,0.031,0.093
His,0.637,0.707,-0.016
IDL_C,0.0,0.0,0.186
IDL_CE,0.0,0.0,0.185
IDL_CE_pct,0.0,0.0,0.18
IDL_CE_pct_C,0.807,0.851,0.008
IDL_C_pct,0.0,0.0,0.201
IDL_FC,0.0,0.0,0.185
IDL_FC_by_CE,0.815,0.857,-0.008
IDL_FC_pct,0.0,0.0,0.137
IDL_FC_pct_C,0.846,0.882,-0.007
IDL_L,0.0,0.0,0.169
IDL_P,0.0,0.0,0.144
IDL_PL,0.0,0.0,0.164
IDL_PL_pct,0.019,0.037,-0.08
IDL_TG,0.072,0.113,-0.062
IDL_TG_pct,0.0,0.0,-0.219
Ile,0.006,0.014,-0.095
LA,0.0,0.0,0.155
LA_pct,0.0,0.0,0.241
LDL_C,0.0,0.0,0.158
LDL_CE,0.0,0.0,0.145
LDL_CE_pct,0.027,0.049,0.075
LDL_CE_pct_C,0.0,0.0,-0.142
LDL_C_pct,0.0,0.0,0.236
LDL_FC,0.0,0.0,0.188
LDL_FC_by_CE,0.0,0.0,0.142
LDL_FC_pct,0.0,0.0,0.184
LDL_FC_pct_C,0.0,0.0,0.143
LDL_L,0.0,0.0,0.146
LDL_P,0.0,0.0,0.135
LDL_PL,0.0,0.0,0.15
LDL_PL_pct,0.564,0.641,-0.02
LDL_TG,0.093,0.14,-0.058
LDL_TG_pct,0.0,0.0,-0.216
LDL_size,0.033,0.058,0.075
L_HDL_C,0.0,0.001,0.137
L_HDL_CE,0.0,0.001,0.142
L_HDL_CE_pct,0.0,0.0,0.187
L_HDL_CE_pct_C,0.001,0.002,0.117
L_HDL_C_pct,0.0,0.0,0.184
L_HDL_FC,0.002,0.006,0.12
L_HDL_FC_by_CE,0.001,0.003,-0.113
L_HDL_FC_pct,0.009,0.02,0.094
L_HDL_FC_pct_C,0.002,0.005,-0.107
L_HDL_L,0.004,0.01,0.112
L_HDL_P,0.001,0.002,0.135
L_HDL_PL,0.02,0.037,0.091
L_HDL_PL_pct,0.0,0.0,-0.211
L_HDL_TG,0.358,0.44,-0.033
L_HDL_TG_pct,0.001,0.004,-0.114
L_LDL_C,0.0,0.0,0.168
L_LDL_CE,0.0,0.0,0.157
L_LDL_CE_pct,0.027,0.048,0.076
L_LDL_CE_pct_C,0.0,0.0,-0.163
L_LDL_C_pct,0.0,0.0,0.219
L_LDL_FC,0.0,0.0,0.195
L_LDL_FC_by_CE,0.0,0.0,0.163
L_LDL_FC_pct,0.0,0.0,0.206
L_LDL_FC_pct_C,0.0,0.0,0.164
L_LDL_L,0.0,0.0,0.158
L_LDL_P,0.0,0.0,0.138
L_LDL_PL,0.0,0.0,0.164
L_LDL_PL_pct,0.682,0.746,0.014
L_LDL_TG,0.109,0.16,-0.055
L_LDL_TG_pct,0.0,0.0,-0.223
L_VLDL_C,0.926,0.945,-0.003
L_VLDL_CE,0.488,0.569,0.024
L_VLDL_CE_pct,0.001,0.003,0.115
L_VLDL_CE_pct_C,0.0,0.0,0.151
L_VLDL_C_pct,0.02,0.038,0.08
L_VLDL_FC,0.396,0.479,-0.03
L_VLDL_FC_by_CE,0.0,0.0,-0.151
L_VLDL_FC_pct,0.685,0.749,-0.014
L_VLDL_FC_pct_C,0.0,0.0,-0.147
L_VLDL_L,0.38,0.463,-0.031
L_VLDL_P,0.277,0.355,-0.038
L_VLDL_PL,0.21,0.281,-0.044
L_VLDL_PL_pct,0.122,0.176,-0.054
L_VLDL_TG,0.25,0.325,-0.041
L_VLDL_TG_pct,0.441,0.524,-0.026
Lactate,0.193,0.261,0.046
Leu,0.04,0.068,-0.073
MUFA,0.148,0.208,-0.05
MUFA_pct,0.0,0.0,-0.137
M_HDL_C,0.045,0.075,0.075
M_HDL_CE,0.045,0.075,0.075
M_HDL_CE_pct,0.0,0.0,0.137
M_HDL_CE_pct_C,0.372,0.455,-0.033
M_HDL_C_pct,0.0,0.0,0.157
M_HDL_FC,0.049,0.081,0.075
M_HDL_FC_by_CE,0.354,0.437,0.034
M_HDL_FC_pct,0.0,0.0,0.163
M_HDL_FC_pct_C,0.334,0.416,0.036
M_HDL_L,0.339,0.421,0.036
M_HDL_P,0.115,0.168,0.059
M_HDL_PL,0.774,0.824,0.011
M_HDL_PL_pct,0.0,0.0,-0.198
M_HDL_TG,0.004,0.009,-0.1
M_HDL_TG_pct,0.001,0.002,-0.118
M_LDL_C,0.0,0.0,0.133
