met,PValue,adjPVal,logFC
Acetate,0.586,0.661,-0.02
Acetoacetate,0.005,0.012,-0.104
Acetone,0.591,0.666,-0.02
Ala,0.565,0.642,-0.022
Albumin,0.624,0.695,0.018
ApoA1,0.054,0.088,0.079
ApoB,0.001,0.002,0.126
ApoB_by_ApoA1,0.051,0.084,0.074
Cholines,0.006,0.013,0.11
Citrate,0.618,0.69,0.019
Clinical_LDL_C,0.0,0.0,0.157
Creatinine,0.387,0.47,-0.038
DHA,0.549,0.627,0.024
DHA_pct,0.734,0.791,0.013
Gln,0.043,0.072,0.076
Glucose,0.0,0.0,-0.174
Gly,0.003,0.008,0.116
GlycA,0.0,0.001,-0.134
HDL_C,0.002,0.005,0.13
HDL_CE,0.002,0.004,0.131
HDL_CE_pct,0.0,0.0,0.153
HDL_CE_pct_C,0.343,0.425,0.036
HDL_C_pct,0.0,0.0,0.173
HDL_FC,0.004,0.008,0.123
HDL_FC_by_CE,0.355,0.437,-0.035
HDL_FC_pct,0.0,0.0,0.17
HDL_FC_pct_C,0.382,0.466,-0.033
HDL_L,0.031,0.054,0.09
HDL_P,0.025,0.045,0.09
HDL_PL,0.141,0.2,0.061
HDL_PL_pct,0.0,0.0,-0.229
HDL_TG,0.062,0.099,-0.07
HDL_TG_pct,0.006,0.014,-0.105
HDL_size,0.005,0.012,0.117
His,0.808,0.852,0.009
IDL_C,0.0,0.0,0.173
IDL_CE,0.0,0.0,0.171
IDL_CE_pct,0.0,0.0,0.155
IDL_CE_pct_C,0.968,0.976,-0.002
IDL_C_pct,0.0,0.0,0.176
IDL_FC,0.0,0.0,0.174
IDL_FC_by_CE,0.959,0.969,0.002
IDL_FC_pct,0.001,0.002,0.127
IDL_FC_pct_C,0.925,0.944,0.003
IDL_L,0.0,0.0,0.159
IDL_P,0.0,0.001,0.133
IDL_PL,0.0,0.0,0.159
IDL_PL_pct,0.13,0.187,-0.056
IDL_TG,0.225,0.298,-0.046
IDL_TG_pct,0.0,0.0,-0.196
Ile,0.007,0.015,-0.103
LA,0.0,0.0,0.166
LA_pct,0.0,0.0,0.255
LDL_C,0.0,0.0,0.147
LDL_CE,0.0,0.001,0.135
LDL_CE_pct,0.04,0.069,0.076
LDL_CE_pct_C,0.0,0.002,-0.133
LDL_C_pct,0.0,0.0,0.227
LDL_FC,0.0,0.0,0.175
LDL_FC_by_CE,0.0,0.001,0.134
LDL_FC_pct,0.0,0.0,0.174
LDL_FC_pct_C,0.0,0.001,0.134
LDL_L,0.0,0.001,0.136
LDL_P,0.0,0.002,0.13
LDL_PL,0.0,0.001,0.136
LDL_PL_pct,0.17,0.235,-0.052
LDL_TG,0.236,0.31,-0.044
LDL_TG_pct,0.0,0.0,-0.192
LDL_size,0.025,0.045,0.086
L_HDL_C,0.0,0.001,0.151
L_HDL_CE,0.0,0.001,0.155
L_HDL_CE_pct,0.0,0.0,0.183
L_HDL_CE_pct_C,0.001,0.003,0.121
L_HDL_C_pct,0.0,0.0,0.18
L_HDL_FC,0.001,0.004,0.136
L_HDL_FC_by_CE,0.001,0.003,-0.12
L_HDL_FC_pct,0.02,0.038,0.091
L_HDL_FC_pct_C,0.002,0.005,-0.115
L_HDL_L,0.003,0.007,0.127
L_HDL_P,0.0,0.001,0.151
L_HDL_PL,0.015,0.028,0.104
L_HDL_PL_pct,0.0,0.0,-0.233
L_HDL_TG,0.942,0.957,0.003
L_HDL_TG_pct,0.017,0.033,-0.092
L_LDL_C,0.0,0.0,0.158
L_LDL_CE,0.0,0.0,0.148
L_LDL_CE_pct,0.039,0.066,0.077
