met,PValue,adjPVal,logFC
Acetate,0.289,0.368,-0.041
Acetoacetate,0.011,0.023,-0.099
Acetone,0.813,0.855,-0.009
Ala,0.554,0.631,-0.023
Albumin,0.463,0.546,0.029
ApoA1,0.307,0.388,0.044
ApoB,0.001,0.003,0.125
ApoB_by_ApoA1,0.025,0.045,0.089
Cholines,0.062,0.098,0.078
Citrate,0.572,0.648,0.023
Clinical_LDL_C,0.0,0.0,0.161
Creatinine,0.184,0.251,-0.06
DHA,0.463,0.546,0.03
DHA_pct,0.338,0.42,0.038
Gln,0.062,0.1,0.073
Glucose,0.0,0.0,-0.196
Gly,0.008,0.016,0.109
GlycA,0.001,0.003,-0.131
HDL_C,0.016,0.03,0.106
HDL_CE,0.012,0.024,0.109
HDL_CE_pct,0.0,0.0,0.177
HDL_CE_pct_C,0.088,0.133,0.067
HDL_C_pct,0.0,0.0,0.193
HDL_FC,0.042,0.071,0.09
HDL_FC_by_CE,0.092,0.138,-0.066
HDL_FC_pct,0.0,0.001,0.158
HDL_FC_pct_C,0.102,0.151,-0.064
HDL_L,0.209,0.28,0.055
HDL_P,0.147,0.207,0.06
HDL_PL,0.607,0.68,0.022
HDL_PL_pct,0.0,0.0,-0.247
HDL_TG,0.006,0.013,-0.107
HDL_TG_pct,0.002,0.006,-0.123
HDL_size,0.048,0.08,0.086
His,0.632,0.702,0.019
IDL_C,0.0,0.0,0.172
IDL_CE,0.0,0.0,0.169
IDL_CE_pct,0.0,0.0,0.158
IDL_CE_pct_C,0.761,0.813,-0.012
IDL_C_pct,0.0,0.0,0.183
IDL_FC,0.0,0.0,0.174
IDL_FC_by_CE,0.753,0.806,0.012
IDL_FC_pct,0.0,0.001,0.14
IDL_FC_pct_C,0.724,0.782,0.014
IDL_L,0.0,0.0,0.155
IDL_P,0.0,0.002,0.136
IDL_PL,0.0,0.0,0.154
IDL_PL_pct,0.195,0.264,-0.05
IDL_TG,0.067,0.106,-0.072
IDL_TG_pct,0.0,0.0,-0.21
Ile,0.012,0.024,-0.099
LA,0.0,0.001,0.148
LA_pct,0.0,0.0,0.275
LDL_C,0.0,0.0,0.149
LDL_CE,0.001,0.002,0.134
LDL_CE_pct,0.125,0.181,0.059
LDL_CE_pct_C,0.0,0.0,-0.154
LDL_C_pct,0.0,0.0,0.232
LDL_FC,0.0,0.0,0.183
LDL_FC_by_CE,0.0,0.0,0.155
LDL_FC_pct,0.0,0.0,0.194
LDL_FC_pct_C,0.0,0.0,0.157
LDL_L,0.0,0.001,0.137
LDL_P,0.001,0.002,0.131
LDL_PL,0.0,0.001,0.141
LDL_PL_pct,0.641,0.711,-0.018
LDL_TG,0.069,0.109,-0.071
LDL_TG_pct,0.0,0.0,-0.215
LDL_size,0.003,0.008,0.118
L_HDL_C,0.003,0.008,0.13
L_HDL_CE,0.002,0.005,0.135
L_HDL_CE_pct,0.0,0.0,0.188
L_HDL_CE_pct_C,0.0,0.001,0.142
L_HDL_C_pct,0.0,0.0,0.18
L_HDL_FC,0.015,0.029,0.108
L_HDL_FC_by_CE,0.0,0.001,-0.141
L_HDL_FC_pct,0.096,0.144,0.068
L_HDL_FC_pct_C,0.0,0.001,-0.137
L_HDL_L,0.023,0.042,0.101
L_HDL_P,0.006,0.013,0.123
L_HDL_PL,0.085,0.13,0.076
L_HDL_PL_pct,0.0,0.0,-0.221
L_HDL_TG,0.288,0.367,-0.043
