met,PValue,adjPVal,logFC
Acetate,0.198,0.267,-0.067
Acetoacetate,0.018,0.034,-0.124
Acetone,0.341,0.423,-0.05
Ala,0.585,0.66,-0.028
Albumin,0.639,0.709,0.024
ApoA1,0.126,0.181,-0.088
ApoB,0.003,0.007,0.155
ApoB_by_ApoA1,0.001,0.002,0.182
Cholines,0.935,0.951,0.005
Citrate,0.527,0.607,0.034
Clinical_LDL_C,0.003,0.006,0.157
Creatinine,0.363,0.445,-0.055
DHA,0.198,0.267,-0.071
DHA_pct,0.263,0.34,-0.06
Gln,0.331,0.413,0.051
Glucose,0.0,0.0,-0.286
Gly,0.013,0.026,0.137
GlycA,0.134,0.192,-0.079
HDL_C,0.474,0.557,-0.042
HDL_CE,0.509,0.589,-0.038
HDL_CE_pct,0.071,0.111,0.096
HDL_CE_pct_C,0.445,0.528,0.04
HDL_C_pct,0.054,0.087,0.104
HDL_FC,0.388,0.471,-0.051
HDL_FC_by_CE,0.454,0.537,-0.039
HDL_FC_pct,0.137,0.195,0.083
HDL_FC_pct_C,0.474,0.556,-0.038
HDL_L,0.142,0.201,-0.086
HDL_P,0.256,0.332,-0.063
HDL_PL,0.052,0.085,-0.113
HDL_PL_pct,0.001,0.002,-0.183
HDL_TG,0.098,0.147,-0.086
HDL_TG_pct,0.576,0.652,-0.03
HDL_size,0.577,0.653,-0.033
His,0.87,0.901,0.009
IDL_C,0.009,0.018,0.141
IDL_CE,0.012,0.024,0.134
IDL_CE_pct,0.111,0.162,0.084
IDL_CE_pct_C,0.156,0.218,-0.074
IDL_C_pct,0.017,0.033,0.125
IDL_FC,0.004,0.009,0.154
IDL_FC_by_CE,0.155,0.217,0.074
IDL_FC_pct,0.004,0.01,0.148
IDL_FC_pct_C,0.151,0.213,0.075
IDL_L,0.014,0.027,0.132
IDL_P,0.011,0.023,0.132
IDL_PL,0.008,0.017,0.143
IDL_PL_pct,0.674,0.739,0.022
IDL_TG,0.398,0.482,-0.044
IDL_TG_pct,0.002,0.005,-0.165
Ile,0.015,0.03,-0.128
LA,0.003,0.008,0.155
LA_pct,0.0,0.0,0.29
LDL_C,0.006,0.013,0.144
LDL_CE,0.009,0.02,0.135
LDL_CE_pct,0.108,0.159,0.083
LDL_CE_pct_C,0.082,0.126,-0.093
LDL_C_pct,0.0,0.001,0.19
LDL_FC,0.002,0.005,0.163
LDL_FC_by_CE,0.081,0.124,0.093
LDL_FC_pct,0.015,0.028,0.13
LDL_FC_pct_C,0.078,0.12,0.094
LDL_L,0.009,0.02,0.135
