met,PValue,adjPVal,logFC
Acetate,0.232,0.306,-0.044
Acetoacetate,0.043,0.072,-0.075
Acetone,0.857,0.891,-0.007
Ala,0.152,0.213,-0.053
Albumin,0.552,0.629,-0.022
ApoA1,0.968,0.976,0.002
ApoB,0.011,0.022,0.094
ApoB_by_ApoA1,0.034,0.058,0.08
Cholines,0.402,0.486,0.033
Citrate,0.298,0.377,0.04
Clinical_LDL_C,0.003,0.007,0.112
Creatinine,0.418,0.501,-0.035
DHA,0.452,0.535,-0.029
DHA_pct,0.725,0.783,-0.013
Gln,0.637,0.707,0.018
Glucose,0.0,0.0,-0.246
Gly,0.043,0.073,0.079
GlycA,0.002,0.006,-0.114
HDL_C,0.214,0.285,0.052
HDL_CE,0.194,0.263,0.054
HDL_CE_pct,0.001,0.004,0.122
HDL_CE_pct_C,0.253,0.329,0.043
HDL_C_pct,0.0,0.001,0.134
HDL_FC,0.309,0.389,0.043
HDL_FC_by_CE,0.26,0.336,-0.042
HDL_FC_pct,0.004,0.009,0.116
HDL_FC_pct_C,0.275,0.353,-0.041
HDL_L,0.76,0.812,0.013
HDL_P,0.882,0.911,0.006
HDL_PL,0.767,0.818,-0.012
HDL_PL_pct,0.0,0.0,-0.184
HDL_TG,0.032,0.056,-0.08
HDL_TG_pct,0.047,0.078,-0.077
HDL_size,0.079,0.122,0.073
His,0.514,0.594,-0.024
IDL_C,0.001,0.003,0.125
IDL_CE,0.001,0.004,0.122
IDL_CE_pct,0.005,0.011,0.106
IDL_CE_pct_C,0.514,0.594,-0.024
IDL_C_pct,0.001,0.002,0.13
IDL_FC,0.001,0.002,0.129
IDL_FC_by_CE,0.513,0.593,0.024
IDL_FC_pct,0.003,0.007,0.11
IDL_FC_pct_C,0.51,0.59,0.024
IDL_L,0.003,0.007,0.113
IDL_P,0.005,0.011,0.105
IDL_PL,0.002,0.005,0.12
IDL_PL_pct,0.979,0.985,0.001
IDL_TG,0.104,0.154,-0.061
IDL_TG_pct,0.0,0.0,-0.162
Ile,0.005,0.011,-0.107
LA,0.002,0.006,0.115
LA_pct,0.0,0.0,0.24
LDL_C,0.009,0.019,0.097
LDL_CE,0.022,0.041,0.085
LDL_CE_pct,0.613,0.686,0.019
LDL_CE_pct_C,0.001,0.002,-0.127
LDL_C_pct,0.0,0.0,0.159
LDL_FC,0.001,0.002,0.125
LDL_FC_by_CE,0.001,0.002,0.127
LDL_FC_pct,0.0,0.0,0.151
LDL_FC_pct_C,0.001,0.002,0.128
LDL_L,0.018,0.034,0.088
LDL_P,0.008,0.018,0.098
LDL_PL,0.012,0.024,0.093
LDL_PL_pct,0.607,0.68,0.019
LDL_TG,0.08,0.124,-0.065
LDL_TG_pct,0.0,0.0,-0.16
LDL_size,0.053,0.086,0.074
L_HDL_C,0.032,0.056,0.09
L_HDL_CE,0.025,0.045,0.094
L_HDL_CE_pct,0.0,0.0,0.147
L_HDL_CE_pct_C,0.004,0.009,0.107
L_HDL_C_pct,0.0,0.001,0.141
L_HDL_FC,0.077,0.119,0.075
L_HDL_FC_by_CE,0.005,0.012,-0.103
L_HDL_FC_pct,0.147,0.207,0.057
L_HDL_FC_pct_C,0.007,0.016,-0.099
L_HDL_L,0.117,0.171,0.066
L_HDL_P,0.039,0.066,0.087
L_HDL_PL,0.294,0.374,0.044
L_HDL_PL_pct,0.0,0.0,-0.187
L_HDL_TG,0.582,0.657,-0.021
L_HDL_TG_pct,0.112,0.164,-0.062
L_LDL_C,0.005,0.012,0.104
L_LDL_CE,0.012,0.024,0.094
L_LDL_CE_pct,0.76,0.812,0.011
L_LDL_CE_pct_C,0.0,0.0,-0.151
L_LDL_C_pct,0.0,0.001,0.143
L_LDL_FC,0.0,0.001,0.131
L_LDL_FC_by_CE,0.0,0.0,0.151
L_LDL_FC_pct,0.0,0.0,0.172
L_LDL_FC_pct_C,0.0,0.0,0.153
L_LDL_L,0.009,0.02,0.097
L_LDL_P,0.005,0.011,0.104
L_LDL_PL,0.005,0.011,0.105
L_LDL_PL_pct,0.229,0.303,0.045
L_LDL_TG,0.089,0.135,-0.063
L_LDL_TG_pct,0.0,0.0,-0.163
L_VLDL_C,0.818,0.86,-0.009
L_VLDL_CE,0.647,0.716,0.017
L_VLDL_CE_pct,0.003,0.006,0.115
L_VLDL_CE_pct_C,0.0,0.001,0.147
L_VLDL_C_pct,0.024,0.043,0.084
L_VLDL_FC,0.374,0.457,-0.034
L_VLDL_FC_by_CE,0.0,0.001,-0.147
L_VLDL_FC_pct,0.976,0.982,-0.001
L_VLDL_FC_pct_C,0.0,0.001,-0.142
L_VLDL_L,0.299,0.378,-0.04
L_VLDL_P,0.245,0.32,-0.044
