met,PValue,adjPVal,logFC
Acetate,0.427,0.51,-0.036
Acetoacetate,0.016,0.031,-0.108
Acetone,0.831,0.87,-0.01
Ala,0.11,0.161,-0.072
Albumin,0.439,0.522,0.035
ApoA1,0.65,0.718,0.022
ApoB,0.0,0.0,0.175
ApoB_by_ApoA1,0.002,0.005,0.14
Cholines,0.058,0.094,0.091
Citrate,0.902,0.926,0.006
Clinical_LDL_C,0.0,0.0,0.213
Creatinine,0.172,0.236,-0.072
DHA,0.913,0.935,0.005
DHA_pct,0.939,0.954,0.004
Gln,0.157,0.219,0.064
Glucose,0.0,0.0,-0.239
Gly,0.01,0.021,0.122
GlycA,0.004,0.009,-0.132
HDL_C,0.059,0.095,0.095
HDL_CE,0.053,0.086,0.097
HDL_CE_pct,0.0,0.0,0.185
HDL_CE_pct_C,0.282,0.361,0.049
HDL_C_pct,0.0,0.0,0.208
HDL_FC,0.098,0.146,0.084
HDL_FC_by_CE,0.291,0.37,-0.048
HDL_FC_pct,0.0,0.0,0.197
HDL_FC_pct_C,0.312,0.392,-0.046
HDL_L,0.468,0.55,0.036
HDL_P,0.371,0.454,0.043
HDL_PL,0.996,0.997,0.0
HDL_PL_pct,0.0,0.0,-0.268
HDL_TG,0.004,0.01,-0.129
HDL_TG_pct,0.004,0.01,-0.133
HDL_size,0.096,0.144,0.084
His,0.126,0.182,0.069
IDL_C,0.0,0.0,0.228
IDL_CE,0.0,0.0,0.227
IDL_CE_pct,0.0,0.0,0.204
IDL_CE_pct_C,0.857,0.891,0.008
IDL_C_pct,0.0,0.0,0.228
IDL_FC,0.0,0.0,0.228
IDL_FC_by_CE,0.869,0.9,-0.007
IDL_FC_pct,0.0,0.001,0.157
IDL_FC_pct_C,0.91,0.932,-0.005
IDL_L,0.0,0.0,0.209
IDL_P,0.0,0.0,0.19
IDL_PL,0.0,0.0,0.209
IDL_PL_pct,0.153,0.215,-0.064
IDL_TG,0.095,0.143,-0.075
IDL_TG_pct,0.0,0.0,-0.262
Ile,0.053,0.086,-0.088
LA,0.0,0.0,0.198
LA_pct,0.0,0.0,0.337
LDL_C,0.0,0.0,0.195
LDL_CE,0.0,0.0,0.177
LDL_CE_pct,0.123,0.177,0.069
LDL_CE_pct_C,0.0,0.0,-0.184
LDL_C_pct,0.0,0.0,0.275
LDL_FC,0.0,0.0,0.236
LDL_FC_by_CE,0.0,0.0,0.185
LDL_FC_pct,0.0,0.0,0.231
LDL_FC_pct_C,0.0,0.0,0.186
LDL_L,0.0,0.0,0.182
LDL_P,0.0,0.0,0.18
LDL_PL,0.0,0.0,0.189
LDL_PL_pct,0.965,0.974,0.002
LDL_TG,0.113,0.166,-0.071
LDL_TG_pct,0.0,0.0,-0.264
LDL_size,0.0,0.001,0.163
L_HDL_C,0.01,0.021,0.131
L_HDL_CE,0.007,0.016,0.136
L_HDL_CE_pct,0.0,0.0,0.204
L_HDL_CE_pct_C,0.004,0.009,0.129
L_HDL_C_pct,0.0,0.0,0.202
L_HDL_FC,0.028,0.049,0.113
L_HDL_FC_by_CE,0.005,0.012,-0.125
L_HDL_FC_pct,0.021,0.039,0.109
L_HDL_FC_pct_C,0.009,0.02,-0.116
L_HDL_L,0.061,0.097,0.096
L_HDL_P,0.02,0.037,0.119
L_HDL_PL,0.194,0.263,0.066
L_HDL_PL_pct,0.0,0.0,-0.249
L_HDL_TG,0.199,0.269,-0.06
L_HDL_TG_pct,0.015,0.03,-0.113
L_LDL_C,0.0,0.0,0.21
L_LDL_CE,0.0,0.0,0.196
L_LDL_CE_pct,0.017,0.032,0.106
L_LDL_CE_pct_C,0.0,0.0,-0.189
L_LDL_C_pct,0.0,0.0,0.274
L_LDL_FC,0.0,0.0,0.242
L_LDL_FC_by_CE,0.0,0.0,0.189
L_LDL_FC_pct,0.0,0.0,0.247
L_LDL_FC_pct_C,0.0,0.0,0.191
L_LDL_L,0.0,0.0,0.196
L_LDL_P,0.0,0.0,0.197
L_LDL_PL,0.0,0.0,0.201
L_LDL_PL_pct,0.961,0.971,-0.002
L_LDL_TG,0.135,0.193,-0.067
L_LDL_TG_pct,0.0,0.0,-0.27
L_VLDL_C,0.969,0.977,0.002
L_VLDL_CE,0.391,0.475,0.039
L_VLDL_CE_pct,0.0,0.001,0.166
L_VLDL_CE_pct_C,0.0,0.0,0.212
L_VLDL_C_pct,0.008,0.017,0.12
L_VLDL_FC,0.451,0.534,-0.035
L_VLDL_FC_by_CE,0.0,0.0,-0.211
L_VLDL_FC_pct,0.833,0.872,-0.01
L_VLDL_FC_pct_C,0.0,0.0,-0.207
L_VLDL_L,0.388,0.471,-0.04
L_VLDL_P,0.288,0.367,-0.049
L_VLDL_PL,0.25,0.326,-0.053
L_VLDL_PL_pct,0.263,0.34,-0.051
L_VLDL_TG,0.228,0.302,-0.056
L_VLDL_TG_pct,0.375,0.458,-0.04
Lactate,0.614,0.687,0.023
Leu,0.528,0.607,-0.03
MUFA,0.12,0.174,-0.07
MUFA_pct,0.001,0.002,-0.156
M_HDL_C,0.737,0.793,0.016
M_HDL_CE,0.746,0.8,0.016
M_HDL_CE_pct,0.001,0.004,0.145
M_HDL_CE_pct_C,0.718,0.777,-0.017
M_HDL_C_pct,0.0,0.002,0.162
M_HDL_FC,0.7,0.761,0.019
M_HDL_FC_by_CE,0.699,0.761,0.019
M_HDL_FC_pct,0.002,0.006,0.155
M_HDL_FC_pct_C,0.678,0.742,0.02
M_HDL_L,0.489,0.571,-0.034
M_HDL_P,0.955,0.967,-0.003
M_HDL_PL,0.192,0.26,-0.063
