met,PValue,adjPVal,logFC
Acetate,0.193,0.262,-0.056
Acetoacetate,0.002,0.005,-0.135
Acetone,0.288,0.367,-0.046
Ala,0.069,0.108,-0.079
Albumin,0.154,0.216,0.062
ApoA1,0.28,0.358,0.051
ApoB,0.0,0.0,0.191
ApoB_by_ApoA1,0.001,0.003,0.142
Cholines,0.016,0.032,0.111
Citrate,0.787,0.834,-0.012
Clinical_LDL_C,0.0,0.0,0.235
Creatinine,0.05,0.082,-0.099
DHA,0.678,0.742,0.019
DHA_pct,0.589,0.663,0.024
Gln,0.028,0.05,0.095
Glucose,0.0,0.0,-0.247
Gly,0.001,0.002,0.154
GlycA,0.0,0.0,-0.189
HDL_C,0.003,0.008,0.142
HDL_CE,0.003,0.007,0.144
HDL_CE_pct,0.0,0.0,0.232
HDL_CE_pct_C,0.147,0.207,0.063
HDL_C_pct,0.0,0.0,0.26
HDL_FC,0.009,0.019,0.128
HDL_FC_by_CE,0.155,0.217,-0.062
HDL_FC_pct,0.0,0.0,0.243
HDL_FC_pct_C,0.173,0.239,-0.059
HDL_L,0.136,0.193,0.072
HDL_P,0.134,0.191,0.069
HDL_PL,0.565,0.642,0.028
HDL_PL_pct,0.0,0.0,-0.333
HDL_TG,0.001,0.002,-0.148
HDL_TG_pct,0.0,0.001,-0.166
HDL_size,0.005,0.011,0.137
His,0.441,0.524,0.033
IDL_C,0.0,0.0,0.26
IDL_CE,0.0,0.0,0.257
IDL_CE_pct,0.0,0.0,0.233
IDL_CE_pct_C,0.837,0.875,-0.009
IDL_C_pct,0.0,0.0,0.267
IDL_FC,0.0,0.0,0.263
IDL_FC_by_CE,0.823,0.864,0.01
IDL_FC_pct,0.0,0.0,0.199
IDL_FC_pct_C,0.77,0.821,0.013
IDL_L,0.0,0.0,0.237
IDL_P,0.0,0.0,0.208
IDL_PL,0.0,0.0,0.235
IDL_PL_pct,0.055,0.089,-0.083
IDL_TG,0.037,0.063,-0.091
