met,PValue,adjPVal,logFC
Acetate,0.355,0.437,-0.037
Acetoacetate,0.141,0.201,-0.059
Acetone,0.659,0.726,0.018
Ala,0.027,0.048,-0.09
Albumin,0.115,0.167,-0.064
ApoA1,0.818,0.859,-0.01
ApoB,0.03,0.054,0.087
ApoB_by_ApoA1,0.047,0.079,0.082
Cholines,0.571,0.647,0.025
Citrate,0.602,0.675,0.022
Clinical_LDL_C,0.016,0.03,0.098
Creatinine,0.063,0.1,-0.088
DHA,0.282,0.36,-0.046
DHA_pct,0.53,0.609,-0.026
Gln,0.188,0.255,0.053
Glucose,0.0,0.0,-0.232
Gly,0.18,0.246,0.057
GlycA,0.006,0.014,-0.111
HDL_C,0.373,0.456,0.04
HDL_CE,0.341,0.423,0.043
HDL_CE_pct,0.003,0.008,0.121
HDL_CE_pct_C,0.24,0.315,0.048
HDL_C_pct,0.002,0.004,0.132
HDL_FC,0.511,0.592,0.03
HDL_FC_by_CE,0.248,0.323,-0.047
HDL_FC_pct,0.014,0.028,0.107
HDL_FC_pct_C,0.266,0.343,-0.045
HDL_L,0.956,0.967,0.002
HDL_P,0.925,0.944,-0.004
HDL_PL,0.647,0.715,-0.021
HDL_PL_pct,0.0,0.0,-0.173
HDL_TG,0.051,0.083,-0.079
HDL_TG_pct,0.065,0.103,-0.077
HDL_size,0.181,0.248,0.061
His,0.315,0.396,-0.041
IDL_C,0.006,0.014,0.113
IDL_CE,0.008,0.017,0.11
IDL_CE_pct,0.042,0.071,0.083
IDL_CE_pct_C,0.341,0.423,-0.038
IDL_C_pct,0.007,0.016,0.11
IDL_FC,0.004,0.009,0.12
IDL_FC_by_CE,0.34,0.422,0.039
IDL_FC_pct,0.007,0.016,0.108
IDL_FC_pct_C,0.334,0.416,0.039
IDL_L,0.012,0.024,0.105
IDL_P,0.012,0.024,0.102
IDL_PL,0.008,0.017,0.111
IDL_PL_pct,0.945,0.959,0.003
IDL_TG,0.251,0.327,-0.047
IDL_TG_pct,0.001,0.002,-0.141
Ile,0.061,0.097,-0.077
LA,0.015,0.03,0.099
LA_pct,0.0,0.0,0.214
LDL_C,0.037,0.063,0.084
LDL_CE,0.067,0.105,0.074
LDL_CE_pct,0.801,0.846,0.01
LDL_CE_pct_C,0.006,0.014,-0.113
LDL_C_pct,0.001,0.003,0.134
LDL_FC,0.007,0.015,0.11
LDL_FC_by_CE,0.006,0.014,0.113
