met,PValue,adjPVal,logFC
Acetate,0.448,0.531,-0.033
Acetoacetate,0.003,0.008,-0.13
Acetone,0.258,0.334,-0.05
Ala,0.345,0.427,-0.042
Albumin,0.306,0.386,0.045
ApoA1,0.362,0.444,0.044
ApoB,0.0,0.001,0.167
ApoB_by_ApoA1,0.005,0.011,0.126
Cholines,0.039,0.066,0.097
Citrate,0.889,0.916,-0.006
Clinical_LDL_C,0.0,0.0,0.213
Creatinine,0.092,0.139,-0.086
DHA,0.838,0.876,0.009
DHA_pct,0.766,0.817,0.013
Gln,0.186,0.253,0.058
Glucose,0.0,0.0,-0.219
Gly,0.016,0.031,0.112
GlycA,0.0,0.002,-0.155
HDL_C,0.015,0.029,0.12
HDL_CE,0.012,0.025,0.122
HDL_CE_pct,0.0,0.0,0.202
HDL_CE_pct_C,0.228,0.301,0.053
HDL_C_pct,0.0,0.0,0.226
HDL_FC,0.031,0.055,0.107
HDL_FC_by_CE,0.236,0.31,-0.052
HDL_FC_pct,0.0,0.0,0.213
HDL_FC_pct_C,0.255,0.332,-0.05
HDL_L,0.23,0.304,0.059
HDL_P,0.144,0.203,0.069
HDL_PL,0.669,0.735,0.021
HDL_PL_pct,0.0,0.0,-0.286
HDL_TG,0.002,0.005,-0.136
HDL_TG_pct,0.001,0.003,-0.148
HDL_size,0.041,0.069,0.101
His,0.384,0.467,0.038
IDL_C,0.0,0.0,0.23
IDL_CE,0.0,0.0,0.227
IDL_CE_pct,0.0,0.0,0.216
IDL_CE_pct_C,0.829,0.869,-0.009
IDL_C_pct,0.0,0.0,0.249
IDL_FC,0.0,0.0,0.233
IDL_FC_by_CE,0.817,0.859,0.01
IDL_FC_pct,0.0,0.0,0.187
IDL_FC_pct_C,0.77,0.82,0.013
IDL_L,0.0,0.0,0.207
IDL_P,0.0,0.0,0.183
IDL_PL,0.0,0.0,0.201
IDL_PL_pct,0.025,0.045,-0.098
IDL_TG,0.052,0.085,-0.086
IDL_TG_pct,0.0,0.0,-0.274
Ile,0.019,0.036,-0.105
LA,0.0,0.0,0.182
LA_pct,0.0,0.0,0.323
LDL_C,0.0,0.0,0.195
LDL_CE,0.0,0.0,0.176
LDL_CE_pct,0.105,0.155,0.071
LDL_CE_pct_C,0.0,0.0,-0.192
LDL_C_pct,0.0,0.0,0.286
LDL_FC,0.0,0.0,0.237
LDL_FC_by_CE,0.0,0.0,0.192
LDL_FC_pct,0.0,0.0,0.241
LDL_FC_pct_C,0.0,0.0,0.194
LDL_L,0.0,0.0,0.181
LDL_P,0.0,0.0,0.173
LDL_PL,0.0,0.0,0.188
LDL_PL_pct,0.929,0.947,-0.004
LDL_TG,0.083,0.127,-0.076
LDL_TG_pct,0.0,0.0,-0.271
LDL_size,0.004,0.009,0.131
L_HDL_C,0.002,0.006,0.153
L_HDL_CE,0.001,0.004,0.158
L_HDL_CE_pct,0.0,0.0,0.228
L_HDL_CE_pct_C,0.002,0.005,0.137
L_HDL_C_pct,0.0,0.0,0.227
L_HDL_FC,0.008,0.017,0.133
L_HDL_FC_by_CE,0.003,0.008,-0.129
L_HDL_FC_pct,0.005,0.012,0.129
L_HDL_FC_pct_C,0.008,0.016,-0.117
L_HDL_L,0.02,0.038,0.116
L_HDL_P,0.005,0.012,0.14
L_HDL_PL,0.084,0.128,0.087
L_HDL_PL_pct,0.0,0.0,-0.262
L_HDL_TG,0.179,0.245,-0.061
L_HDL_TG_pct,0.003,0.008,-0.135
L_LDL_C,0.0,0.0,0.209
L_LDL_CE,0.0,0.0,0.195
L_LDL_CE_pct,0.016,0.03,0.105
L_LDL_CE_pct_C,0.0,0.0,-0.198
L_LDL_C_pct,0.0,0.0,0.281
L_LDL_FC,0.0,0.0,0.243
L_LDL_FC_by_CE,0.0,0.0,0.199
L_LDL_FC_pct,0.0,0.0,0.257
L_LDL_FC_pct_C,0.0,0.0,0.201
L_LDL_L,0.0,0.0,0.195
L_LDL_P,0.0,0.0,0.184
L_LDL_PL,0.0,0.0,0.201
L_LDL_PL_pct,0.999,0.999,-0.0
L_LDL_TG,0.099,0.147,-0.073
L_LDL_TG_pct,0.0,0.0,-0.278
L_VLDL_C,0.795,0.841,-0.012
L_VLDL_CE,0.607,0.68,0.023
L_VLDL_CE_pct,0.003,0.007,0.135
L_VLDL_CE_pct_C,0.0,0.0,0.193
L_VLDL_C_pct,0.047,0.078,0.088
L_VLDL_FC,0.317,0.398,-0.045
L_VLDL_FC_by_CE,0.0,0.0,-0.192
L_VLDL_FC_pct,0.431,0.514,-0.035
L_VLDL_FC_pct_C,0.0,0.0,-0.189
L_VLDL_L,0.299,0.378,-0.047
L_VLDL_P,0.204,0.274,-0.057
L_VLDL_PL,0.155,0.216,-0.065
L_VLDL_PL_pct,0.069,0.109,-0.081
L_VLDL_TG,0.194,0.262,-0.059
L_VLDL_TG_pct,0.735,0.791,-0.015
Lactate,0.792,0.839,0.012
Leu,0.195,0.264,-0.059
MUFA,0.057,0.092,-0.084
MUFA_pct,0.0,0.0,-0.177
M_HDL_C,0.415,0.498,0.039
M_HDL_CE,0.42,0.503,0.039
M_HDL_CE_pct,0.0,0.001,0.16
M_HDL_CE_pct_C,0.563,0.64,-0.027
M_HDL_C_pct,0.0,0.0,0.18
M_HDL_FC,0.399,0.483,0.041
M_HDL_FC_by_CE,0.54,0.618,0.029
M_HDL_FC_pct,0.0,0.001,0.18
M_HDL_FC_pct_C,0.513,0.594,0.031
M_HDL_L,0.759,0.811,-0.015
M_HDL_P,0.732,0.789,0.016
M_HDL_PL,0.325,0.407,-0.047
M_HDL_PL_pct,0.0,0.0,-0.228
M_HDL_TG,0.001,0.002,-0.152
M_HDL_TG_pct,0.002,0.006,-0.137
M_LDL_C,0.0,0.001,0.159
M_LDL_CE,0.002,0.006,0.133
M_LDL_CE_pct,0.613,0.685,-0.022
M_LDL_CE_pct_C,0.0,0.001,-0.165
M_LDL_C_pct,0.0,0.0,0.212
M_LDL_FC,0.0,0.0,0.217
M_LDL_FC_by_CE,0.0,0.001,0.165
M_LDL_FC_pct,0.0,0.0,0.207
M_LDL_FC_pct_C,0.0,0.001,0.165
M_LDL_L,0.001,0.002,0.148
M_LDL_P,0.002,0.004,0.139
M_LDL_PL,0.0,0.001,0.156
M_LDL_PL_pct,0.415,0.498,0.036
M_LDL_TG,0.086,0.131,-0.076
M_LDL_TG_pct,0.0,0.0,-0.253
M_VLDL_C,0.0,0.0,0.197
M_VLDL_CE,0.0,0.0,0.239
M_VLDL_CE_pct,0.0,0.0,0.255
M_VLDL_CE_pct_C,0.0,0.0,0.251
M_VLDL_C_pct,0.0,0.0,0.251
M_VLDL_FC,0.002,0.004,0.138
M_VLDL_FC_by_CE,0.001,0.003,-0.142
M_VLDL_FC_pct,0.0,0.0,0.241
M_VLDL_FC_pct_C,0.0,0.0,-0.255
M_VLDL_L,0.125,0.181,0.068
M_VLDL_P,0.024,0.044,0.099
M_VLDL_PL,0.014,0.027,0.108
M_VLDL_PL_pct,0.0,0.0,0.223
M_VLDL_TG,0.425,0.508,-0.036
M_VLDL_TG_pct,0.0,0.0,-0.236
Omega_3,0.345,0.427,-0.043
Omega_3_pct,0.38,0.463,-0.04
Omega_3_pct_PUFA,0.029,0.052,-0.099
Omega_6,0.001,0.004,0.144
Omega_6_by_Omega_3,0.07,0.11,0.082
Omega_6_pct,0.0,0.0,0.236
Omega_6_pct_PUFA,0.016,0.032,0.109
PUFA,0.017,0.032,0.108
PUFA_by_MUFA,0.0,0.0,0.194
PUFA_pct,0.0,0.0,0.209
Phe,0.012,0.024,-0.11
Phosphatidylc,0.08,0.123,0.083
Phosphoglyc,0.253,0.329,0.054
Pyruvate,0.258,0.334,-0.051
Remnant_C,0.0,0.001,0.16
SFA,0.24,0.315,-0.052
SFA_pct,0.001,0.004,-0.14
S_HDL_C,0.669,0.735,0.019
S_HDL_CE,0.661,0.728,0.019
S_HDL_CE_pct,0.0,0.001,0.159
S_HDL_CE_pct_C,0.972,0.979,0.002
S_HDL_C_pct,0.0,0.0,0.213
S_HDL_FC,0.735,0.791,0.015
S_HDL_FC_by_CE,0.973,0.98,-0.002
S_HDL_FC_pct,0.0,0.0,0.203
S_HDL_FC_pct_C,0.987,0.99,-0.001
S_HDL_L,0.173,0.238,-0.06
S_HDL_P,0.695,0.757,0.017
S_HDL_PL,0.057,0.092,-0.084
S_HDL_PL_pct,0.0,0.001,-0.167
S_HDL_TG,0.0,0.001,-0.162
S_HDL_TG_pct,0.0,0.002,-0.159
S_LDL_C,0.0,0.0,0.178
S_LDL_CE,0.001,0.002,0.149
S_LDL_CE_pct,0.903,0.927,-0.005
S_LDL_CE_pct_C,0.0,0.001,-0.156
S_LDL_C_pct,0.0,0.0,0.192
S_LDL_FC,0.0,0.0,0.237
S_LDL_FC_by_CE,0.0,0.001,0.157
S_LDL_FC_pct,0.0,0.0,0.2
S_LDL_FC_pct_C,0.0,0.001,0.159
S_LDL_L,0.0,0.001,0.167
S_LDL_P,0.0,0.001,0.155
S_LDL_PL,0.0,0.0,0.186
S_LDL_PL_pct,0.733,0.789,0.015
S_LDL_TG,0.056,0.091,-0.085
S_LDL_TG_pct,0.0,0.0,-0.233
S_VLDL_C,0.024,0.043,0.099
S_VLDL_CE,0.088,0.134,0.075
S_VLDL_CE_pct,0.0,0.001,0.156
S_VLDL_CE_pct_C,0.0,0.0,-0.221
S_VLDL_C_pct,0.0,0.0,0.22
S_VLDL_FC,0.001,0.004,0.14
S_VLDL_FC_by_CE,0.0,0.0,0.219
S_VLDL_FC_pct,0.0,0.0,0.272
S_VLDL_FC_pct_C,0.0,0.0,0.225
S_VLDL_L,0.671,0.737,0.019
S_VLDL_P,0.806,0.85,0.011
S_VLDL_PL,0.042,0.07,0.09
S_VLDL_PL_pct,0.0,0.0,0.27
S_VLDL_TG,0.038,0.065,-0.093
S_VLDL_TG_pct,0.0,0.0,-0.231
Sphingomyelins,0.0,0.001,0.176
TG_by_PG,0.007,0.015,-0.127
Total_BCAA,0.055,0.089,-0.087
