met,PValue,adjPVal,logFC
Acetate,0.181,0.248,-0.077
Acetoacetate,0.11,0.162,-0.092
Acetone,0.509,0.589,-0.038
Ala,0.394,0.477,-0.049
Albumin,0.629,0.7,0.028
ApoA1,0.081,0.124,-0.11
ApoB,0.004,0.01,0.163
ApoB_by_ApoA1,0.001,0.002,0.202
Cholines,0.915,0.936,-0.007
Citrate,0.194,0.263,0.077
Clinical_LDL_C,0.005,0.012,0.16
Creatinine,0.648,0.716,-0.031
DHA,0.177,0.243,-0.082
DHA_pct,0.22,0.292,-0.073
Gln,0.338,0.419,0.055
Glucose,0.0,0.0,-0.271
Gly,0.087,0.132,0.104
GlycA,0.345,0.428,-0.055
HDL_C,0.367,0.45,-0.058
HDL_CE,0.396,0.479,-0.054
HDL_CE_pct,0.101,0.15,0.096
HDL_CE_pct_C,0.435,0.518,0.045
HDL_C_pct,0.082,0.126,0.103
HDL_FC,0.297,0.376,-0.068
HDL_FC_by_CE,0.442,0.525,-0.044
HDL_FC_pct,0.206,0.276,0.078
HDL_FC_pct_C,0.459,0.542,-0.043
HDL_L,0.102,0.151,-0.105
HDL_P,0.14,0.198,-0.091
HDL_PL,0.036,0.061,-0.135
HDL_PL_pct,0.001,0.003,-0.192
HDL_TG,0.12,0.175,-0.089
HDL_TG_pct,0.733,0.79,-0.02
HDL_size,0.6,0.673,-0.034
His,0.753,0.806,-0.018
IDL_C,0.016,0.031,0.142
IDL_CE,0.023,0.042,0.135
IDL_CE_pct,0.222,0.294,0.071
IDL_CE_pct_C,0.072,0.112,-0.103
IDL_C_pct,0.036,0.061,0.122
IDL_FC,0.007,0.015,0.16
IDL_FC_by_CE,0.071,0.111,0.104
IDL_FC_pct,0.003,0.008,0.169
IDL_FC_pct_C,0.069,0.108,0.105
IDL_L,0.023,0.043,0.134
IDL_P,0.019,0.036,0.135
IDL_PL,0.01,0.021,0.152
IDL_PL_pct,0.261,0.338,0.064
IDL_TG,0.359,0.442,-0.053
IDL_TG_pct,0.003,0.007,-0.176
Ile,0.039,0.067,-0.12
LA,0.005,0.01,0.165
LA_pct,0.0,0.0,0.309
LDL_C,0.011,0.023,0.145
LDL_CE,0.018,0.034,0.136
LDL_CE_pct,0.091,0.137,0.097
LDL_CE_pct_C,0.1,0.149,-0.097
LDL_C_pct,0.0,0.001,0.208
LDL_FC,0.004,0.009,0.166
LDL_FC_by_CE,0.097,0.145,0.097
LDL_FC_pct,0.017,0.033,0.14
LDL_FC_pct_C,0.089,0.134,0.1
LDL_L,0.019,0.035,0.135
