met,PValue,adjPVal,logFC
Acetate,0.192,0.261,-0.057
Acetoacetate,0.005,0.012,-0.123
Acetone,0.852,0.887,-0.008
Ala,0.115,0.168,-0.07
Albumin,0.749,0.803,0.014
ApoA1,0.425,0.508,0.039
ApoB,0.0,0.0,0.175
ApoB_by_ApoA1,0.004,0.009,0.13
Cholines,0.031,0.054,0.102
Citrate,0.803,0.848,0.011
Clinical_LDL_C,0.0,0.0,0.209
Creatinine,0.428,0.511,-0.041
DHA,0.929,0.947,-0.004
DHA_pct,0.933,0.95,-0.004
Gln,0.153,0.215,0.063
Glucose,0.0,0.0,-0.222
Gly,0.017,0.033,0.111
GlycA,0.003,0.008,-0.131
HDL_C,0.035,0.06,0.104
HDL_CE,0.031,0.054,0.106
HDL_CE_pct,0.0,0.0,0.183
HDL_CE_pct_C,0.255,0.331,0.051
HDL_C_pct,0.0,0.0,0.204
HDL_FC,0.064,0.101,0.093
HDL_FC_by_CE,0.262,0.338,-0.05
HDL_FC_pct,0.0,0.0,0.189
HDL_FC_pct_C,0.278,0.356,-0.048
HDL_L,0.305,0.385,0.051
HDL_P,0.201,0.27,0.06
HDL_PL,0.741,0.796,0.016
HDL_PL_pct,0.0,0.0,-0.263
HDL_TG,0.009,0.019,-0.115
HDL_TG_pct,0.004,0.009,-0.132
HDL_size,0.082,0.125,0.087
His,0.625,0.696,0.022
IDL_C,0.0,0.0,0.227
IDL_CE,0.0,0.0,0.223
IDL_CE_pct,0.0,0.001,0.169
IDL_CE_pct_C,0.628,0.698,-0.021
IDL_C_pct,0.0,0.0,0.2
IDL_FC,0.0,0.0,0.233
IDL_FC_by_CE,0.621,0.693,0.022
IDL_FC_pct,0.0,0.001,0.161
IDL_FC_pct_C,0.598,0.671,0.023
IDL_L,0.0,0.0,0.213
IDL_P,0.0,0.0,0.187
IDL_PL,0.0,0.0,0.216
IDL_PL_pct,0.324,0.405,-0.043
IDL_TG,0.314,0.394,-0.045
IDL_TG_pct,0.0,0.0,-0.238
Ile,0.005,0.012,-0.125
LA,0.0,0.0,0.187
LA_pct,0.0,0.0,0.317
LDL_C,0.0,0.0,0.191
LDL_CE,0.0,0.0,0.174
LDL_CE_pct,0.341,0.423,0.042
LDL_CE_pct_C,0.0,0.0,-0.179
LDL_C_pct,0.0,0.0,0.241
LDL_FC,0.0,0.0,0.23
LDL_FC_by_CE,0.0,0.0,0.179
LDL_FC_pct,0.0,0.0,0.217
LDL_FC_pct_C,0.0,0.0,0.18
LDL_L,0.0,0.0,0.18
LDL_P,0.0,0.0,0.179
LDL_PL,0.0,0.0,0.188
LDL_PL_pct,0.816,0.858,0.01
LDL_TG,0.264,0.341,-0.049
LDL_TG_pct,0.0,0.0,-0.238
LDL_size,0.0,0.001,0.172
L_HDL_C,0.008,0.018,0.132
L_HDL_CE,0.006,0.014,0.137
L_HDL_CE_pct,0.0,0.0,0.205
L_HDL_CE_pct_C,0.004,0.01,0.126
L_HDL_C_pct,0.0,0.0,0.203
L_HDL_FC,0.023,0.043,0.114
L_HDL_FC_by_CE,0.007,0.015,-0.119
L_HDL_FC_pct,0.016,0.03,0.112
L_HDL_FC_pct_C,0.014,0.028,-0.108
L_HDL_L,0.046,0.077,0.1
L_HDL_P,0.014,0.028,0.123
L_HDL_PL,0.142,0.201,0.074
L_HDL_PL_pct,0.0,0.0,-0.236
L_HDL_TG,0.259,0.335,-0.052
L_HDL_TG_pct,0.008,0.017,-0.122
L_LDL_C,0.0,0.0,0.207
L_LDL_CE,0.0,0.0,0.194
L_LDL_CE_pct,0.095,0.142,0.073
L_LDL_CE_pct_C,0.0,0.0,-0.183
L_LDL_C_pct,0.0,0.0,0.235
L_LDL_FC,0.0,0.0,0.237
L_LDL_FC_by_CE,0.0,0.0,0.184
L_LDL_FC_pct,0.0,0.0,0.229
L_LDL_FC_pct_C,0.0,0.0,0.186
L_LDL_L,0.0,0.0,0.196
L_LDL_P,0.0,0.0,0.197
L_LDL_PL,0.0,0.0,0.202
L_LDL_PL_pct,0.865,0.897,0.008
L_LDL_TG,0.375,0.458,-0.039
L_LDL_TG_pct,0.0,0.0,-0.239
L_VLDL_C,0.977,0.983,-0.001
L_VLDL_CE,0.392,0.475,0.038
L_VLDL_CE_pct,0.0,0.0,0.194
L_VLDL_CE_pct_C,0.0,0.0,0.237
L_VLDL_C_pct,0.001,0.003,0.146
L_VLDL_FC,0.375,0.458,-0.04
L_VLDL_FC_by_CE,0.0,0.0,-0.237
L_VLDL_FC_pct,0.888,0.915,0.006
L_VLDL_FC_pct_C,0.0,0.0,-0.232
L_VLDL_L,0.266,0.343,-0.051
L_VLDL_P,0.21,0.281,-0.057
L_VLDL_PL,0.222,0.295,-0.056
L_VLDL_PL_pct,0.598,0.672,-0.024
L_VLDL_TG,0.106,0.156,-0.073
L_VLDL_TG_pct,0.128,0.184,-0.067
Lactate,0.197,0.266,0.058
Leu,0.113,0.166,-0.073
MUFA,0.157,0.219,-0.063
MUFA_pct,0.001,0.003,-0.147
M_HDL_C,0.461,0.544,0.036
M_HDL_CE,0.466,0.549,0.035
M_HDL_CE_pct,0.001,0.003,0.147
M_HDL_CE_pct_C,0.611,0.684,-0.024
M_HDL_C_pct,0.0,0.001,0.165
M_HDL_FC,0.447,0.53,0.037
M_HDL_FC_by_CE,0.597,0.671,0.025
M_HDL_FC_pct,0.001,0.003,0.162
M_HDL_FC_pct_C,0.579,0.654,0.026
