met,PValue,adjPVal,logFC
Acetate,0.214,0.286,-0.055
Acetoacetate,0.017,0.033,-0.106
Acetone,0.244,0.319,-0.052
Ala,0.018,0.033,-0.106
Albumin,0.593,0.668,-0.024
ApoA1,0.91,0.933,0.005
ApoB,0.01,0.021,0.114
ApoB_by_ApoA1,0.031,0.054,0.097
Cholines,0.398,0.482,0.04
Citrate,0.681,0.745,0.019
Clinical_LDL_C,0.001,0.003,0.146
Creatinine,0.005,0.011,-0.146
DHA,0.312,0.392,-0.047
DHA_pct,0.719,0.778,-0.016
Gln,0.231,0.304,0.053
Glucose,0.0,0.0,-0.242
Gly,0.252,0.328,0.054
GlycA,0.001,0.003,-0.146
HDL_C,0.157,0.219,0.07
HDL_CE,0.124,0.179,0.076
HDL_CE_pct,0.0,0.0,0.18
HDL_CE_pct_C,0.037,0.064,0.093
HDL_C_pct,0.0,0.0,0.19
HDL_FC,0.34,0.422,0.048
HDL_FC_by_CE,0.04,0.067,-0.092
HDL_FC_pct,0.008,0.016,0.128
HDL_FC_pct_C,0.046,0.077,-0.089
HDL_L,0.736,0.792,0.017
HDL_P,0.65,0.718,0.022
HDL_PL,0.789,0.836,-0.013
HDL_PL_pct,0.0,0.0,-0.224
HDL_TG,0.004,0.009,-0.128
HDL_TG_pct,0.005,0.011,-0.129
HDL_size,0.179,0.246,0.067
His,0.812,0.855,-0.011
IDL_C,0.0,0.001,0.163
IDL_CE,0.0,0.001,0.16
IDL_CE_pct,0.0,0.001,0.166
IDL_CE_pct_C,0.76,0.812,-0.014
IDL_C_pct,0.0,0.0,0.193
IDL_FC,0.0,0.001,0.166
IDL_FC_by_CE,0.756,0.809,0.014
IDL_FC_pct,0.001,0.002,0.148
IDL_FC_pct_C,0.738,0.794,0.015
IDL_L,0.002,0.004,0.144
IDL_P,0.003,0.007,0.134
IDL_PL,0.002,0.004,0.145
IDL_PL_pct,0.376,0.458,-0.039
IDL_TG,0.032,0.056,-0.096
IDL_TG_pct,0.0,0.0,-0.227
Ile,0.001,0.003,-0.146
LA,0.003,0.006,0.135
LA_pct,0.0,0.0,0.304
LDL_C,0.004,0.01,0.126
LDL_CE,0.013,0.025,0.11
LDL_CE_pct,0.464,0.546,0.032
LDL_CE_pct_C,0.0,0.001,-0.169
LDL_C_pct,0.0,0.0,0.219
LDL_FC,0.0,0.001,0.164
LDL_FC_by_CE,0.0,0.001,0.169
LDL_FC_pct,0.0,0.0,0.203
LDL_FC_pct_C,0.0,0.001,0.171
