met,PValue,adjPVal,logFC
Acetate,0.365,0.448,-0.033
Acetoacetate,0.173,0.238,-0.049
Acetone,0.891,0.917,0.005
Ala,0.012,0.024,-0.091
Albumin,0.519,0.599,-0.023
ApoA1,0.894,0.92,-0.005
ApoB,0.078,0.121,0.063
ApoB_by_ApoA1,0.108,0.159,0.059
Cholines,0.803,0.848,0.01
Citrate,0.148,0.209,0.053
Clinical_LDL_C,0.018,0.035,0.085
Creatinine,0.016,0.031,-0.101
DHA,0.528,0.607,-0.024
DHA_pct,0.758,0.81,0.011
Gln,0.071,0.111,0.065
Glucose,0.0,0.0,-0.191
Gly,0.031,0.055,0.082
GlycA,0.0,0.001,-0.138
HDL_C,0.229,0.303,0.049
HDL_CE,0.197,0.266,0.052
HDL_CE_pct,0.0,0.001,0.134
HDL_CE_pct_C,0.113,0.166,0.057
HDL_C_pct,0.0,0.0,0.144
HDL_FC,0.386,0.469,0.035
HDL_FC_by_CE,0.117,0.171,-0.057
HDL_FC_pct,0.005,0.011,0.11
HDL_FC_pct_C,0.127,0.183,-0.055
HDL_L,0.847,0.883,0.008
HDL_P,0.955,0.966,-0.002
HDL_PL,0.7,0.761,-0.016
HDL_PL_pct,0.0,0.0,-0.176
HDL_TG,0.007,0.016,-0.097
HDL_TG_pct,0.01,0.02,-0.096
HDL_size,0.104,0.154,0.066
His,0.47,0.552,-0.026
IDL_C,0.008,0.017,0.099
IDL_CE,0.009,0.018,0.097
IDL_CE_pct,0.002,0.005,0.113
IDL_CE_pct_C,0.853,0.888,-0.007
IDL_C_pct,0.0,0.001,0.131
IDL_FC,0.007,0.015,0.1
IDL_FC_by_CE,0.851,0.886,0.007
IDL_FC_pct,0.007,0.014,0.098
IDL_FC_pct_C,0.84,0.878,0.007
IDL_L,0.021,0.039,0.086
IDL_P,0.037,0.063,0.076
IDL_PL,0.019,0.035,0.087
IDL_PL_pct,0.55,0.628,-0.021
IDL_TG,0.041,0.069,-0.074
IDL_TG_pct,0.0,0.0,-0.156
Ile,0.02,0.037,-0.085
LA,0.064,0.102,0.067
LA_pct,0.0,0.0,0.206
LDL_C,0.044,0.074,0.072
LDL_CE,0.091,0.137,0.061
LDL_CE_pct,0.877,0.906,0.006
LDL_CE_pct_C,0.0,0.001,-0.132
LDL_C_pct,0.0,0.0,0.15
LDL_FC,0.005,0.012,0.101
LDL_FC_by_CE,0.0,0.001,0.132
LDL_FC_pct,0.0,0.0,0.151
LDL_FC_pct_C,0.0,0.001,0.132
LDL_L,0.077,0.12,0.064
LDL_P,0.068,0.107,0.065
LDL_PL,0.058,0.094,0.068
LDL_PL_pct,0.664,0.73,0.016
LDL_TG,0.031,0.055,-0.078
LDL_TG_pct,0.0,0.0,-0.151
LDL_size,0.016,0.031,0.089
L_HDL_C,0.033,0.058,0.087
L_HDL_CE,0.025,0.045,0.092
L_HDL_CE_pct,0.0,0.0,0.16
L_HDL_CE_pct_C,0.001,0.004,0.115
L_HDL_C_pct,0.0,0.0,0.155
L_HDL_FC,0.086,0.13,0.071
L_HDL_FC_by_CE,0.002,0.005,-0.111
L_HDL_FC_pct,0.074,0.116,0.068
L_HDL_FC_pct_C,0.004,0.01,-0.103
L_HDL_L,0.128,0.184,0.063
L_HDL_P,0.056,0.091,0.078
L_HDL_PL,0.291,0.37,0.043
L_HDL_PL_pct,0.0,0.0,-0.17
L_HDL_TG,0.225,0.298,-0.045
L_HDL_TG_pct,0.012,0.024,-0.094
L_LDL_C,0.022,0.04,0.083
L_LDL_CE,0.041,0.069,0.074
L_LDL_CE_pct,0.328,0.41,0.035
L_LDL_CE_pct_C,0.0,0.001,-0.135
L_LDL_C_pct,0.0,0.0,0.153
L_LDL_FC,0.003,0.008,0.107
L_LDL_FC_by_CE,0.0,0.001,0.135
L_LDL_FC_pct,0.0,0.0,0.161
L_LDL_FC_pct_C,0.0,0.001,0.136
L_LDL_L,0.041,0.069,0.074
L_LDL_P,0.035,0.06,0.076
L_LDL_PL,0.033,0.058,0.077
L_LDL_PL_pct,0.864,0.896,0.006
L_LDL_TG,0.039,0.067,-0.075
L_LDL_TG_pct,0.0,0.0,-0.155
L_VLDL_C,0.329,0.41,-0.036
L_VLDL_CE,0.737,0.793,-0.012
L_VLDL_CE_pct,0.004,0.009,0.106
L_VLDL_CE_pct_C,0.0,0.0,0.147
L_VLDL_C_pct,0.046,0.076,0.072
L_VLDL_FC,0.116,0.169,-0.059
L_VLDL_FC_by_CE,0.0,0.0,-0.147
L_VLDL_FC_pct,0.584,0.659,-0.02
L_VLDL_FC_pct_C,0.0,0.001,-0.146
L_VLDL_L,0.103,0.153,-0.06
L_VLDL_P,0.079,0.122,-0.065
L_VLDL_PL,0.074,0.115,-0.066
L_VLDL_PL_pct,0.166,0.229,-0.051
L_VLDL_TG,0.061,0.097,-0.07
L_VLDL_TG_pct,0.567,0.644,-0.021
Lactate,0.176,0.242,0.05
Leu,0.034,0.06,-0.08
MUFA,0.016,0.031,-0.087
MUFA_pct,0.002,0.005,-0.115
M_HDL_C,0.975,0.982,-0.001
M_HDL_CE,1.0,1.0,0.0
M_HDL_CE_pct,0.002,0.005,0.113
M_HDL_CE_pct_C,0.585,0.66,0.021
M_HDL_C_pct,0.002,0.004,0.118
M_HDL_FC,0.884,0.912,-0.006
M_HDL_FC_by_CE,0.6,0.674,-0.02
M_HDL_FC_pct,0.04,0.068,0.083
M_HDL_FC_pct_C,0.619,0.691,-0.019
M_HDL_L,0.34,0.421,-0.037
M_HDL_P,0.639,0.709,-0.018
M_HDL_PL,0.137,0.196,-0.058
M_HDL_PL_pct,0.0,0.001,-0.142
M_HDL_TG,0.003,0.008,-0.106
M_HDL_TG_pct,0.015,0.029,-0.09
M_LDL_C,0.184,0.251,0.048
M_LDL_CE,0.369,0.452,0.032
M_LDL_CE_pct,0.193,0.261,-0.047
M_LDL_CE_pct_C,0.001,0.003,-0.119
M_LDL_C_pct,0.006,0.014,0.098
M_LDL_FC,0.016,0.031,0.087
M_LDL_FC_by_CE,0.001,0.003,0.119
M_LDL_FC_pct,0.0,0.001,0.136
M_LDL_FC_pct_C,0.001,0.004,0.119
M_LDL_L,0.249,0.325,0.041
M_LDL_P,0.259,0.335,0.041
M_LDL_PL,0.183,0.25,0.048
M_LDL_PL_pct,0.227,0.301,0.044
M_LDL_TG,0.028,0.05,-0.08
M_LDL_TG_pct,0.0,0.001,-0.137
M_VLDL_C,0.014,0.028,0.088
M_VLDL_CE,0.001,0.003,0.12
M_VLDL_CE_pct,0.0,0.0,0.165
M_VLDL_CE_pct_C,0.0,0.0,0.181
M_VLDL_C_pct,0.0,0.0,0.158
M_VLDL_FC,0.18,0.247,0.048
M_VLDL_FC_by_CE,0.0,0.0,-0.143
M_VLDL_FC_pct,0.0,0.0,0.142
M_VLDL_FC_pct_C,0.0,0.0,-0.175
M_VLDL_L,0.907,0.93,0.004
M_VLDL_P,0.526,0.605,0.023
M_VLDL_PL,0.407,0.49,0.03
M_VLDL_PL_pct,0.0,0.001,0.13
M_VLDL_TG,0.142,0.201,-0.054
M_VLDL_TG_pct,0.0,0.0,-0.144
Omega_3,0.046,0.077,-0.075
Omega_3_pct,0.168,0.232,-0.051
Omega_3_pct_PUFA,0.013,0.026,-0.092
Omega_6,0.332,0.413,0.036
Omega_6_by_Omega_3,0.016,0.031,0.089
Omega_6_pct,0.0,0.0,0.168
Omega_6_pct_PUFA,0.013,0.026,0.092
PUFA,0.797,0.842,0.01
PUFA_by_MUFA,0.001,0.002,0.128
PUFA_pct,0.0,0.0,0.142
Phe,0.295,0.375,-0.038
Phosphatidylc,0.928,0.946,0.003
Phosphoglyc,0.64,0.709,-0.018
Pyruvate,0.978,0.984,0.001
Remnant_C,0.106,0.157,0.058
SFA,0.031,0.054,-0.078
SFA_pct,0.004,0.009,-0.103
S_HDL_C,0.368,0.45,-0.033
S_HDL_CE,0.429,0.512,-0.028
S_HDL_CE_pct,0.007,0.015,0.098
S_HDL_CE_pct_C,0.737,0.793,0.013
S_HDL_C_pct,0.0,0.001,0.126
S_HDL_FC,0.279,0.357,-0.04
S_HDL_FC_by_CE,0.735,0.791,-0.013
S_HDL_FC_pct,0.006,0.014,0.104
S_HDL_FC_pct_C,0.742,0.797,-0.012
S_HDL_L,0.031,0.055,-0.078
S_HDL_P,0.257,0.333,-0.041
S_HDL_PL,0.013,0.027,-0.09
S_HDL_PL_pct,0.014,0.027,-0.092
S_HDL_TG,0.002,0.006,-0.113
S_HDL_TG_pct,0.009,0.019,-0.098
S_LDL_C,0.085,0.13,0.062
S_LDL_CE,0.21,0.281,0.045
S_LDL_CE_pct,0.549,0.627,-0.022
S_LDL_CE_pct_C,0.008,0.016,-0.097
S_LDL_C_pct,0.012,0.024,0.09
S_LDL_FC,0.006,0.012,0.099
S_LDL_FC_by_CE,0.008,0.017,0.096
S_LDL_FC_pct,0.002,0.005,0.113
S_LDL_FC_pct_C,0.009,0.019,0.095
S_LDL_L,0.126,0.181,0.055
S_LDL_P,0.13,0.186,0.054
S_LDL_PL,0.052,0.085,0.07
S_LDL_PL_pct,0.35,0.432,0.034
S_LDL_TG,0.024,0.044,-0.082
S_LDL_TG_pct,0.0,0.0,-0.14
S_VLDL_C,0.306,0.386,0.037
S_VLDL_CE,0.456,0.539,0.027
S_VLDL_CE_pct,0.001,0.003,0.116
S_VLDL_CE_pct_C,0.019,0.036,-0.087
S_VLDL_C_pct,0.0,0.0,0.141
S_VLDL_FC,0.133,0.19,0.054
S_VLDL_FC_by_CE,0.022,0.041,0.085
S_VLDL_FC_pct,0.0,0.0,0.153
S_VLDL_FC_pct_C,0.014,0.027,0.092
S_VLDL_L,0.673,0.738,-0.015
S_VLDL_P,0.609,0.682,-0.019
S_VLDL_PL,0.509,0.589,0.024
S_VLDL_PL_pct,0.0,0.0,0.149
