met,PValue,adjPVal,logFC
Acetate,0.392,0.476,-0.036
Acetoacetate,0.005,0.011,-0.12
Acetone,0.341,0.423,-0.041
Ala,0.401,0.484,-0.036
Albumin,0.18,0.247,0.057
ApoA1,0.365,0.448,0.043
ApoB,0.0,0.001,0.159
ApoB_by_ApoA1,0.006,0.013,0.12
Cholines,0.036,0.062,0.096
Citrate,0.934,0.951,0.004
Clinical_LDL_C,0.0,0.0,0.198
Creatinine,0.098,0.146,-0.083
DHA,0.867,0.899,0.008
DHA_pct,0.893,0.919,0.006
Gln,0.131,0.188,0.065
Glucose,0.0,0.0,-0.218
Gly,0.015,0.028,0.11
GlycA,0.0,0.001,-0.16
HDL_C,0.018,0.034,0.113
HDL_CE,0.016,0.031,0.115
HDL_CE_pct,0.0,0.0,0.185
HDL_CE_pct_C,0.288,0.367,0.046
HDL_C_pct,0.0,0.0,0.209
HDL_FC,0.033,0.058,0.103
HDL_FC_by_CE,0.298,0.378,-0.045
HDL_FC_pct,0.0,0.0,0.202
HDL_FC_pct_C,0.325,0.406,-0.042
HDL_L,0.231,0.305,0.057
HDL_P,0.175,0.241,0.062
HDL_PL,0.659,0.726,0.021
HDL_PL_pct,0.0,0.0,-0.274
HDL_TG,0.007,0.014,-0.116
HDL_TG_pct,0.003,0.008,-0.13
HDL_size,0.035,0.06,0.102
His,0.474,0.556,0.031
IDL_C,0.0,0.0,0.212
IDL_CE,0.0,0.0,0.209
IDL_CE_pct,0.0,0.0,0.19
IDL_CE_pct_C,0.822,0.863,-0.01
IDL_C_pct,0.0,0.0,0.219
IDL_FC,0.0,0.0,0.215
IDL_FC_by_CE,0.81,0.853,0.01
IDL_FC_pct,0.0,0.0,0.165
IDL_FC_pct_C,0.766,0.817,0.013
IDL_L,0.0,0.0,0.193
IDL_P,0.0,0.0,0.169
IDL_PL,0.0,0.0,0.19
IDL_PL_pct,0.066,0.104,-0.078
IDL_TG,0.113,0.165,-0.068
IDL_TG_pct,0.0,0.0,-0.244
Ile,0.01,0.021,-0.111
LA,0.0,0.0,0.185
LA_pct,0.0,0.0,0.317
LDL_C,0.0,0.0,0.182
LDL_CE,0.0,0.0,0.166
LDL_CE_pct,0.07,0.11,0.077
LDL_CE_pct_C,0.0,0.0,-0.169
LDL_C_pct,0.0,0.0,0.267
LDL_FC,0.0,0.0,0.219
LDL_FC_by_CE,0.0,0.0,0.17
LDL_FC_pct,0.0,0.0,0.216
LDL_FC_pct_C,0.0,0.0,0.171
LDL_L,0.0,0.0,0.169
LDL_P,0.0,0.0,0.165
LDL_PL,0.0,0.0,0.174
LDL_PL_pct,0.546,0.625,-0.026
LDL_TG,0.146,0.206,-0.062
LDL_TG_pct,0.0,0.0,-0.243
LDL_size,0.005,0.011,0.124
L_HDL_C,0.002,0.006,0.147
L_HDL_CE,0.002,0.004,0.152
L_HDL_CE_pct,0.0,0.0,0.215
L_HDL_CE_pct_C,0.001,0.004,0.137
L_HDL_C_pct,0.0,0.0,0.212
L_HDL_FC,0.009,0.018,0.128
L_HDL_FC_by_CE,0.002,0.005,-0.131
L_HDL_FC_pct,0.012,0.024,0.114
L_HDL_FC_pct_C,0.004,0.01,-0.121
L_HDL_L,0.02,0.037,0.113
