met,PValue,adjPVal,logFC
Acetate,0.504,0.585,-0.033
Acetoacetate,0.094,0.142,-0.084
Acetone,0.268,0.345,-0.056
Ala,0.395,0.478,-0.043
Albumin,0.973,0.98,-0.002
ApoA1,0.062,0.099,-0.103
ApoB,0.002,0.006,0.153
ApoB_by_ApoA1,0.0,0.001,0.187
Cholines,0.84,0.878,-0.011
Citrate,0.323,0.404,0.051
Clinical_LDL_C,0.002,0.005,0.154
Creatinine,0.977,0.983,-0.002
DHA,0.237,0.311,-0.062
DHA_pct,0.359,0.441,-0.047
Gln,0.04,0.068,0.103
Glucose,0.0,0.0,-0.248
Gly,0.035,0.061,0.111
GlycA,0.17,0.234,-0.069
HDL_C,0.363,0.445,-0.051
HDL_CE,0.393,0.476,-0.048
HDL_CE_pct,0.058,0.093,0.097
HDL_CE_pct_C,0.478,0.56,0.036
HDL_C_pct,0.04,0.068,0.106
HDL_FC,0.292,0.371,-0.06
HDL_FC_by_CE,0.489,0.57,-0.035
HDL_FC_pct,0.094,0.141,0.091
HDL_FC_pct_C,0.512,0.593,-0.033
HDL_L,0.083,0.128,-0.097
HDL_P,0.136,0.194,-0.08
HDL_PL,0.024,0.044,-0.126
HDL_PL_pct,0.0,0.001,-0.193
HDL_TG,0.079,0.122,-0.088
HDL_TG_pct,0.62,0.692,-0.026
HDL_size,0.592,0.667,-0.03
His,0.661,0.728,-0.022
IDL_C,0.01,0.02,0.133
IDL_CE,0.013,0.026,0.128
IDL_CE_pct,0.107,0.158,0.082
IDL_CE_pct_C,0.173,0.238,-0.068
IDL_C_pct,0.018,0.034,0.12
IDL_FC,0.005,0.011,0.146
IDL_FC_by_CE,0.171,0.236,0.069
IDL_FC_pct,0.005,0.012,0.139
IDL_FC_pct_C,0.167,0.231,0.069
IDL_L,0.015,0.03,0.125
IDL_P,0.009,0.019,0.131
IDL_PL,0.008,0.017,0.138
IDL_PL_pct,0.494,0.575,0.034
IDL_TG,0.299,0.379,-0.052
IDL_TG_pct,0.001,0.003,-0.166
Ile,0.039,0.067,-0.105
LA,0.003,0.007,0.152
LA_pct,0.0,0.0,0.297
LDL_C,0.005,0.011,0.141
LDL_CE,0.009,0.018,0.131
LDL_CE_pct,0.096,0.144,0.083
LDL_CE_pct_C,0.06,0.097,-0.096
LDL_C_pct,0.0,0.001,0.194
LDL_FC,0.001,0.004,0.161
LDL_FC_by_CE,0.059,0.095,0.097
LDL_FC_pct,0.009,0.018,0.135
LDL_FC_pct_C,0.056,0.091,0.098
LDL_L,0.009,0.018,0.131
LDL_P,0.001,0.003,0.162
LDL_PL,0.006,0.013,0.138
LDL_PL_pct,0.819,0.86,0.012
LDL_TG,0.328,0.409,-0.049
LDL_TG_pct,0.0,0.001,-0.189
LDL_size,0.114,0.166,0.081
L_HDL_C,0.972,0.979,-0.002
L_HDL_CE,0.941,0.956,0.004
L_HDL_CE_pct,0.006,0.013,0.143
L_HDL_CE_pct_C,0.017,0.032,0.12
L_HDL_C_pct,0.01,0.021,0.134
L_HDL_FC,0.699,0.761,-0.022
L_HDL_FC_by_CE,0.023,0.042,-0.114
L_HDL_FC_pct,0.396,0.48,0.045
L_HDL_FC_pct_C,0.037,0.063,-0.105
L_HDL_L,0.509,0.59,-0.038
L_HDL_P,0.831,0.87,-0.012
L_HDL_PL,0.231,0.304,-0.069
L_HDL_PL_pct,0.0,0.0,-0.216
L_HDL_TG,0.209,0.279,-0.066
L_HDL_TG_pct,0.928,0.946,-0.005
L_LDL_C,0.005,0.012,0.141
L_LDL_CE,0.008,0.017,0.134
L_LDL_CE_pct,0.099,0.148,0.082
L_LDL_CE_pct_C,0.031,0.055,-0.111
L_LDL_C_pct,0.0,0.001,0.181
L_LDL_FC,0.002,0.005,0.159
L_LDL_FC_by_CE,0.03,0.053,0.111
L_LDL_FC_pct,0.003,0.008,0.152
L_LDL_FC_pct_C,0.027,0.049,0.113
L_LDL_L,0.009,0.018,0.132
L_LDL_P,0.001,0.002,0.17
L_LDL_PL,0.006,0.013,0.138
L_LDL_PL_pct,0.636,0.706,0.024
L_LDL_TG,0.292,0.371,-0.053
L_LDL_TG_pct,0.0,0.001,-0.19
L_VLDL_C,0.196,0.265,0.066
L_VLDL_CE,0.053,0.086,0.098
L_VLDL_CE_pct,0.003,0.008,0.15
L_VLDL_CE_pct_C,0.001,0.002,0.178
L_VLDL_C_pct,0.016,0.031,0.121
L_VLDL_FC,0.516,0.596,0.034
L_VLDL_FC_by_CE,0.001,0.002,-0.181
L_VLDL_FC_pct,0.542,0.62,0.031
L_VLDL_FC_pct_C,0.002,0.004,-0.168
L_VLDL_L,0.662,0.729,0.023
L_VLDL_P,0.814,0.857,0.012
L_VLDL_PL,0.749,0.803,0.017
L_VLDL_PL_pct,0.859,0.892,0.009
L_VLDL_TG,0.996,0.997,-0.0
L_VLDL_TG_pct,0.106,0.156,-0.081
Lactate,0.366,0.449,0.046
Leu,0.088,0.133,-0.089
MUFA,0.215,0.287,-0.062
MUFA_pct,0.051,0.084,-0.101
M_HDL_C,0.035,0.061,-0.116
M_HDL_CE,0.036,0.062,-0.115
M_HDL_CE_pct,0.24,0.315,0.06
M_HDL_CE_pct_C,0.26,0.337,0.061
M_HDL_C_pct,0.309,0.39,0.053
M_HDL_FC,0.037,0.064,-0.116
M_HDL_FC_by_CE,0.268,0.345,-0.06
M_HDL_FC_pct,0.967,0.976,-0.002
M_HDL_FC_pct_C,0.277,0.355,-0.059
M_HDL_L,0.006,0.014,-0.149
M_HDL_P,0.025,0.046,-0.123
M_HDL_PL,0.002,0.005,-0.168
M_HDL_PL_pct,0.061,0.098,-0.098
M_HDL_TG,0.036,0.061,-0.105
M_HDL_TG_pct,0.707,0.767,-0.019
M_LDL_C,0.009,0.019,0.13
M_LDL_CE,0.02,0.037,0.117
M_LDL_CE_pct,0.451,0.533,0.038
M_LDL_CE_pct_C,0.164,0.228,-0.071
M_LDL_C_pct,0.0,0.001,0.177
M_LDL_FC,0.002,0.004,0.158
M_LDL_FC_by_CE,0.164,0.228,0.071
M_LDL_FC_pct,0.032,0.056,0.11
M_LDL_FC_pct_C,0.163,0.226,0.071
M_LDL_L,0.015,0.029,0.121
M_LDL_P,0.007,0.014,0.136
M_LDL_PL,0.013,0.025,0.125
M_LDL_PL_pct,0.921,0.941,-0.005
M_LDL_TG,0.391,0.474,-0.043
M_LDL_TG_pct,0.0,0.001,-0.188
M_VLDL_C,0.0,0.001,0.19
M_VLDL_CE,0.0,0.0,0.213
M_VLDL_CE_pct,0.001,0.002,0.178
M_VLDL_CE_pct_C,0.0,0.001,0.182
M_VLDL_C_pct,0.001,0.002,0.179
M_VLDL_FC,0.002,0.005,0.155
M_VLDL_FC_by_CE,0.003,0.008,-0.148
M_VLDL_FC_pct,0.0,0.001,0.19
M_VLDL_FC_pct_C,0.001,0.003,-0.172
M_VLDL_L,0.041,0.069,0.103
M_VLDL_P,0.011,0.023,0.127
M_VLDL_PL,0.008,0.017,0.132
M_VLDL_PL_pct,0.0,0.001,0.182
M_VLDL_TG,0.624,0.695,0.025
M_VLDL_TG_pct,0.001,0.004,-0.167
Omega_3,0.065,0.104,-0.096
Omega_3_pct,0.067,0.105,-0.095
Omega_3_pct_PUFA,0.007,0.014,-0.141
Omega_6,0.041,0.07,0.104
Omega_6_by_Omega_3,0.016,0.03,0.125
Omega_6_pct,0.0,0.0,0.21
