met,PValue,adjPVal,logFC
Acetate,0.179,0.246,-0.048
Acetoacetate,0.082,0.126,-0.062
Acetone,0.792,0.839,0.009
Ala,0.399,0.482,-0.03
Albumin,0.384,0.467,0.031
ApoA1,0.004,0.01,0.112
ApoB,0.0,0.001,0.126
ApoB_by_ApoA1,0.123,0.178,0.056
Cholines,0.001,0.003,0.125
Citrate,0.392,0.475,0.031
Clinical_LDL_C,0.0,0.0,0.177
Creatinine,0.026,0.046,-0.093
DHA,0.276,0.353,0.041
DHA_pct,0.2,0.27,0.047
Gln,0.048,0.079,0.071
Glucose,0.0,0.0,-0.152
Gly,0.011,0.022,0.096
GlycA,0.0,0.0,-0.16
HDL_C,0.0,0.0,0.182
HDL_CE,0.0,0.0,0.184
HDL_CE_pct,0.0,0.0,0.215
HDL_CE_pct_C,0.057,0.092,0.068
HDL_C_pct,0.0,0.0,0.238
HDL_FC,0.0,0.0,0.167
HDL_FC_by_CE,0.059,0.095,-0.068
HDL_FC_pct,0.0,0.0,0.208
HDL_FC_pct_C,0.065,0.103,-0.066
HDL_L,0.001,0.004,0.128
HDL_P,0.002,0.005,0.119
HDL_PL,0.021,0.039,0.092
HDL_PL_pct,0.0,0.0,-0.282
HDL_TG,0.001,0.003,-0.119
HDL_TG_pct,0.0,0.0,-0.172
HDL_size,0.0,0.0,0.156
His,0.992,0.994,0.0
IDL_C,0.0,0.0,0.2
IDL_CE,0.0,0.0,0.197
IDL_CE_pct,0.0,0.0,0.19
IDL_CE_pct_C,0.564,0.641,-0.021
IDL_C_pct,0.0,0.0,0.223
IDL_FC,0.0,0.0,0.204
IDL_FC_by_CE,0.56,0.637,0.021
IDL_FC_pct,0.0,0.0,0.175
IDL_FC_pct_C,0.543,0.622,0.022
IDL_L,0.0,0.0,0.18
IDL_P,0.0,0.0,0.143
IDL_PL,0.0,0.0,0.179
IDL_PL_pct,0.065,0.104,-0.066
IDL_TG,0.017,0.033,-0.086
IDL_TG_pct,0.0,0.0,-0.254
Ile,0.0,0.001,-0.129
LA,0.0,0.0,0.148
LA_pct,0.0,0.0,0.264
LDL_C,0.0,0.0,0.164
LDL_CE,0.0,0.0,0.147
LDL_CE_pct,0.068,0.107,0.065
LDL_CE_pct_C,0.0,0.0,-0.189
LDL_C_pct,0.0,0.0,0.276
LDL_FC,0.0,0.0,0.204
LDL_FC_by_CE,0.0,0.0,0.189
LDL_FC_pct,0.0,0.0,0.234
LDL_FC_pct_C,0.0,0.0,0.19
LDL_L,0.0,0.0,0.149
LDL_P,0.0,0.001,0.133
LDL_PL,0.0,0.0,0.15
LDL_PL_pct,0.245,0.32,-0.042
LDL_TG,0.023,0.043,-0.081
LDL_TG_pct,0.0,0.0,-0.246
LDL_size,0.001,0.002,0.124
L_HDL_C,0.0,0.0,0.203
L_HDL_CE,0.0,0.0,0.208
L_HDL_CE_pct,0.0,0.0,0.231
L_HDL_CE_pct_C,0.0,0.0,0.156
L_HDL_C_pct,0.0,0.0,0.226
L_HDL_FC,0.0,0.0,0.182
L_HDL_FC_by_CE,0.0,0.0,-0.154
L_HDL_FC_pct,0.005,0.011,0.106
L_HDL_FC_pct_C,0.0,0.0,-0.148
L_HDL_L,0.0,0.0,0.174
L_HDL_P,0.0,0.0,0.194
L_HDL_PL,0.0,0.001,0.148
L_HDL_PL_pct,0.0,0.0,-0.261
L_HDL_TG,0.517,0.597,-0.024
L_HDL_TG_pct,0.0,0.0,-0.151
L_LDL_C,0.0,0.0,0.182
L_LDL_CE,0.0,0.0,0.169
L_LDL_CE_pct,0.01,0.021,0.091
L_LDL_CE_pct_C,0.0,0.0,-0.2
L_LDL_C_pct,0.0,0.0,0.267
L_LDL_FC,0.0,0.0,0.215
L_LDL_FC_by_CE,0.0,0.0,0.2
L_LDL_FC_pct,0.0,0.0,0.253
L_LDL_FC_pct_C,0.0,0.0,0.202
L_LDL_L,0.0,0.0,0.168
L_LDL_P,0.0,0.0,0.144
L_LDL_PL,0.0,0.0,0.169
L_LDL_PL_pct,0.571,0.647,-0.02
L_LDL_TG,0.036,0.063,-0.075
L_LDL_TG_pct,0.0,0.0,-0.254
L_VLDL_C,0.167,0.231,-0.05
L_VLDL_CE,0.633,0.703,-0.017
L_VLDL_CE_pct,0.0,0.0,0.152
L_VLDL_CE_pct_C,0.0,0.0,0.214
L_VLDL_C_pct,0.006,0.013,0.098
L_VLDL_FC,0.025,0.046,-0.082
L_VLDL_FC_by_CE,0.0,0.0,-0.212
L_VLDL_FC_pct,0.222,0.295,-0.044
L_VLDL_FC_pct_C,0.0,0.0,-0.214
L_VLDL_L,0.025,0.045,-0.082
L_VLDL_P,0.017,0.032,-0.088
L_VLDL_PL,0.006,0.014,-0.101
L_VLDL_PL_pct,0.002,0.006,-0.11
L_VLDL_TG,0.014,0.028,-0.09
L_VLDL_TG_pct,0.971,0.979,-0.001
Lactate,0.526,0.605,-0.023
Leu,0.004,0.009,-0.108
MUFA,0.025,0.046,-0.08
MUFA_pct,0.0,0.0,-0.178
M_HDL_C,0.006,0.012,0.108
M_HDL_CE,0.006,0.013,0.108
M_HDL_CE_pct,0.0,0.0,0.182
M_HDL_CE_pct_C,0.298,0.377,-0.04
M_HDL_C_pct,0.0,0.0,0.207
M_HDL_FC,0.007,0.015,0.107
M_HDL_FC_by_CE,0.297,0.377,0.04
M_HDL_FC_pct,0.0,0.0,0.209
M_HDL_FC_pct_C,0.294,0.373,0.04
M_HDL_L,0.146,0.206,0.056
M_HDL_P,0.032,0.056,0.084
M_HDL_PL,0.542,0.62,0.024
M_HDL_PL_pct,0.0,0.0,-0.257
M_HDL_TG,0.0,0.001,-0.132
M_HDL_TG_pct,0.0,0.0,-0.161
M_LDL_C,0.0,0.002,0.124
M_LDL_CE,0.005,0.011,0.101
M_LDL_CE_pct,0.5,0.581,-0.024
M_LDL_CE_pct_C,0.0,0.0,-0.163
M_LDL_C_pct,0.0,0.0,0.206
M_LDL_FC,0.0,0.0,0.178
M_LDL_FC_by_CE,0.0,0.0,0.163
M_LDL_FC_pct,0.0,0.0,0.202
M_LDL_FC_pct_C,0.0,0.0,0.162
M_LDL_L,0.002,0.004,0.112
M_LDL_P,0.002,0.006,0.109
M_LDL_PL,0.001,0.004,0.115
M_LDL_PL_pct,0.873,0.904,-0.006
M_LDL_TG,0.021,0.038,-0.083
M_LDL_TG_pct,0.0,0.0,-0.223
M_VLDL_C,0.0,0.0,0.154
M_VLDL_CE,0.0,0.0,0.196
M_VLDL_CE_pct,0.0,0.0,0.25
M_VLDL_CE_pct_C,0.0,0.0,0.245
M_VLDL_C_pct,0.0,0.0,0.246
M_VLDL_FC,0.007,0.014,0.097
M_VLDL_FC_by_CE,0.0,0.0,-0.141
M_VLDL_FC_pct,0.0,0.0,0.234
M_VLDL_FC_pct_C,0.0,0.0,-0.25
M_VLDL_L,0.437,0.52,0.028
M_VLDL_P,0.087,0.133,0.061
M_VLDL_PL,0.061,0.097,0.067
M_VLDL_PL_pct,0.0,0.0,0.206
M_VLDL_TG,0.068,0.107,-0.067
M_VLDL_TG_pct,0.0,0.0,-0.231
Omega_3,0.495,0.576,-0.025
Omega_3_pct,0.573,0.649,-0.021
Omega_3_pct_PUFA,0.04,0.068,-0.076
Omega_6,0.001,0.002,0.124
Omega_6_by_Omega_3,0.058,0.093,0.07
Omega_6_pct,0.0,0.0,0.207
Omega_6_pct_PUFA,0.036,0.062,0.077
PUFA,0.008,0.016,0.098
PUFA_by_MUFA,0.0,0.0,0.189
PUFA_pct,0.0,0.0,0.193
Phe,0.171,0.236,-0.049
Phosphatidylc,0.004,0.01,0.109
Phosphoglyc,0.026,0.046,0.085
Pyruvate,0.404,0.487,-0.031
Remnant_C,0.001,0.002,0.124
SFA,0.256,0.333,-0.041
SFA_pct,0.002,0.004,-0.112
S_HDL_C,0.276,0.354,0.039
S_HDL_CE,0.326,0.408,0.035
S_HDL_CE_pct,0.0,0.001,0.135
S_HDL_CE_pct_C,0.669,0.735,-0.016
S_HDL_C_pct,0.0,0.0,0.189
S_HDL_FC,0.22,0.292,0.045
S_HDL_FC_by_CE,0.674,0.739,0.016
S_HDL_FC_pct,0.0,0.0,0.199
S_HDL_FC_pct_C,0.681,0.745,0.015
S_HDL_L,0.4,0.484,-0.03
S_HDL_P,0.423,0.507,0.029
S_HDL_PL,0.199,0.269,-0.046
S_HDL_PL_pct,0.004,0.009,-0.107
S_HDL_TG,0.0,0.0,-0.166
S_HDL_TG_pct,0.0,0.0,-0.182
S_LDL_C,0.0,0.001,0.136
S_LDL_CE,0.002,0.005,0.111
S_LDL_CE_pct,0.999,0.999,0.0
S_LDL_CE_pct_C,0.0,0.0,-0.142
S_LDL_C_pct,0.0,0.0,0.183
S_LDL_FC,0.0,0.0,0.187
S_LDL_FC_by_CE,0.0,0.0,0.142
S_LDL_FC_pct,0.0,0.0,0.179
S_LDL_FC_pct_C,0.0,0.0,0.14
S_LDL_L,0.001,0.002,0.122
S_LDL_P,0.003,0.007,0.107
S_LDL_PL,0.0,0.001,0.135
S_LDL_PL_pct,0.823,0.864,0.008
S_LDL_TG,0.006,0.014,-0.099
S_LDL_TG_pct,0.0,0.0,-0.218
S_VLDL_C,0.094,0.141,0.06
S_VLDL_CE,0.313,0.394,0.036
S_VLDL_CE_pct,0.0,0.001,0.133
S_VLDL_CE_pct_C,0.0,0.0,-0.222
S_VLDL_C_pct,0.0,0.0,0.199
S_VLDL_FC,0.005,0.011,0.1
S_VLDL_FC_by_CE,0.0,0.0,0.22
S_VLDL_FC_pct,0.0,0.0,0.256
S_VLDL_FC_pct_C,0.0,0.0,0.227
S_VLDL_L,0.717,0.776,-0.013
S_VLDL_P,0.616,0.688,-0.018
S_VLDL_PL,0.156,0.218,0.051
S_VLDL_PL_pct,0.0,0.0,0.247
S_VLDL_TG,0.003,0.007,-0.108
S_VLDL_TG_pct,0.0,0.0,-0.209
Sphingomyelins,0.0,0.0,0.196
TG_by_PG,0.0,0.0,-0.164
Total_BCAA,0.001,0.002,-0.125
Total_C,0.0,0.0,0.195
Total_CE,0.0,0.0,0.203
Total_CE_pct,0.0,0.0,0.245
Total_CE_pct_C,0.268,0.345,0.041
Total_C_pct,0.0,0.0,0.251
Total_FA,0.752,0.806,-0.011
Total_FC,0.0,0.0,0.175
Total_FC_by_CE,0.27,0.347,-0.041
Total_FC_pct,0.0,0.0,0.237
Total_FC_pct_C,0.279,0.357,-0.04
Total_L,0.004,0.01,0.104
Total_P,0.0,0.001,0.136
Total_PL,0.001,0.003,0.125
Total_PL_pct,0.681,0.745,-0.015
Total_TG,0.002,0.005,-0.112
Total_TG_pct,0.0,0.0,-0.203
Tyr,0.498,0.579,-0.024
Unsaturation,0.0,0.001,0.134
VLDL_C,0.249,0.324,0.041
VLDL_CE,0.052,0.085,0.069
VLDL_CE_pct,0.0,0.0,0.219
VLDL_CE_pct_C,0.0,0.0,0.214
VLDL_C_pct,0.0,0.0,0.22
VLDL_FC,0.941,0.956,0.003
VLDL_FC_by_CE,0.0,0.0,-0.214
VLDL_FC_pct,0.0,0.0,0.221
VLDL_FC_pct_C,0.0,0.0,-0.212
VLDL_L,0.146,0.206,-0.053
VLDL_P,0.777,0.826,0.01
VLDL_PL,0.457,0.54,-0.027
VLDL_PL_pct,0.0,0.0,0.169
VLDL_TG,0.003,0.006,-0.111
VLDL_TG_pct,0.0,0.0,-0.204
VLDL_size,0.001,0.002,-0.129
Val,0.001,0.002,-0.123
XL_HDL_C,0.0,0.0,0.222
XL_HDL_CE,0.0,0.0,0.228
XL_HDL_CE_pct,0.0,0.0,0.175
XL_HDL_CE_pct_C,0.0,0.0,0.177
XL_HDL_C_pct,0.152,0.213,0.054
XL_HDL_FC,0.0,0.0,0.192
XL_HDL_FC_by_CE,0.125,0.181,-0.055
XL_HDL_FC_pct,0.002,0.006,-0.122
XL_HDL_FC_pct_C,0.0,0.0,-0.201
XL_HDL_L,0.0,0.0,0.197
XL_HDL_P,0.0,0.0,0.209
XL_HDL_PL,0.0,0.0,0.177
XL_HDL_PL_pct,0.281,0.359,0.041
XL_HDL_TG,0.583,0.659,-0.02
XL_HDL_TG_pct,0.0,0.0,-0.165
XL_VLDL_C,0.113,0.165,-0.058
XL_VLDL_CE,0.484,0.566,-0.025
XL_VLDL_CE_pct,0.0,0.0,0.183
XL_VLDL_CE_pct_C,0.0,0.0,0.194
XL_VLDL_C_pct,0.0,0.0,0.174
XL_VLDL_FC,0.012,0.025,-0.092
XL_VLDL_FC_by_CE,0.0,0.0,-0.194
XL_VLDL_FC_pct,0.002,0.005,0.113
XL_VLDL_FC_pct_C,0.0,0.0,-0.185
XL_VLDL_L,0.002,0.005,-0.113
XL_VLDL_P,0.002,0.005,-0.114
XL_VLDL_PL,0.004,0.009,-0.107
XL_VLDL_PL_pct,0.268,0.345,-0.04
XL_VLDL_TG,0.0,0.001,-0.134
XL_VLDL_TG_pct,0.0,0.001,-0.128
XS_VLDL_C,0.001,0.002,0.124
XS_VLDL_CE,0.0,0.0,0.143
XS_VLDL_CE_pct,0.0,0.0,0.247
XS_VLDL_CE_pct_C,0.0,0.0,0.227
XS_VLDL_C_pct,0.0,0.0,0.249
XS_VLDL_FC,0.038,0.065,0.075
XS_VLDL_FC_by_CE,0.0,0.0,-0.227
XS_VLDL_FC_pct,0.0,0.0,0.193
