met,PValue,adjPVal,logFC
Acetate,0.179,0.245,-0.077
Acetoacetate,0.943,0.958,-0.004
Acetone,0.906,0.929,0.007
Ala,0.159,0.222,-0.081
Albumin,0.632,0.702,-0.028
ApoA1,0.122,0.177,-0.097
ApoB,0.008,0.017,0.152
ApoB_by_ApoA1,0.002,0.004,0.184
Cholines,0.981,0.986,-0.001
Citrate,0.026,0.047,0.131
Clinical_LDL_C,0.011,0.022,0.146
Creatinine,0.821,0.862,0.015
DHA,0.261,0.337,-0.068
DHA_pct,0.338,0.42,-0.057
Gln,0.469,0.551,0.042
Glucose,0.0,0.0,-0.237
Gly,0.093,0.14,0.102
GlycA,0.548,0.626,-0.035
HDL_C,0.551,0.629,-0.038
HDL_CE,0.6,0.674,-0.034
HDL_CE_pct,0.046,0.077,0.117
HDL_CE_pct_C,0.238,0.312,0.068
HDL_C_pct,0.04,0.067,0.122
HDL_FC,0.422,0.505,-0.052
HDL_FC_by_CE,0.247,0.322,-0.067
HDL_FC_pct,0.198,0.268,0.079
HDL_FC_pct_C,0.269,0.346,-0.064
HDL_L,0.174,0.24,-0.087
HDL_P,0.184,0.251,-0.081
HDL_PL,0.071,0.111,-0.115
HDL_PL_pct,0.001,0.003,-0.189
HDL_TG,0.099,0.147,-0.095
HDL_TG_pct,0.51,0.59,-0.039
HDL_size,0.827,0.867,-0.014
His,0.656,0.724,-0.026
IDL_C,0.016,0.031,0.142
IDL_CE,0.021,0.039,0.136
IDL_CE_pct,0.154,0.215,0.083
IDL_CE_pct_C,0.169,0.233,-0.079
IDL_C_pct,0.03,0.054,0.126
IDL_FC,0.008,0.018,0.155
IDL_FC_by_CE,0.168,0.232,0.079
IDL_FC_pct,0.008,0.017,0.151
IDL_FC_pct_C,0.167,0.231,0.079
IDL_L,0.024,0.044,0.133
IDL_P,0.016,0.031,0.138
IDL_PL,0.012,0.023,0.149
IDL_PL_pct,0.298,0.378,0.059
IDL_TG,0.31,0.391,-0.059
