met,PValue,adjPVal,logFC
Acetate,0.083,0.126,-0.089
Acetoacetate,0.028,0.051,-0.113
Acetone,0.614,0.686,-0.026
Ala,0.903,0.927,0.006
Albumin,0.33,0.411,0.05
ApoA1,0.434,0.517,0.044
ApoB,0.003,0.008,0.151
ApoB_by_ApoA1,0.032,0.056,0.112
Cholines,0.1,0.149,0.091
Citrate,0.15,0.211,0.076
Clinical_LDL_C,0.0,0.0,0.199
Creatinine,0.457,0.539,-0.045
DHA,0.959,0.969,-0.003
DHA_pct,0.898,0.923,0.007
Gln,0.294,0.373,0.054
Glucose,0.0,0.0,-0.224
Gly,0.006,0.013,0.15
GlycA,0.067,0.106,-0.095
HDL_C,0.046,0.077,0.115
HDL_CE,0.039,0.066,0.119
HDL_CE_pct,0.0,0.0,0.206
HDL_CE_pct_C,0.151,0.212,0.074
HDL_C_pct,0.0,0.0,0.226
HDL_FC,0.096,0.144,0.097
HDL_FC_by_CE,0.154,0.215,-0.074
HDL_FC_pct,0.001,0.002,0.189
HDL_FC_pct_C,0.16,0.223,-0.073
HDL_L,0.338,0.42,0.055
HDL_P,0.212,0.284,0.069
HDL_PL,0.744,0.799,0.019
HDL_PL_pct,0.0,0.0,-0.279
HDL_TG,0.009,0.019,-0.134
HDL_TG_pct,0.005,0.01,-0.151
HDL_size,0.16,0.223,0.081
His,0.544,0.623,-0.031
IDL_C,0.0,0.0,0.22
IDL_CE,0.0,0.0,0.218
IDL_CE_pct,0.0,0.0,0.219
IDL_CE_pct_C,0.901,0.925,0.006
IDL_C_pct,0.0,0.0,0.246
IDL_FC,0.0,0.0,0.221
IDL_FC_by_CE,0.908,0.931,-0.006
IDL_FC_pct,0.001,0.002,0.172
IDL_FC_pct_C,0.935,0.951,-0.004
IDL_L,0.0,0.001,0.197
IDL_P,0.001,0.002,0.175
IDL_PL,0.0,0.001,0.189
IDL_PL_pct,0.041,0.07,-0.104
IDL_TG,0.108,0.159,-0.083
IDL_TG_pct,0.0,0.0,-0.264
Ile,0.007,0.014,-0.142
LA,0.002,0.006,0.157
LA_pct,0.0,0.0,0.292
LDL_C,0.0,0.001,0.181
LDL_CE,0.002,0.004,0.162
LDL_CE_pct,0.626,0.697,0.025
LDL_CE_pct_C,0.0,0.0,-0.211
LDL_C_pct,0.0,0.0,0.257
LDL_FC,0.0,0.0,0.226
LDL_FC_by_CE,0.0,0.0,0.211
LDL_FC_pct,0.0,0.0,0.247
LDL_FC_pct_C,0.0,0.0,0.212
LDL_L,0.001,0.003,0.168
LDL_P,0.003,0.006,0.154
LDL_PL,0.001,0.002,0.178
LDL_PL_pct,0.437,0.52,0.04
LDL_TG,0.135,0.193,-0.077
LDL_TG_pct,0.0,0.0,-0.259
LDL_size,0.004,0.009,0.153
L_HDL_C,0.022,0.041,0.133
L_HDL_CE,0.017,0.032,0.139
L_HDL_CE_pct,0.0,0.0,0.224
L_HDL_CE_pct_C,0.005,0.012,0.142
L_HDL_C_pct,0.0,0.0,0.22
L_HDL_FC,0.055,0.09,0.113
L_HDL_FC_by_CE,0.01,0.021,-0.132
L_HDL_FC_pct,0.034,0.059,0.115
L_HDL_FC_pct_C,0.02,0.038,-0.119
L_HDL_L,0.092,0.139,0.099
L_HDL_P,0.04,0.068,0.121
L_HDL_PL,0.221,0.293,0.072
L_HDL_PL_pct,0.0,0.0,-0.239
L_HDL_TG,0.225,0.297,-0.065
L_HDL_TG_pct,0.017,0.032,-0.128
L_LDL_C,0.0,0.001,0.196
L_LDL_CE,0.0,0.001,0.181
L_LDL_CE_pct,0.201,0.271,0.065
L_LDL_CE_pct_C,0.0,0.0,-0.216
L_LDL_C_pct,0.0,0.0,0.255
L_LDL_FC,0.0,0.0,0.232
L_LDL_FC_by_CE,0.0,0.0,0.216
L_LDL_FC_pct,0.0,0.0,0.262
L_LDL_FC_pct_C,0.0,0.0,0.218
L_LDL_L,0.0,0.001,0.183
L_LDL_P,0.001,0.003,0.169
L_LDL_PL,0.0,0.001,0.192
L_LDL_PL_pct,0.53,0.609,0.032
L_LDL_TG,0.171,0.236,-0.071
