met,PValue,adjPVal,logFC
Acetate,0.041,0.07,-0.087
Acetoacetate,0.0,0.002,-0.15
Acetone,0.095,0.143,-0.072
Ala,0.001,0.002,-0.148
Albumin,0.036,0.062,0.09
ApoA1,0.9,0.925,0.006
ApoB,0.0,0.0,0.242
ApoB_by_ApoA1,0.0,0.0,0.204
Cholines,0.025,0.046,0.103
Citrate,0.879,0.908,-0.007
Clinical_LDL_C,0.0,0.0,0.279
Creatinine,0.115,0.168,-0.079
DHA,0.925,0.944,-0.004
DHA_pct,0.864,0.897,-0.008
Gln,0.002,0.006,0.131
Glucose,0.0,0.0,-0.254
Gly,0.0,0.001,0.164
GlycA,0.0,0.0,-0.169
HDL_C,0.048,0.079,0.095
HDL_CE,0.041,0.07,0.098
HDL_CE_pct,0.0,0.0,0.224
HDL_CE_pct_C,0.177,0.243,0.058
HDL_C_pct,0.0,0.0,0.251
HDL_FC,0.086,0.131,0.083
HDL_FC_by_CE,0.181,0.248,-0.058
HDL_FC_pct,0.0,0.0,0.236
HDL_FC_pct_C,0.192,0.261,-0.056
HDL_L,0.652,0.72,0.022
HDL_P,0.478,0.56,0.033
HDL_PL,0.578,0.654,-0.027
HDL_PL_pct,0.0,0.0,-0.35
HDL_TG,0.001,0.002,-0.148
HDL_TG_pct,0.001,0.003,-0.144
HDL_size,0.043,0.072,0.098
His,0.081,0.124,0.075
IDL_C,0.0,0.0,0.292
IDL_CE,0.0,0.0,0.287
IDL_CE_pct,0.0,0.0,0.221
IDL_CE_pct_C,0.268,0.345,-0.047
IDL_C_pct,0.0,0.0,0.27
IDL_FC,0.0,0.0,0.303
IDL_FC_by_CE,0.26,0.337,0.048
IDL_FC_pct,0.0,0.0,0.232
IDL_FC_pct_C,0.232,0.306,0.051
IDL_L,0.0,0.0,0.272
IDL_P,0.0,0.0,0.253
IDL_PL,0.0,0.0,0.278
IDL_PL_pct,0.245,0.32,-0.05
IDL_TG,0.072,0.112,-0.078
IDL_TG_pct,0.0,0.0,-0.323
Ile,0.002,0.006,-0.134
LA,0.0,0.0,0.242
LA_pct,0.0,0.0,0.412
LDL_C,0.0,0.0,0.255
LDL_CE,0.0,0.0,0.234
LDL_CE_pct,0.023,0.043,0.097
LDL_CE_pct_C,0.0,0.0,-0.216
LDL_C_pct,0.0,0.0,0.34
LDL_FC,0.0,0.0,0.302
LDL_FC_by_CE,0.0,0.0,0.217
LDL_FC_pct,0.0,0.0,0.276
LDL_FC_pct_C,0.0,0.0,0.219
LDL_L,0.0,0.0,0.239
LDL_P,0.0,0.0,0.252
LDL_PL,0.0,0.0,0.247
LDL_PL_pct,0.959,0.969,-0.002
LDL_TG,0.07,0.109,-0.078
LDL_TG_pct,0.0,0.0,-0.328
LDL_size,0.0,0.0,0.171
L_HDL_C,0.003,0.008,0.143
L_HDL_CE,0.002,0.005,0.15
L_HDL_CE_pct,0.0,0.0,0.247
L_HDL_CE_pct_C,0.0,0.0,0.181
L_HDL_C_pct,0.0,0.0,0.237
L_HDL_FC,0.017,0.032,0.117
L_HDL_FC_by_CE,0.0,0.0,-0.178
L_HDL_FC_pct,0.034,0.06,0.096
L_HDL_FC_pct_C,0.0,0.0,-0.172
L_HDL_L,0.045,0.076,0.098
L_HDL_P,0.007,0.016,0.131
L_HDL_PL,0.249,0.324,0.056
L_HDL_PL_pct,0.0,0.0,-0.333
L_HDL_TG,0.142,0.202,-0.065
L_HDL_TG_pct,0.013,0.026,-0.111
L_LDL_C,0.0,0.0,0.271
L_LDL_CE,0.0,0.0,0.254
L_LDL_CE_pct,0.007,0.016,0.114
L_LDL_CE_pct_C,0.0,0.0,-0.239
L_LDL_C_pct,0.0,0.0,0.326
L_LDL_FC,0.0,0.0,0.311
L_LDL_FC_by_CE,0.0,0.0,0.239
L_LDL_FC_pct,0.0,0.0,0.306
L_LDL_FC_pct_C,0.0,0.0,0.242
L_LDL_L,0.0,0.0,0.255
L_LDL_P,0.0,0.0,0.267
L_LDL_PL,0.0,0.0,0.263
L_LDL_PL_pct,0.722,0.781,0.015
L_LDL_TG,0.092,0.138,-0.073
L_LDL_TG_pct,0.0,0.0,-0.333
L_VLDL_C,0.454,0.537,0.033
L_VLDL_CE,0.05,0.082,0.085
L_VLDL_CE_pct,0.0,0.0,0.256
L_VLDL_CE_pct_C,0.0,0.0,0.305
L_VLDL_C_pct,0.0,0.0,0.198
L_VLDL_FC,0.655,0.722,-0.02
L_VLDL_FC_by_CE,0.0,0.0,-0.306
L_VLDL_FC_pct,0.624,0.695,0.021
L_VLDL_FC_pct_C,0.0,0.0,-0.298
L_VLDL_L,0.468,0.55,-0.032
L_VLDL_P,0.33,0.412,-0.043
L_VLDL_PL,0.317,0.398,-0.044
L_VLDL_PL_pct,0.493,0.575,-0.03
L_VLDL_TG,0.16,0.223,-0.062
L_VLDL_TG_pct,0.014,0.028,-0.105
Lactate,0.373,0.456,-0.039
Leu,0.144,0.204,-0.065
MUFA,0.036,0.062,-0.09
MUFA_pct,0.0,0.0,-0.203
M_HDL_C,0.847,0.883,-0.009
M_HDL_CE,0.829,0.868,-0.01
M_HDL_CE_pct,0.0,0.0,0.17
M_HDL_CE_pct_C,0.808,0.851,-0.011
M_HDL_C_pct,0.0,0.0,0.187
M_HDL_FC,0.929,0.947,-0.004
M_HDL_FC_by_CE,0.805,0.849,0.011
M_HDL_FC_pct,0.0,0.001,0.169
M_HDL_FC_pct_C,0.8,0.845,0.012
M_HDL_L,0.131,0.188,-0.07
M_HDL_P,0.506,0.587,-0.031
M_HDL_PL,0.019,0.036,-0.108
M_HDL_PL_pct,0.0,0.0,-0.255
M_HDL_TG,0.0,0.0,-0.172
M_HDL_TG_pct,0.003,0.007,-0.132
M_LDL_C,0.0,0.0,0.212
M_LDL_CE,0.0,0.0,0.185
M_LDL_CE_pct,0.721,0.78,0.015
M_LDL_CE_pct_C,0.0,0.001,-0.164
M_LDL_C_pct,0.0,0.0,0.279
M_LDL_FC,0.0,0.0,0.274
M_LDL_FC_by_CE,0.0,0.001,0.164
M_LDL_FC_pct,0.0,0.0,0.223
M_LDL_FC_pct_C,0.0,0.001,0.165
M_LDL_L,0.0,0.0,0.198
M_LDL_P,0.0,0.0,0.207
M_LDL_PL,0.0,0.0,0.204
M_LDL_PL_pct,0.873,0.904,0.007
M_LDL_TG,0.061,0.098,-0.081
M_LDL_TG_pct,0.0,0.0,-0.312
M_VLDL_C,0.0,0.0,0.289
M_VLDL_CE,0.0,0.0,0.337
M_VLDL_CE_pct,0.0,0.0,0.332
M_VLDL_CE_pct_C,0.0,0.0,0.298
M_VLDL_C_pct,0.0,0.0,0.336
M_VLDL_FC,0.0,0.0,0.215
M_VLDL_FC_by_CE,0.005,0.011,-0.122
M_VLDL_FC_pct,0.0,0.0,0.339
M_VLDL_FC_pct_C,0.0,0.0,-0.315
M_VLDL_L,0.006,0.013,0.118
M_VLDL_P,0.0,0.001,0.163
M_VLDL_PL,0.0,0.0,0.176
M_VLDL_PL_pct,0.0,0.0,0.333
M_VLDL_TG,0.54,0.619,-0.027
M_VLDL_TG_pct,0.0,0.0,-0.327
Omega_3,0.297,0.377,-0.047
Omega_3_pct,0.251,0.327,-0.051
Omega_3_pct_PUFA,0.005,0.011,-0.125
Omega_6,0.0,0.0,0.193
Omega_6_by_Omega_3,0.023,0.042,0.1
Omega_6_pct,0.0,0.0,0.301
Omega_6_pct_PUFA,0.002,0.005,0.136
PUFA,0.001,0.002,0.149
PUFA_by_MUFA,0.0,0.0,0.234
PUFA_pct,0.0,0.0,0.268
Phe,0.001,0.003,-0.141
Phosphatidylc,0.101,0.15,0.075
Phosphoglyc,0.311,0.391,0.046
Pyruvate,0.019,0.036,-0.103
Remnant_C,0.0,0.0,0.23
SFA,0.133,0.191,-0.065
SFA_pct,0.0,0.0,-0.212
S_HDL_C,0.735,0.791,-0.015
S_HDL_CE,0.745,0.8,-0.014
S_HDL_CE_pct,0.0,0.0,0.181
S_HDL_CE_pct_C,0.882,0.91,-0.007
S_HDL_C_pct,0.0,0.0,0.246
S_HDL_FC,0.732,0.789,-0.015
S_HDL_FC_by_CE,0.889,0.916,0.006
S_HDL_FC_pct,0.0,0.0,0.24
S_HDL_FC_pct_C,0.909,0.931,0.005
S_HDL_L,0.014,0.028,-0.105
S_HDL_P,0.711,0.771,-0.016
S_HDL_PL,0.001,0.004,-0.138
S_HDL_PL_pct,0.0,0.0,-0.224
S_HDL_TG,0.0,0.0,-0.175
S_HDL_TG_pct,0.001,0.002,-0.154
S_LDL_C,0.0,0.0,0.239
S_LDL_CE,0.0,0.0,0.207
S_LDL_CE_pct,0.615,0.688,0.022
S_LDL_CE_pct_C,0.0,0.001,-0.161
S_LDL_C_pct,0.0,0.0,0.241
S_LDL_FC,0.0,0.0,0.298
S_LDL_FC_by_CE,0.0,0.001,0.161
S_LDL_FC_pct,0.0,0.0,0.215
S_LDL_FC_pct_C,0.0,0.001,0.162
S_LDL_L,0.0,0.0,0.226
S_LDL_P,0.0,0.0,0.222
S_LDL_PL,0.0,0.0,0.248
S_LDL_PL_pct,0.881,0.91,0.006
S_LDL_TG,0.04,0.068,-0.089
S_LDL_TG_pct,0.0,0.0,-0.285
S_VLDL_C,0.0,0.0,0.174
S_VLDL_CE,0.001,0.002,0.148
S_VLDL_CE_pct,0.0,0.0,0.263
S_VLDL_CE_pct_C,0.0,0.0,-0.196
S_VLDL_C_pct,0.0,0.0,0.32
S_VLDL_FC,0.0,0.0,0.216
S_VLDL_FC_by_CE,0.0,0.0,0.193
S_VLDL_FC_pct,0.0,0.0,0.347
