slice_num,coord_num,PValue,adjPVal,logFC
1,100,0.0,0.001,0.145
1,101,0.0,0.0,0.15
1,102,0.0,0.0,0.15
1,103,0.0,0.001,0.146
1,104,0.0,0.001,0.137
1,105,0.0,0.001,0.136
1,106,0.0,0.002,0.136
1,107,0.0,0.001,0.142
1,108,0.0,0.001,0.143
1,109,0.0,0.0,0.154
1,110,0.0,0.001,0.143
1,111,0.0,0.001,0.146
1,112,0.0,0.001,0.148
1,113,0.0,0.001,0.149
1,114,0.0,0.0,0.155
1,115,0.0,0.0,0.156
1,116,0.0,0.001,0.151
1,117,0.0,0.0,0.154
1,118,0.0,0.0,0.161
1,119,0.0,0.0,0.157
1,120,0.0,0.001,0.146
1,121,0.0,0.001,0.145
1,122,0.0,0.001,0.145
1,123,0.0,0.001,0.154
1,124,0.0,0.001,0.151
1,125,0.0,0.001,0.154
1,126,0.0,0.0,0.163
1,127,0.0,0.001,0.156
1,128,0.0,0.0,0.175
1,129,0.0,0.0,0.165
1,130,0.0,0.001,0.157
1,131,0.0,0.0,0.169
1,132,0.0,0.0,0.171
1,133,0.0,0.0,0.174
1,134,0.0,0.0,0.168
1,135,0.0,0.0,0.174
1,136,0.0,0.0,0.172
1,137,0.0,0.0,0.164
1,138,0.0,0.001,0.159
1,139,0.0,0.0,0.164
1,140,0.0,0.0,0.177
1,141,0.0,0.0,0.171
1,142,0.0,0.0,0.175
1,143,0.0,0.0,0.174
1,144,0.0,0.0,0.171
1,145,0.0,0.0,0.18
1,146,0.0,0.0,0.167
1,147,0.0,0.0,0.166
1,148,0.0,0.0,0.178
1,149,0.0,0.0,0.174
1,150,0.0,0.0,0.174
1,151,0.0,0.0,0.172
1,152,0.0,0.0,0.171
1,153,0.0,0.0,0.168
1,154,0.0,0.0,0.18
1,155,0.0,0.0,0.176
1,156,0.0,0.0,0.167
1,157,0.0,0.0,0.171
1,158,0.0,0.001,0.166
1,159,0.0,0.0,0.176
1,160,0.0,0.0,0.172
1,161,0.0,0.001,0.167
1,162,0.0,0.0,0.178
1,163,0.0,0.0,0.171
